comunidad_autonoma,provincia,indicador,anio,valor,variable,unidad
Cantabria,Cantabria,Población,2021,579.078,poblacion,personas
Cantabria,Cantabria,Tamaño medio del hogar,2021,2.4,tamano_medio_hogar,personas_por_hogar
Cantabria,Cantabria,Edad media de la población,2022,46.0,edad_media,años
Cantabria,Cantabria,Porcentaje de población de 65 y más años,2022,23.3,pct_65_mas,porcentaje
Cantabria,Cantabria,Porcentaje de hogares unipersonales,2022,31.1,pct_hogares_unipersonales,porcentaje
Cantabria,Cantabria,Porcentaje de población menor de 18 años,2022,15.2,pct_menor_18,porcentaje
Cantabria,Cantabria,Porcentaje de población española,2022,93.1,pct_poblacion_espanola,porcentaje
Cantabria,Cantabria,Población,2022,581.828,poblacion,personas
Cantabria,Cantabria,Tamaño medio del hogar,2022,2.4,tamano_medio_hogar,personas_por_hogar
Cantabria,Cantabria,Edad media de la población,2023,46.2,edad_media,años
Cantabria,Cantabria,Porcentaje de población de 65 y más años,2023,23.8,pct_65_mas,porcentaje
Cantabria,Cantabria,Porcentaje de hogares unipersonales,2023,31.4,pct_hogares_unipersonales,porcentaje
Cantabria,Cantabria,Porcentaje de población menor de 18 años,2023,14.9,pct_menor_18,porcentaje
Cantabria,Cantabria,Porcentaje de población española,2023,92.6,pct_poblacion_espanola,porcentaje
Cantabria,Cantabria,Población,2023,583.796,poblacion,personas
Cantabria,Cantabria,Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2015,41.9,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2015,18.2,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2015,29.3,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2015,18.3,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2015,85.6,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2015,575.292,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2015,2.5,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2016,42.2,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2016,18.5,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2016,29.6,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2016,18.3,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2016,86.2,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2016,572.685,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2016,2.5,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2017,42.4,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2017,18.8,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2017,29.7,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2017,18.2,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2017,85.9,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2017,573.656,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2017,2.5,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2018,42.7,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2018,19.0,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2018,30.0,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2018,18.1,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2018,85.5,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2018,575.156,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2018,2.5,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2019,42.9,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2019,19.2,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2019,30.1,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2019,17.9,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2019,84.8,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2019,580.299,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2019,2.5,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2020,43.2,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2020,19.5,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2020,30.4,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2020,17.6,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2020,84.8,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2020,583.456,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2020,2.5,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2021,43.4,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2021,19.6,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2021,30.7,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2021,17.5,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2021,84.6,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2021,585.878,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2021,2.4,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2022,43.4,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2022,19.7,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2022,30.9,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2022,17.4,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2022,83.4,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2022,598.472,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2022,2.4,tamano_medio_hogar,personas_por_hogar
Comunitat Valenciana,Castellón/Castelló,Edad media de la población,2023,43.6,edad_media,años
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población de 65 y más años,2023,19.9,pct_65_mas,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de hogares unipersonales,2023,31.0,pct_hogares_unipersonales,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población menor de 18 años,2023,17.2,pct_menor_18,porcentaje
Comunitat Valenciana,Castellón/Castelló,Porcentaje de población española,2023,82.5,pct_poblacion_espanola,porcentaje
Comunitat Valenciana,Castellón/Castelló,Población,2023,608.761,poblacion,personas
Comunitat Valenciana,Castellón/Castelló,Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2015,36.5,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2015,11.4,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2015,23.3,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2015,24.2,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2015,93.6,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2015,80.517,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2015,3.2,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2016,36.6,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2016,11.5,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2016,23.2,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2016,24.4,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2016,93.4,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2016,80.95,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2016,3.2,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2017,36.8,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2017,11.7,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2017,24.5,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2017,24.3,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2017,93.1,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2017,81.428,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2017,3.1,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2018,37.1,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2018,12.0,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2018,24.4,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2018,24.0,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2018,93.2,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2018,80.968,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2018,3.1,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2019,37.5,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2019,12.3,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2019,24.8,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2019,23.6,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2019,93.2,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2019,80.496,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2019,3.1,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2020,37.8,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2020,12.6,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2020,24.9,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2020,23.2,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2020,93.6,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2020,80.152,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2020,3.1,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2021,38.1,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2021,12.8,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2021,25.5,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2021,22.7,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2021,94.1,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2021,79.411,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2021,3.0,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2022,38.3,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2022,13.1,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2022,25.8,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2022,22.1,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2022,94.3,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2022,79.542,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2022,3.0,tamano_medio_hogar,personas_por_hogar
Ceuta,Ceuta,Edad media de la población,2023,38.7,edad_media,años
Ceuta,Ceuta,Porcentaje de población de 65 y más años,2023,13.4,pct_65_mas,porcentaje
Ceuta,Ceuta,Porcentaje de hogares unipersonales,2023,26.0,pct_hogares_unipersonales,porcentaje
Ceuta,Ceuta,Porcentaje de población menor de 18 años,2023,21.4,pct_menor_18,porcentaje
Ceuta,Ceuta,Porcentaje de población española,2023,94.2,pct_poblacion_espanola,porcentaje
Ceuta,Ceuta,Población,2023,79.953,poblacion,personas
Ceuta,Ceuta,Tamaño medio del hogar,2023,3.0,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2015,42.4,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2015,19.3,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2015,27.5,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2015,17.5,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2015,93.9,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2015,505.84,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2016,42.7,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2016,19.5,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2016,27.7,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2016,17.5,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2016,94.3,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2016,500.814,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2017,43.0,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2017,19.8,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2017,28.0,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2017,17.4,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2017,94.2,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2017,497.059,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2018,43.3,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2018,20.1,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2018,28.4,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2018,17.2,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2018,94.2,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2018,492.317,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2018,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2019,43.6,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2019,20.3,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2019,28.6,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2019,17.0,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2019,93.7,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2019,491.055,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2019,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2020,43.8,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2020,20.3,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2020,29.0,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2020,16.8,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2020,93.7,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2020,489.374,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2020,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2021,44.0,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2021,20.5,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2021,29.3,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2021,16.7,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2021,93.6,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2021,487.503,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2021,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2022,44.3,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2022,20.9,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2022,29.8,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2022,16.5,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2022,93.2,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2022,488.159,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2022,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Ciudad Real,Edad media de la población,2023,44.5,edad_media,años
Castilla - La Mancha,Ciudad Real,Porcentaje de población de 65 y más años,2023,21.4,pct_65_mas,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de hogares unipersonales,2023,30.2,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población menor de 18 años,2023,16.3,pct_menor_18,porcentaje
Castilla - La Mancha,Ciudad Real,Porcentaje de población española,2023,92.7,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Ciudad Real,Población,2023,489.018,poblacion,personas
Castilla - La Mancha,Ciudad Real,Tamaño medio del hogar,2023,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2015,45.6,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2015,23.5,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2015,28.2,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2015,14.5,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2015,97.2,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2015,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2016,45.9,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2016,23.8,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2016,28.4,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2016,14.6,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2016,97.2,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2016,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2017,46.1,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2017,24.2,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2017,28.5,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2017,14.6,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2017,96.9,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2017,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2018,46.4,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2018,24.5,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2018,28.7,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2018,14.6,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2018,96.6,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2018,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2019,46.6,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2019,24.8,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2019,29.0,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2019,14.5,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2019,96.2,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2019,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2020,46.9,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2020,25.1,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2020,29.3,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2020,14.4,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2020,96.1,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2020,2.5,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2021,47.2,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2021,25.4,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2021,29.8,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2021,14.2,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2021,95.8,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2021,2.4,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2022,47.3,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2022,25.7,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2022,30.4,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2022,14.1,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2022,95.3,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2022,2.4,tamano_medio_hogar,personas_por_hogar
Galicia,"Coruña, A",Edad media de la población,2023,47.5,edad_media,años
Galicia,"Coruña, A",Porcentaje de población de 65 y más años,2023,26.0,pct_65_mas,porcentaje
Galicia,"Coruña, A",Porcentaje de hogares unipersonales,2023,30.8,pct_hogares_unipersonales,porcentaje
Galicia,"Coruña, A",Porcentaje de población menor de 18 años,2023,13.9,pct_menor_18,porcentaje
Galicia,"Coruña, A",Porcentaje de población española,2023,94.7,pct_poblacion_espanola,porcentaje
Galicia,"Coruña, A",Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2015,44.7,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2015,22.9,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2015,32.0,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2015,15.7,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2015,90.0,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2015,201.828,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2015,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2016,45.0,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2016,23.1,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2016,32.2,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2016,15.7,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2016,90.2,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2016,198.294,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2016,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2017,45.2,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2017,23.2,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2017,32.2,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2017,15.7,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2017,90.0,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2017,196.665,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2017,2.5,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2018,45.4,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2018,23.2,pct_65_mas,porcentaje
