provincia,anio,trimestre,periodo,valor_transacciones_miles_euros
Jaén,2009,2,2009-T2,16418.82
Jaén,2009,3,2009-T3,4392.43
Jaén,2009,4,2009-T4,7157.46
Jaén,2010,1,2010-T1,4344.93
Jaén,2010,2,2010-T2,13510.99
Jaén,2010,3,2010-T3,31819.77
Jaén,2010,4,2010-T4,9976.78
Jaén,2011,1,2011-T1,8578.97
Jaén,2011,2,2011-T2,8188.2
Jaén,2011,3,2011-T3,4156.11
Jaén,2011,4,2011-T4,5225.74
Jaén,2012,1,2012-T1,3915.55
Jaén,2012,2,2012-T2,4579.72
Jaén,2012,3,2012-T3,4659.51
Jaén,2012,4,2012-T4,3010.51
Jaén,2013,1,2013-T1,2298.27
Jaén,2013,2,2013-T2,6171.58
Jaén,2013,3,2013-T3,4155.64
Jaén,2013,4,2013-T4,3181.71
Jaén,2014,1,2014-T1,2871.39
Jaén,2014,2,2014-T2,2738.23
Jaén,2014,3,2014-T3,4546.51
Jaén,2014,4,2014-T4,3887.09
Jaén,2015,1,2015-T1,2621.6
Jaén,2015,2,2015-T2,3670.33
Jaén,2015,3,2015-T3,3062.17
Jaén,2015,4,2015-T4,8784.79
Jaén,2016,1,2016-T1,2520.94
Jaén,2016,2,2016-T2,6085.09
Jaén,2016,3,2016-T3,2612.98
Jaén,2016,4,2016-T4,3624.89
Jaén,2017,1,2017-T1,5507.16
Jaén,2017,2,2017-T2,6614.2
Jaén,2017,3,2017-T3,4496.52
Jaén,2017,4,2017-T4,4498.81
Jaén,2018,1,2018-T1,5428.61
Jaén,2018,2,2018-T2,4071.14
Jaén,2018,3,2018-T3,4596.78
Jaén,2018,4,2018-T4,4761.54
Jaén,2019,1,2019-T1,4785.29
Jaén,2019,2,2019-T2,3319.82
Jaén,2019,3,2019-T3,2544.8
Jaén,2019,4,2019-T4,3429.46
Jaén,2020,1,2020-T1,1593.15
Jaén,2020,2,2020-T2,1863.81
Jaén,2020,3,2020-T3,3039.1
Jaén,2020,4,2020-T4,5643.99
Jaén,2021,1,2021-T1,5246.77
Jaén,2021,2,2021-T2,9095.29
Jaén,2021,3,2021-T3,5860.0
Jaén,2021,4,2021-T4,5475.51
Jaén,2022,1,2022-T1,12270.96
Jaén,2022,2,2022-T2,4106.84
Jaén,2022,3,2022-T3,5527.34
Jaén,2022,4,2022-T4,4928.99
Jaén,2023,1,2023-T1,6630.78
Jaén,2023,2,2023-T2,4431.08
Jaén,2023,3,2023-T3,3449.23
Jaén,2023,4,2023-T4,8387.04
Jaén,2024,1,2024-T1,4089.09
Jaén,2024,2,2024-T2,3411.99
Jaén,2024,3,2024-T3,3228.88
Jaén,2024,4,2024-T4,1699.91
Jaén,2025,1,2025-T1,3026.73
Jaén,2025,2,2025-T2,3924.6
Jaén,2025,3,2025-T3,3312.21
Jaén,2025,4,2025-T4,5103.33
Jaén,2026,1,2026-T1,3919.26
León,2004,1,2004-T1,23198.7
León,2004,2,2004-T2,34229.8
León,2004,3,2004-T3,164720.0
León,2004,4,2004-T4,64139.1
León,2005,1,2005-T1,47467.8
León,2005,2,2005-T2,66502.3
León,2005,3,2005-T3,22535.5
León,2005,4,2005-T4,50560.7
León,2006,1,2006-T1,101687.8
León,2006,2,2006-T2,34074.0
León,2006,3,2006-T3,25594.0
León,2006,4,2006-T4,39217.9
León,2007,1,2007-T1,47628.8
León,2007,2,2007-T2,23622.4
León,2007,3,2007-T3,22201.32941
León,2007,4,2007-T4,19481.5
León,2008,1,2008-T1,33169.8
León,2008,2,2008-T2,16267.1
León,2008,3,2008-T3,13303.95
León,2008,4,2008-T4,7536.09
León,2009,1,2009-T1,30581.48
León,2009,2,2009-T2,21148.11
León,2009,3,2009-T3,17145.78
León,2009,4,2009-T4,7637.44
León,2010,1,2010-T1,1639.48
León,2010,2,2010-T2,10552.86
León,2010,3,2010-T3,1572.69
León,2010,4,2010-T4,4766.48
León,2011,1,2011-T1,2364.41
León,2011,2,2011-T2,3901.13
León,2011,3,2011-T3,834.64
León,2011,4,2011-T4,1807.46
León,2012,1,2012-T1,3154.4
León,2012,2,2012-T2,4182.98
León,2012,3,2012-T3,2563.59
León,2012,4,2012-T4,814.61
León,2013,1,2013-T1,2132.63
León,2013,2,2013-T2,3326.9
León,2013,3,2013-T3,3665.55
León,2013,4,2013-T4,2240.87
León,2014,1,2014-T1,2966.77
León,2014,2,2014-T2,503.24
León,2014,3,2014-T3,3589.34
León,2014,4,2014-T4,4541.68
León,2015,1,2015-T1,1168.64
León,2015,2,2015-T2,1998.66
León,2015,3,2015-T3,1652.77
León,2015,4,2015-T4,1805.47
León,2016,1,2016-T1,1500.78
León,2016,2,2016-T2,2102.63
León,2016,3,2016-T3,2093.72
León,2016,4,2016-T4,1849.81
León,2017,1,2017-T1,2429.87
León,2017,2,2017-T2,3838.35
León,2017,3,2017-T3,2829.53
León,2017,4,2017-T4,2158.84
León,2018,1,2018-T1,2639.65
León,2018,2,2018-T2,1554.38
León,2018,3,2018-T3,1255.41
León,2018,4,2018-T4,5747.12
León,2019,1,2019-T1,11160.1
León,2019,2,2019-T2,763.68
León,2019,3,2019-T3,11614.24
León,2019,4,2019-T4,1269.19
León,2020,1,2020-T1,1127.85
León,2020,2,2020-T2,2393.48
León,2020,3,2020-T3,1690.24
León,2020,4,2020-T4,5542.09
León,2021,1,2021-T1,4944.4
León,2021,2,2021-T2,3036.02
León,2021,3,2021-T3,2665.8
León,2021,4,2021-T4,2916.79
León,2022,1,2022-T1,2003.31
León,2022,2,2022-T2,2148.61
León,2022,3,2022-T3,1653.66
León,2022,4,2022-T4,1712.79
León,2023,1,2023-T1,4278.65
León,2023,2,2023-T2,3310.44
León,2023,3,2023-T3,1645.08
León,2023,4,2023-T4,1645.22
León,2024,1,2024-T1,2229.69
León,2024,2,2024-T2,3229.25
León,2024,3,2024-T3,3177.48
León,2024,4,2024-T4,4115.81
León,2025,1,2025-T1,1828.79
León,2025,2,2025-T2,8605.03
León,2025,3,2025-T3,4582.02
León,2025,4,2025-T4,3316.12
León,2026,1,2026-T1,2599.89
Lleida,2004,1,2004-T1,44543.3
Lleida,2004,2,2004-T2,53716.9
Lleida,2004,3,2004-T3,78939.2
Lleida,2004,4,2004-T4,101258.8
Lleida,2005,1,2005-T1,66657.0
Lleida,2005,2,2005-T2,74849.4
Lleida,2005,3,2005-T3,91487.2
Lleida,2005,4,2005-T4,72566.8
Lleida,2006,1,2006-T1,63048.9
Lleida,2006,2,2006-T2,69326.9
Lleida,2006,3,2006-T3,45026.6
Lleida,2006,4,2006-T4,67041.5
Lleida,2007,1,2007-T1,100310.4
Lleida,2007,2,2007-T2,75505.6
Lleida,2007,3,2007-T3,112604.10275
Lleida,2007,4,2007-T4,40237.1
Lleida,2008,1,2008-T1,73209.1
Lleida,2008,2,2008-T2,21524.0
Lleida,2008,3,2008-T3,49693.63
Lleida,2008,4,2008-T4,68300.93
Lleida,2009,1,2009-T1,28045.37
Lleida,2009,2,2009-T2,21811.71
Lleida,2009,3,2009-T3,25820.82
Lleida,2009,4,2009-T4,9924.44
Lleida,2010,1,2010-T1,7333.26
Lleida,2010,2,2010-T2,8911.45
Lleida,2010,3,2010-T3,6520.13
Lleida,2010,4,2010-T4,9779.63
Lleida,2011,1,2011-T1,3733.43
Lleida,2011,2,2011-T2,9554.65
Lleida,2011,3,2011-T3,4311.78
Lleida,2011,4,2011-T4,7096.73
Lleida,2012,1,2012-T1,5243.53
Lleida,2012,2,2012-T2,6378.21
Lleida,2012,3,2012-T3,2937.88
Lleida,2012,4,2012-T4,1436.84
Lleida,2013,1,2013-T1,2706.38
Lleida,2013,2,2013-T2,13718.26
Lleida,2013,3,2013-T3,4554.53
Lleida,2013,4,2013-T4,11714.82
Lleida,2014,1,2014-T1,5370.5
Lleida,2014,2,2014-T2,5171.33
Lleida,2014,3,2014-T3,5501.8
Lleida,2014,4,2014-T4,5298.53
Lleida,2015,1,2015-T1,2981.94
Lleida,2015,2,2015-T2,5903.46
Lleida,2015,3,2015-T3,6450.89
Lleida,2015,4,2015-T4,4293.69
Lleida,2016,1,2016-T1,4046.28
Lleida,2016,2,2016-T2,3965.83
Lleida,2016,3,2016-T3,4166.49
Lleida,2016,4,2016-T4,6125.94
Lleida,2017,1,2017-T1,5280.33
Lleida,2017,2,2017-T2,4303.59
Lleida,2017,3,2017-T3,3518.06
Lleida,2017,4,2017-T4,8295.06
Lleida,2018,1,2018-T1,3245.99
Lleida,2018,2,2018-T2,5136.01
Lleida,2018,3,2018-T3,4501.09
Lleida,2018,4,2018-T4,4595.74
Lleida,2019,1,2019-T1,2168.78
Lleida,2019,2,2019-T2,2530.33
Lleida,2019,3,2019-T3,3396.37
Lleida,2019,4,2019-T4,8860.61
Lleida,2020,1,2020-T1,2157.12
Lleida,2020,2,2020-T2,2250.27
Lleida,2020,3,2020-T3,2814.61
Lleida,2020,4,2020-T4,7051.54
Lleida,2021,1,2021-T1,8521.06
Lleida,2021,2,2021-T2,8114.53
Lleida,2021,3,2021-T3,8257.59
Lleida,2021,4,2021-T4,6107.3
Lleida,2022,1,2022-T1,3593.99
Lleida,2022,2,2022-T2,4160.14
Lleida,2022,3,2022-T3,6377.08
Lleida,2022,4,2022-T4,10704.27
Lleida,2023,1,2023-T1,3574.97
Lleida,2023,2,2023-T2,7368.17
Lleida,2023,3,2023-T3,4664.69
Lleida,2023,4,2023-T4,4965.82
Lleida,2024,1,2024-T1,8101.48
Lleida,2024,2,2024-T2,7435.97
Lleida,2024,3,2024-T3,4088.82
Lleida,2024,4,2024-T4,8760.86
Lleida,2025,1,2025-T1,9188.49
Lleida,2025,2,2025-T2,11046.79
Lleida,2025,3,2025-T3,9359.6
Lleida,2025,4,2025-T4,15815.13
Lleida,2026,1,2026-T1,16930.68
Lugo,2004,1,2004-T1,3101.0
Lugo,2004,2,2004-T2,7123.3
Lugo,2004,3,2004-T3,8252.8
Lugo,2004,4,2004-T4,8668.8
Lugo,2005,1,2005-T1,3947.4
Lugo,2005,2,2005-T2,9658.5
Lugo,2005,3,2005-T3,9135.9
Lugo,2005,4,2005-T4,7086.8
Lugo,2006,1,2006-T1,6937.0
Lugo,2006,2,2006-T2,4976.6
Lugo,2006,3,2006-T3,6339.2
Lugo,2006,4,2006-T4,8761.8
Lugo,2007,1,2007-T1,8134.7
Lugo,2007,2,2007-T2,8606.2
Lugo,2007,3,2007-T3,2936.99721
Lugo,2007,4,2007-T4,11017.1
Lugo,2008,1,2008-T1,5651.6
Lugo,2008,2,2008-T2,3150.6
Lugo,2008,3,2008-T3,2018.83
Lugo,2008,4,2008-T4,3653.69
Lugo,2009,1,2009-T1,8565.31
Lugo,2009,2,2009-T2,1729.53
Lugo,2009,3,2009-T3,3464.79
Lugo,2009,4,2009-T4,1427.63
Lugo,2010,1,2010-T1,6010.96
Lugo,2010,2,2010-T2,1719.28
Lugo,2010,3,2010-T3,405.06
Lugo,2010,4,2010-T4,1701.32
Lugo,2011,1,2011-T1,686.14
Lugo,2011,2,2011-T2,1052.62
Lugo,2011,3,2011-T3,390.58
Lugo,2011,4,2011-T4,1871.53
Lugo,2012,1,2012-T1,744.32
Lugo,2012,2,2012-T2,965.74
Lugo,2012,3,2012-T3,3473.41
Lugo,2012,4,2012-T4,827.78
Lugo,2013,1,2013-T1,398.73
Lugo,2013,2,2013-T2,643.14
Lugo,2013,3,2013-T3,260.5
Lugo,2013,4,2013-T4,448.81
Lugo,2014,1,2014-T1,611.01
Lugo,2014,2,2014-T2,716.26
Lugo,2014,3,2014-T3,1232.16
Lugo,2014,4,2014-T4,277.86
Lugo,2015,1,2015-T1,644.19
Lugo,2015,2,2015-T2,1221.02
Lugo,2015,3,2015-T3,710.36
Lugo,2015,4,2015-T4,426.0
Lugo,2016,1,2016-T1,94.84
Lugo,2016,2,2016-T2,215.55
Lugo,2016,3,2016-T3,333.25
Lugo,2016,4,2016-T4,449.48
Lugo,2017,1,2017-T1,1345.43
Lugo,2017,2,2017-T2,632.51
Lugo,2017,3,2017-T3,180.63
Lugo,2017,4,2017-T4,401.59
Lugo,2018,1,2018-T1,581.01
Lugo,2018,2,2018-T2,971.79
Lugo,2018,3,2018-T3,954.52
Lugo,2018,4,2018-T4,770.4
Lugo,2019,1,2019-T1,970.44
Lugo,2019,2,2019-T2,1339.52
Lugo,2019,3,2019-T3,475.84
Lugo,2019,4,2019-T4,321.25
Lugo,2020,1,2020-T1,382.08
Lugo,2020,2,2020-T2,70.23
Lugo,2020,3,2020-T3,1709.48
Lugo,2020,4,2020-T4,1548.84
Lugo,2021,1,2021-T1,815.85
Lugo,2021,2,2021-T2,723.34
Lugo,2021,3,2021-T3,1529.4
Lugo,2021,4,2021-T4,1043.78
Lugo,2022,1,2022-T1,804.21
Lugo,2022,2,2022-T2,1420.42
Lugo,2022,3,2022-T3,734.23
Lugo,2022,4,2022-T4,1265.0
Lugo,2023,1,2023-T1,540.05
Lugo,2023,2,2023-T2,1259.88
Lugo,2023,3,2023-T3,305.23
Lugo,2023,4,2023-T4,517.24
Lugo,2024,1,2024-T1,607.85
Lugo,2024,2,2024-T2,397.76
Lugo,2024,3,2024-T3,780.1
Lugo,2024,4,2024-T4,685.74
Lugo,2025,1,2025-T1,844.26
Lugo,2025,2,2025-T2,1651.09
Lugo,2025,3,2025-T3,1145.26
Lugo,2025,4,2025-T4,737.77
Lugo,2026,1,2026-T1,805.93
Melilla,2004,1,2004-T1,1277.8
Melilla,2004,2,2004-T2,460.4
Melilla,2004,3,2004-T3,615.5
Melilla,2004,4,2004-T4,336.0
Melilla,2005,1,2005-T1,5368.4
Melilla,2005,2,2005-T2,557.3
Melilla,2005,3,2005-T3,852.4
Melilla,2005,4,2005-T4,1956.3
Melilla,2006,1,2006-T1,1603.6
Melilla,2006,2,2006-T2,10.8
Melilla,2006,3,2006-T3,3975.9
Melilla,2006,4,2006-T4,270.0
Melilla,2007,1,2007-T1,101.1
Melilla,2007,2,2007-T2,145.0
Melilla,2007,3,2007-T3,63.522800000000004
Melilla,2007,4,2007-T4,233.8
Melilla,2008,1,2008-T1,1073.0
Melilla,2008,2,2008-T2,427.2
Melilla,2008,3,2008-T3,742.52
Melilla,2008,4,2008-T4,173.67
Melilla,2009,1,2009-T1,196.91
Melilla,2009,2,2009-T2,243.74
Melilla,2009,3,2009-T3,65.6
Melilla,2009,4,2009-T4,487.32
Melilla,2010,1,2010-T1,327.51
Melilla,2010,2,2010-T2,458.54
Melilla,2010,3,2010-T3,393.11
Melilla,2010,4,2010-T4,397.33
Melilla,2011,1,2011-T1,173.75
Melilla,2011,2,2011-T2,0.0
Melilla,2011,3,2011-T3,93.23
Melilla,2011,4,2011-T4,3.21
Melilla,2012,1,2012-T1,83.0
Melilla,2012,2,2012-T2,86.5
Melilla,2012,3,2012-T3,37.76
Melilla,2012,4,2012-T4,0.0
Melilla,2013,1,2013-T1,0.0
Melilla,2013,2,2013-T2,0.0
Melilla,2013,3,2013-T3,0.0
Melilla,2013,4,2013-T4,134.67
Melilla,2014,1,2014-T1,16.2
Melilla,2014,2,2014-T2,0.0
Melilla,2014,3,2014-T3,0.0
Melilla,2014,4,2014-T4,95.0
Melilla,2015,1,2015-T1,55.26
Melilla,2015,2,2015-T2,0.0
Melilla,2015,3,2015-T3,149.63
Melilla,2015,4,2015-T4,207.68
Melilla,2016,1,2016-T1,175.13
Melilla,2016,2,2016-T2,0.0
Melilla,2016,3,2016-T3,0.0
Melilla,2016,4,2016-T4,470.0
Melilla,2017,1,2017-T1,0.0
Melilla,2017,2,2017-T2,109.5
Melilla,2017,3,2017-T3,901.0
Melilla,2017,4,2017-T4,0.0
Melilla,2018,1,2018-T1,0.0
Melilla,2018,2,2018-T2,37.5
Melilla,2018,3,2018-T3,22.38
Melilla,2018,4,2018-T4,0.0
Melilla,2019,1,2019-T1,0.0
Melilla,2019,2,2019-T2,19.58
Melilla,2019,3,2019-T3,120.0
Melilla,2019,4,2019-T4,298.88
Melilla,2020,1,2020-T1,80.0
Melilla,2020,2,2020-T2,0.0
Melilla,2020,3,2020-T3,0.0
Melilla,2020,4,2020-T4,0.0
Melilla,2021,1,2021-T1,48.3
Melilla,2021,2,2021-T2,169.5
Melilla,2021,3,2021-T3,2.1
Melilla,2021,4,2021-T4,273.43
Melilla,2022,1,2022-T1,70.0
Melilla,2022,2,2022-T2,0.0
Melilla,2022,3,2022-T3,0.0
Melilla,2022,4,2022-T4,0.0
Melilla,2023,1,2023-T1,30.0
Melilla,2023,2,2023-T2,0.0
Melilla,2023,3,2023-T3,0.0
Melilla,2023,4,2023-T4,263.93
Melilla,2024,1,2024-T1,20.0
Melilla,2024,2,2024-T2,107.5
Melilla,2024,3,2024-T3,0.0
Melilla,2024,4,2024-T4,57.0
Melilla,2025,1,2025-T1,46.0
Melilla,2025,2,2025-T2,0.0
Melilla,2025,3,2025-T3,0.0
Melilla,2025,4,2025-T4,0.0
Melilla,2026,1,2026-T1,37.05
Málaga,2004,1,2004-T1,276673.9
Málaga,2004,2,2004-T2,419931.3
Málaga,2004,3,2004-T3,88941.3
Málaga,2004,4,2004-T4,329201.9
Málaga,2005,1,2005-T1,218636.4
Málaga,2005,2,2005-T2,222769.6
Málaga,2005,3,2005-T3,234903.3
Málaga,2005,4,2005-T4,92743.1
Málaga,2006,1,2006-T1,137194.7
Málaga,2006,2,2006-T2,193057.8
Málaga,2006,3,2006-T3,175985.6
Málaga,2006,4,2006-T4,272768.4
Málaga,2007,1,2007-T1,380936.5
Málaga,2007,2,2007-T2,710164.9
Málaga,2007,3,2007-T3,333515.8532
Málaga,2007,4,2007-T4,198060.8
Málaga,2008,1,2008-T1,207768.0
Málaga,2008,2,2008-T2,172222.8
Málaga,2008,3,2008-T3,97167.03
Málaga,2008,4,2008-T4,278091.88
Málaga,2009,1,2009-T1,127821.45
Málaga,2009,2,2009-T2,134268.96
Málaga,2009,3,2009-T3,117066.87
Málaga,2009,4,2009-T4,41462.72
Málaga,2010,1,2010-T1,51432.08
Málaga,2010,2,2010-T2,83106.29
Málaga,2010,3,2010-T3,48271.78
Málaga,2010,4,2010-T4,26170.61
Málaga,2011,1,2011-T1,58235.77
Málaga,2011,2,2011-T2,99890.64
Málaga,2011,3,2011-T3,29438.58
Málaga,2011,4,2011-T4,85125.87
Málaga,2012,1,2012-T1,29035.59
Málaga,2012,2,2012-T2,49003.21
Málaga,2012,3,2012-T3,22197.57
Málaga,2012,4,2012-T4,85354.46
Málaga,2013,1,2013-T1,18793.11
Málaga,2013,2,2013-T2,34714.16
Málaga,2013,3,2013-T3,30844.79
Málaga,2013,4,2013-T4,55797.27
Málaga,2014,1,2014-T1,29199.83
Málaga,2014,2,2014-T2,53263.23
Málaga,2014,3,2014-T3,95811.82
Málaga,2014,4,2014-T4,80823.12
Málaga,2015,1,2015-T1,40805.49
Málaga,2015,2,2015-T2,59541.33
Málaga,2015,3,2015-T3,44170.95
Málaga,2015,4,2015-T4,64164.77
Málaga,2016,1,2016-T1,72261.3
Málaga,2016,2,2016-T2,88100.54
Málaga,2016,3,2016-T3,78815.65
Málaga,2016,4,2016-T4,120558.98
Málaga,2017,1,2017-T1,76147.05
Málaga,2017,2,2017-T2,119308.05
Málaga,2017,3,2017-T3,84627.58
Málaga,2017,4,2017-T4,99837.93
Málaga,2018,1,2018-T1,79685.72
Málaga,2018,2,2018-T2,115736.64
Málaga,2018,3,2018-T3,67421.91
Málaga,2018,4,2018-T4,88178.52
Málaga,2019,1,2019-T1,64210.24
Málaga,2019,2,2019-T2,69197.74
Málaga,2019,3,2019-T3,104366.66
Málaga,2019,4,2019-T4,103464.01
Málaga,2020,1,2020-T1,42240.1
Málaga,2020,2,2020-T2,28764.89
Málaga,2020,3,2020-T3,34952.51
Málaga,2020,4,2020-T4,70984.75
Málaga,2021,1,2021-T1,51755.48
Málaga,2021,2,2021-T2,136322.7
Málaga,2021,3,2021-T3,88683.34
Málaga,2021,4,2021-T4,107094.31
Málaga,2022,1,2022-T1,140691.48
Málaga,2022,2,2022-T2,110312.72
Málaga,2022,3,2022-T3,144411.32
Málaga,2022,4,2022-T4,119149.59
Málaga,2023,1,2023-T1,152329.99
Málaga,2023,2,2023-T2,66598.4
Málaga,2023,3,2023-T3,71189.06
Málaga,2023,4,2023-T4,48639.51
Málaga,2024,1,2024-T1,77263.75
Málaga,2024,2,2024-T2,59655.1
Málaga,2024,3,2024-T3,122530.54
Málaga,2024,4,2024-T4,99949.0
Málaga,2025,1,2025-T1,83771.92
Málaga,2025,2,2025-T2,104143.3
Málaga,2025,3,2025-T3,93768.63
Málaga,2025,4,2025-T4,159709.47
Málaga,2026,1,2026-T1,175279.98
Ourense,2004,1,2004-T1,2866.3
Ourense,2004,2,2004-T2,5259.3
Ourense,2004,3,2004-T3,10833.7
Ourense,2004,4,2004-T4,12600.6
Ourense,2005,1,2005-T1,6479.5
Ourense,2005,2,2005-T2,5244.5
Ourense,2005,3,2005-T3,4933.2
Ourense,2005,4,2005-T4,5812.9
Ourense,2006,1,2006-T1,9208.0
Ourense,2006,2,2006-T2,6047.3
Ourense,2006,3,2006-T3,3397.9
Ourense,2006,4,2006-T4,5413.1
Ourense,2007,1,2007-T1,4326.7
Ourense,2007,2,2007-T2,5371.8
Ourense,2007,3,2007-T3,5999.122240000001
Ourense,2007,4,2007-T4,6510.6
Ourense,2008,1,2008-T1,11202.6
Ourense,2008,2,2008-T2,4220.4
Ourense,2008,3,2008-T3,4039.11
Ourense,2008,4,2008-T4,4596.65
Ourense,2009,1,2009-T1,2349.79
Ourense,2009,2,2009-T2,10382.84
Ourense,2009,3,2009-T3,2943.79
Ourense,2009,4,2009-T4,2466.82
Ourense,2010,1,2010-T1,2026.22
Ourense,2010,2,2010-T2,922.47
Ourense,2010,3,2010-T3,10841.18
Ourense,2010,4,2010-T4,528.83
Ourense,2011,1,2011-T1,589.02
Ourense,2011,2,2011-T2,1476.74
Ourense,2011,3,2011-T3,858.37
Ourense,2011,4,2011-T4,581.04
Ourense,2012,1,2012-T1,510.1
Ourense,2012,2,2012-T2,170.55
Ourense,2012,3,2012-T3,244.75
Ourense,2012,4,2012-T4,331.61
Ourense,2013,1,2013-T1,48.42
Ourense,2013,2,2013-T2,952.79
Ourense,2013,3,2013-T3,246.61
Ourense,2013,4,2013-T4,346.69
Ourense,2014,1,2014-T1,203.9
Ourense,2014,2,2014-T2,386.48
Ourense,2014,3,2014-T3,813.65
Ourense,2014,4,2014-T4,471.16
Ourense,2015,1,2015-T1,229.8
Ourense,2015,2,2015-T2,235.56
Ourense,2015,3,2015-T3,3411.02
Ourense,2015,4,2015-T4,483.67
Ourense,2016,1,2016-T1,561.82
Ourense,2016,2,2016-T2,438.32
Ourense,2016,3,2016-T3,266.35
Ourense,2016,4,2016-T4,442.85
Ourense,2017,1,2017-T1,379.2
Ourense,2017,2,2017-T2,2236.14
Ourense,2017,3,2017-T3,393.82
Ourense,2017,4,2017-T4,502.84
Ourense,2018,1,2018-T1,390.7
Ourense,2018,2,2018-T2,436.13
Ourense,2018,3,2018-T3,1032.46
Ourense,2018,4,2018-T4,1398.34
Ourense,2019,1,2019-T1,260.81
Ourense,2019,2,2019-T2,183.37
Ourense,2019,3,2019-T3,320.83
Ourense,2019,4,2019-T4,334.04
Ourense,2020,1,2020-T1,1542.0
Ourense,2020,2,2020-T2,187.04
Ourense,2020,3,2020-T3,160.65
Ourense,2020,4,2020-T4,263.81
Ourense,2021,1,2021-T1,231.5
Ourense,2021,2,2021-T2,1374.06
Ourense,2021,3,2021-T3,497.75
Ourense,2021,4,2021-T4,524.45
Ourense,2022,1,2022-T1,552.7
Ourense,2022,2,2022-T2,137.57
Ourense,2022,3,2022-T3,330.28
Ourense,2022,4,2022-T4,420.2
Ourense,2023,1,2023-T1,330.56
Ourense,2023,2,2023-T2,140.5
Ourense,2023,3,2023-T3,140.45
Ourense,2023,4,2023-T4,651.32
Ourense,2024,1,2024-T1,210.3
Ourense,2024,2,2024-T2,20.87
Ourense,2024,3,2024-T3,266.12
Ourense,2024,4,2024-T4,664.5
Ourense,2025,1,2025-T1,614.74
Ourense,2025,2,2025-T2,493.96
Ourense,2025,3,2025-T3,503.7
Ourense,2025,4,2025-T4,597.3
Ourense,2026,1,2026-T1,496.02
Palencia,2004,1,2004-T1,9754.1
Palencia,2004,2,2004-T2,8044.2
Palencia,2004,3,2004-T3,11868.9
Palencia,2004,4,2004-T4,21815.6
Palencia,2005,1,2005-T1,18236.8
Palencia,2005,2,2005-T2,12313.8
Palencia,2005,3,2005-T3,8625.4
Palencia,2005,4,2005-T4,13538.8
Palencia,2006,1,2006-T1,5089.7
Palencia,2006,2,2006-T2,31880.5
Palencia,2006,3,2006-T3,7933.5
Palencia,2006,4,2006-T4,13820.2
Palencia,2007,1,2007-T1,5635.1
Palencia,2007,2,2007-T2,3801.5
Palencia,2007,3,2007-T3,2448.01655
Palencia,2007,4,2007-T4,7397.2
Palencia,2008,1,2008-T1,5994.4
Palencia,2008,2,2008-T2,5751.0
Palencia,2008,3,2008-T3,2122.66
Palencia,2008,4,2008-T4,28417.08
Palencia,2009,1,2009-T1,1853.73
Palencia,2009,2,2009-T2,28750.68
Palencia,2009,3,2009-T3,6303.43
Palencia,2009,4,2009-T4,6325.31
Palencia,2010,1,2010-T1,879.73
Palencia,2010,2,2010-T2,1787.59
Palencia,2010,3,2010-T3,856.27
Palencia,2010,4,2010-T4,4249.42
Palencia,2011,1,2011-T1,3440.95
Palencia,2011,2,2011-T2,1935.48
Palencia,2011,3,2011-T3,838.77
Palencia,2011,4,2011-T4,1625.17
Palencia,2012,1,2012-T1,558.19
Palencia,2012,2,2012-T2,4142.26
Palencia,2012,3,2012-T3,555.05
Palencia,2012,4,2012-T4,636.8
Palencia,2013,1,2013-T1,796.39
Palencia,2013,2,2013-T2,2629.91
Palencia,2013,3,2013-T3,261.88
Palencia,2013,4,2013-T4,8497.41
Palencia,2014,1,2014-T1,146.49
Palencia,2014,2,2014-T2,262.03
Palencia,2014,3,2014-T3,546.6
Palencia,2014,4,2014-T4,1028.34
Palencia,2015,1,2015-T1,1003.36
Palencia,2015,2,2015-T2,603.29
Palencia,2015,3,2015-T3,3484.82
Palencia,2015,4,2015-T4,1097.33
Palencia,2016,1,2016-T1,158.19
Palencia,2016,2,2016-T2,251.55
Palencia,2016,3,2016-T3,1939.79
Palencia,2016,4,2016-T4,67.7
Palencia,2017,1,2017-T1,674.52
Palencia,2017,2,2017-T2,477.55
Palencia,2017,3,2017-T3,742.6
Palencia,2017,4,2017-T4,634.14
Palencia,2018,1,2018-T1,525.13
Palencia,2018,2,2018-T2,1121.95
Palencia,2018,3,2018-T3,1721.86
Palencia,2018,4,2018-T4,1643.76
Palencia,2019,1,2019-T1,553.8
Palencia,2019,2,2019-T2,741.77
Palencia,2019,3,2019-T3,1258.28
Palencia,2019,4,2019-T4,553.31
Palencia,2020,1,2020-T1,1252.6
Palencia,2020,2,2020-T2,417.38
Palencia,2020,3,2020-T3,671.01
Palencia,2020,4,2020-T4,1560.72
Palencia,2021,1,2021-T1,3918.17
Palencia,2021,2,2021-T2,1885.62
Palencia,2021,3,2021-T3,1154.42
Palencia,2021,4,2021-T4,1442.57
Palencia,2022,1,2022-T1,907.06
Palencia,2022,2,2022-T2,2219.48
Palencia,2022,3,2022-T3,1323.4
Palencia,2022,4,2022-T4,2137.19
Palencia,2023,1,2023-T1,626.59
Palencia,2023,2,2023-T2,1646.16
Palencia,2023,3,2023-T3,758.97
Palencia,2023,4,2023-T4,874.2
Palencia,2024,1,2024-T1,1329.31
Palencia,2024,2,2024-T2,483.72
Palencia,2024,3,2024-T3,3748.85
Palencia,2024,4,2024-T4,3775.77
Palencia,2025,1,2025-T1,4372.3
