provincia,anio,trimestre,periodo,superficie_m2
Teruel,2009,4,2009-T4,65.57
Teruel,2010,1,2010-T1,11.38
Teruel,2010,2,2010-T2,41.58
Teruel,2010,3,2010-T3,6.38
Teruel,2010,4,2010-T4,5.81
Teruel,2011,1,2011-T1,14.36
Teruel,2011,2,2011-T2,7.14
Teruel,2011,3,2011-T3,4.18
Teruel,2011,4,2011-T4,7.74
Teruel,2012,1,2012-T1,6.48
Teruel,2012,2,2012-T2,4.7
Teruel,2012,3,2012-T3,13.88
Teruel,2012,4,2012-T4,13.27
Teruel,2013,1,2013-T1,4.2
Teruel,2013,2,2013-T2,17.07
Teruel,2013,3,2013-T3,9.13
Teruel,2013,4,2013-T4,10.78
Teruel,2014,1,2014-T1,30.32
Teruel,2014,2,2014-T2,3.46
Teruel,2014,3,2014-T3,32.7
Teruel,2014,4,2014-T4,9.98
Teruel,2015,1,2015-T1,1.96
Teruel,2015,2,2015-T2,5.65
Teruel,2015,3,2015-T3,7.08
Teruel,2015,4,2015-T4,19.37
Teruel,2016,1,2016-T1,5.39
Teruel,2016,2,2016-T2,64.73
Teruel,2016,3,2016-T3,1.09
Teruel,2016,4,2016-T4,2.79
Teruel,2017,1,2017-T1,6.56
Teruel,2017,2,2017-T2,6.58
Teruel,2017,3,2017-T3,4.54
Teruel,2017,4,2017-T4,12.74
Teruel,2018,1,2018-T1,9.15
Teruel,2018,2,2018-T2,9.08
Teruel,2018,3,2018-T3,8.44
Teruel,2018,4,2018-T4,13.58
Teruel,2019,1,2019-T1,4.09
Teruel,2019,2,2019-T2,50.15
Teruel,2019,3,2019-T3,7.08
Teruel,2019,4,2019-T4,1.58
Teruel,2020,1,2020-T1,1.02
Teruel,2020,2,2020-T2,5.35
Teruel,2020,3,2020-T3,8.84
Teruel,2020,4,2020-T4,13.73
Teruel,2021,1,2021-T1,25.31
Teruel,2021,2,2021-T2,11.9
Teruel,2021,3,2021-T3,6.37
Teruel,2021,4,2021-T4,40.29
Teruel,2022,1,2022-T1,26.29
Teruel,2022,2,2022-T2,45.78
Teruel,2022,3,2022-T3,28.0
Teruel,2022,4,2022-T4,13.85
Teruel,2023,1,2023-T1,83.45
Teruel,2023,2,2023-T2,79.6
Teruel,2023,3,2023-T3,6.87
Teruel,2023,4,2023-T4,5.36
Teruel,2024,1,2024-T1,3.59
Teruel,2024,2,2024-T2,32.32
Teruel,2024,3,2024-T3,5.84
Teruel,2024,4,2024-T4,3.25
Teruel,2025,1,2025-T1,7.48
Teruel,2025,2,2025-T2,169.88
Teruel,2025,3,2025-T3,13.54
Teruel,2025,4,2025-T4,13.61
Teruel,2026,1,2026-T1,22.5
Toledo,2004,1,2004-T1,742.3
Toledo,2004,2,2004-T2,3018.5
Toledo,2004,3,2004-T3,598.8
Toledo,2004,4,2004-T4,746.3
Toledo,2005,1,2005-T1,1002.6
Toledo,2005,2,2005-T2,662.1
Toledo,2005,3,2005-T3,506.6
Toledo,2005,4,2005-T4,423.5
Toledo,2006,1,2006-T1,690.8
Toledo,2006,2,2006-T2,875.3
Toledo,2006,3,2006-T3,574.4
Toledo,2006,4,2006-T4,526.9
Toledo,2007,1,2007-T1,1176.4
Toledo,2007,2,2007-T2,797.0
Toledo,2007,3,2007-T3,729.85951
Toledo,2007,4,2007-T4,496.7
Toledo,2008,1,2008-T1,903.0
Toledo,2008,2,2008-T2,409.4
Toledo,2008,3,2008-T3,373.52
Toledo,2008,4,2008-T4,620.12
Toledo,2009,1,2009-T1,157.21
Toledo,2009,2,2009-T2,752.54
Toledo,2009,3,2009-T3,153.6
Toledo,2009,4,2009-T4,366.05
Toledo,2010,1,2010-T1,188.57
Toledo,2010,2,2010-T2,324.97
Toledo,2010,3,2010-T3,151.7
Toledo,2010,4,2010-T4,165.75
Toledo,2011,1,2011-T1,195.25
Toledo,2011,2,2011-T2,180.82
Toledo,2011,3,2011-T3,161.01
Toledo,2011,4,2011-T4,329.41
Toledo,2012,1,2012-T1,175.76
Toledo,2012,2,2012-T2,109.29
Toledo,2012,3,2012-T3,145.7
Toledo,2012,4,2012-T4,70.79
Toledo,2013,1,2013-T1,130.25
Toledo,2013,2,2013-T2,87.18
Toledo,2013,3,2013-T3,167.09
Toledo,2013,4,2013-T4,148.63
Toledo,2014,1,2014-T1,110.59
Toledo,2014,2,2014-T2,156.86
Toledo,2014,3,2014-T3,109.35
Toledo,2014,4,2014-T4,118.03
Toledo,2015,1,2015-T1,125.16
Toledo,2015,2,2015-T2,160.68
Toledo,2015,3,2015-T3,141.75
Toledo,2015,4,2015-T4,108.85
Toledo,2016,1,2016-T1,93.89
Toledo,2016,2,2016-T2,131.11
Toledo,2016,3,2016-T3,181.89
Toledo,2016,4,2016-T4,215.25
Toledo,2017,1,2017-T1,187.35
Toledo,2017,2,2017-T2,272.36
Toledo,2017,3,2017-T3,128.68
Toledo,2017,4,2017-T4,212.15
Toledo,2018,1,2018-T1,234.3
Toledo,2018,2,2018-T2,281.3
Toledo,2018,3,2018-T3,301.52
Toledo,2018,4,2018-T4,317.69
Toledo,2019,1,2019-T1,335.37
Toledo,2019,2,2019-T2,356.47
Toledo,2019,3,2019-T3,127.87
Toledo,2019,4,2019-T4,343.06
Toledo,2020,1,2020-T1,218.95
Toledo,2020,2,2020-T2,148.65
Toledo,2020,3,2020-T3,1017.41
Toledo,2020,4,2020-T4,305.15
Toledo,2021,1,2021-T1,663.53
Toledo,2021,2,2021-T2,761.38
Toledo,2021,3,2021-T3,445.5
Toledo,2021,4,2021-T4,453.59
Toledo,2022,1,2022-T1,389.86
Toledo,2022,2,2022-T2,354.79
Toledo,2022,3,2022-T3,251.99
Toledo,2022,4,2022-T4,349.09
Toledo,2023,1,2023-T1,351.42
Toledo,2023,2,2023-T2,343.3
Toledo,2023,3,2023-T3,152.54
Toledo,2023,4,2023-T4,361.63
Toledo,2024,1,2024-T1,214.83
Toledo,2024,2,2024-T2,190.29
Toledo,2024,3,2024-T3,352.98
Toledo,2024,4,2024-T4,152.06
Toledo,2025,1,2025-T1,216.75
Toledo,2025,2,2025-T2,601.32
Toledo,2025,3,2025-T3,321.8
Toledo,2025,4,2025-T4,376.71
Toledo,2026,1,2026-T1,299.7
Valencia/València,2004,1,2004-T1,1622.6
Valencia/València,2004,2,2004-T2,1446.8
Valencia/València,2004,3,2004-T3,965.4
Valencia/València,2004,4,2004-T4,1570.8
Valencia/València,2005,1,2005-T1,1139.6
Valencia/València,2005,2,2005-T2,1713.5
Valencia/València,2005,3,2005-T3,1119.3
Valencia/València,2005,4,2005-T4,825.2
Valencia/València,2006,1,2006-T1,1005.7
Valencia/València,2006,2,2006-T2,1729.5
Valencia/València,2006,3,2006-T3,623.9
Valencia/València,2006,4,2006-T4,676.3
Valencia/València,2007,1,2007-T1,416.6
Valencia/València,2007,2,2007-T2,686.1
Valencia/València,2007,3,2007-T3,547.5602299999999
Valencia/València,2007,4,2007-T4,438.8
Valencia/València,2008,1,2008-T1,428.1
Valencia/València,2008,2,2008-T2,289.0
Valencia/València,2008,3,2008-T3,205.39
Valencia/València,2008,4,2008-T4,294.25
Valencia/València,2009,1,2009-T1,240.23
Valencia/València,2009,2,2009-T2,162.33
Valencia/València,2009,3,2009-T3,201.06
Valencia/València,2009,4,2009-T4,162.14
Valencia/València,2010,1,2010-T1,134.76
Valencia/València,2010,2,2010-T2,155.51
Valencia/València,2010,3,2010-T3,185.27
Valencia/València,2010,4,2010-T4,146.86
Valencia/València,2011,1,2011-T1,93.5
Valencia/València,2011,2,2011-T2,553.15
Valencia/València,2011,3,2011-T3,423.66
Valencia/València,2011,4,2011-T4,189.26
Valencia/València,2012,1,2012-T1,114.95
Valencia/València,2012,2,2012-T2,109.94
Valencia/València,2012,3,2012-T3,186.47
Valencia/València,2012,4,2012-T4,101.25
Valencia/València,2013,1,2013-T1,96.37
Valencia/València,2013,2,2013-T2,75.4
Valencia/València,2013,3,2013-T3,132.75
Valencia/València,2013,4,2013-T4,260.17
Valencia/València,2014,1,2014-T1,81.28
Valencia/València,2014,2,2014-T2,107.49
Valencia/València,2014,3,2014-T3,173.22
Valencia/València,2014,4,2014-T4,247.89
Valencia/València,2015,1,2015-T1,253.07
Valencia/València,2015,2,2015-T2,210.49
Valencia/València,2015,3,2015-T3,93.14
Valencia/València,2015,4,2015-T4,480.25
Valencia/València,2016,1,2016-T1,241.32
Valencia/València,2016,2,2016-T2,156.31
Valencia/València,2016,3,2016-T3,340.92
Valencia/València,2016,4,2016-T4,387.56
Valencia/València,2017,1,2017-T1,199.56
Valencia/València,2017,2,2017-T2,511.0
Valencia/València,2017,3,2017-T3,256.02
Valencia/València,2017,4,2017-T4,670.05
Valencia/València,2018,1,2018-T1,317.96
Valencia/València,2018,2,2018-T2,455.45
Valencia/València,2018,3,2018-T3,733.91
Valencia/València,2018,4,2018-T4,382.12
Valencia/València,2019,1,2019-T1,621.11
Valencia/València,2019,2,2019-T2,314.8
Valencia/València,2019,3,2019-T3,454.17
Valencia/València,2019,4,2019-T4,321.07
Valencia/València,2020,1,2020-T1,248.95
Valencia/València,2020,2,2020-T2,125.76
Valencia/València,2020,3,2020-T3,213.04
Valencia/València,2020,4,2020-T4,364.09
Valencia/València,2021,1,2021-T1,291.04
Valencia/València,2021,2,2021-T2,295.75
Valencia/València,2021,3,2021-T3,287.84
Valencia/València,2021,4,2021-T4,402.65
Valencia/València,2022,1,2022-T1,265.98
Valencia/València,2022,2,2022-T2,375.1
Valencia/València,2022,3,2022-T3,308.76
Valencia/València,2022,4,2022-T4,316.67
Valencia/València,2023,1,2023-T1,287.71
Valencia/València,2023,2,2023-T2,248.16
Valencia/València,2023,3,2023-T3,172.97
Valencia/València,2023,4,2023-T4,270.76
Valencia/València,2024,1,2024-T1,251.73
Valencia/València,2024,2,2024-T2,224.28
Valencia/València,2024,3,2024-T3,249.62
Valencia/València,2024,4,2024-T4,251.71
Valencia/València,2025,1,2025-T1,379.51
Valencia/València,2025,2,2025-T2,651.5
Valencia/València,2025,3,2025-T3,575.15
Valencia/València,2025,4,2025-T4,402.91
Valencia/València,2026,1,2026-T1,761.85
Valladolid,2004,1,2004-T1,114.0
Valladolid,2004,2,2004-T2,206.1
Valladolid,2004,3,2004-T3,209.8
Valladolid,2004,4,2004-T4,156.1
Valladolid,2005,1,2005-T1,110.2
Valladolid,2005,2,2005-T2,129.7
Valladolid,2005,3,2005-T3,155.0
Valladolid,2005,4,2005-T4,162.2
Valladolid,2006,1,2006-T1,102.1
Valladolid,2006,2,2006-T2,407.7
Valladolid,2006,3,2006-T3,97.4
Valladolid,2006,4,2006-T4,282.4
Valladolid,2007,1,2007-T1,180.3
Valladolid,2007,2,2007-T2,175.2
Valladolid,2007,3,2007-T3,138.09623000000002
Valladolid,2007,4,2007-T4,179.7
Valladolid,2008,1,2008-T1,82.6
Valladolid,2008,2,2008-T2,57.7
Valladolid,2008,3,2008-T3,157.34
Valladolid,2008,4,2008-T4,50.38
Valladolid,2009,1,2009-T1,46.22
Valladolid,2009,2,2009-T2,28.33
Valladolid,2009,3,2009-T3,67.54
Valladolid,2009,4,2009-T4,45.69
Valladolid,2010,1,2010-T1,318.24
Valladolid,2010,2,2010-T2,126.78
Valladolid,2010,3,2010-T3,39.97
Valladolid,2010,4,2010-T4,27.5
Valladolid,2011,1,2011-T1,25.95
Valladolid,2011,2,2011-T2,116.34
Valladolid,2011,3,2011-T3,21.34
Valladolid,2011,4,2011-T4,55.99
Valladolid,2012,1,2012-T1,28.05
Valladolid,2012,2,2012-T2,28.89
Valladolid,2012,3,2012-T3,19.5
Valladolid,2012,4,2012-T4,73.1
Valladolid,2013,1,2013-T1,29.05
Valladolid,2013,2,2013-T2,87.87
Valladolid,2013,3,2013-T3,25.13
Valladolid,2013,4,2013-T4,51.24
Valladolid,2014,1,2014-T1,43.09
Valladolid,2014,2,2014-T2,79.92
Valladolid,2014,3,2014-T3,78.31
Valladolid,2014,4,2014-T4,40.55
Valladolid,2015,1,2015-T1,22.84
Valladolid,2015,2,2015-T2,37.02
Valladolid,2015,3,2015-T3,108.15
Valladolid,2015,4,2015-T4,32.82
Valladolid,2016,1,2016-T1,47.97
Valladolid,2016,2,2016-T2,34.97
Valladolid,2016,3,2016-T3,21.26
Valladolid,2016,4,2016-T4,78.58
Valladolid,2017,1,2017-T1,21.85
Valladolid,2017,2,2017-T2,99.79
Valladolid,2017,3,2017-T3,64.3
Valladolid,2017,4,2017-T4,145.14
Valladolid,2018,1,2018-T1,39.47
Valladolid,2018,2,2018-T2,48.93
Valladolid,2018,3,2018-T3,82.59
Valladolid,2018,4,2018-T4,48.95
Valladolid,2019,1,2019-T1,23.86
Valladolid,2019,2,2019-T2,55.36
Valladolid,2019,3,2019-T3,52.97
Valladolid,2019,4,2019-T4,126.74
Valladolid,2020,1,2020-T1,68.25
Valladolid,2020,2,2020-T2,17.23
Valladolid,2020,3,2020-T3,107.66
Valladolid,2020,4,2020-T4,112.81
Valladolid,2021,1,2021-T1,97.37
Valladolid,2021,2,2021-T2,90.18
Valladolid,2021,3,2021-T3,149.11
Valladolid,2021,4,2021-T4,144.57
Valladolid,2022,1,2022-T1,94.89
Valladolid,2022,2,2022-T2,81.01
Valladolid,2022,3,2022-T3,49.75
Valladolid,2022,4,2022-T4,67.14
Valladolid,2023,1,2023-T1,32.55
Valladolid,2023,2,2023-T2,71.44
Valladolid,2023,3,2023-T3,29.04
Valladolid,2023,4,2023-T4,77.03
Valladolid,2024,1,2024-T1,68.17
Valladolid,2024,2,2024-T2,46.3
Valladolid,2024,3,2024-T3,60.07
Valladolid,2024,4,2024-T4,103.46
Valladolid,2025,1,2025-T1,334.07
Valladolid,2025,2,2025-T2,96.74
Valladolid,2025,3,2025-T3,46.4
Valladolid,2025,4,2025-T4,129.59
Valladolid,2026,1,2026-T1,150.85
Vizcaya,2004,1,2004-T1,330.6
Vizcaya,2004,2,2004-T2,382.8
Vizcaya,2004,3,2004-T3,245.6
Vizcaya,2004,4,2004-T4,440.8
Vizcaya,2005,1,2005-T1,552.8
Vizcaya,2005,2,2005-T2,465.7
Vizcaya,2005,3,2005-T3,471.6
Vizcaya,2005,4,2005-T4,164.6
Vizcaya,2006,1,2006-T1,146.1
Vizcaya,2006,2,2006-T2,306.3
Vizcaya,2006,3,2006-T3,370.8
Vizcaya,2006,4,2006-T4,739.4
Vizcaya,2007,1,2007-T1,409.3
Vizcaya,2007,2,2007-T2,258.4
Vizcaya,2007,3,2007-T3,227.86276999999998
Vizcaya,2007,4,2007-T4,238.8
Vizcaya,2008,1,2008-T1,215.6
Vizcaya,2008,2,2008-T2,200.1
Vizcaya,2008,3,2008-T3,96.57
Vizcaya,2008,4,2008-T4,206.94
Vizcaya,2009,1,2009-T1,216.71
Vizcaya,2009,2,2009-T2,111.63
Vizcaya,2009,3,2009-T3,144.51
Vizcaya,2009,4,2009-T4,92.46
Vizcaya,2010,1,2010-T1,72.96
Vizcaya,2010,2,2010-T2,129.38
Vizcaya,2010,3,2010-T3,159.71
Vizcaya,2010,4,2010-T4,48.76
Vizcaya,2011,1,2011-T1,117.42
Vizcaya,2011,2,2011-T2,144.86
Vizcaya,2011,3,2011-T3,18.67
Vizcaya,2011,4,2011-T4,31.89
Vizcaya,2012,1,2012-T1,55.2
Vizcaya,2012,2,2012-T2,153.14
Vizcaya,2012,3,2012-T3,27.0
Vizcaya,2012,4,2012-T4,164.43
Vizcaya,2013,1,2013-T1,23.05
Vizcaya,2013,2,2013-T2,202.88
Vizcaya,2013,3,2013-T3,46.03
Vizcaya,2013,4,2013-T4,207.76
Vizcaya,2014,1,2014-T1,10.87
Vizcaya,2014,2,2014-T2,161.03
Vizcaya,2014,3,2014-T3,107.29
Vizcaya,2014,4,2014-T4,136.3
Vizcaya,2015,1,2015-T1,67.2
Vizcaya,2015,2,2015-T2,259.99
Vizcaya,2015,3,2015-T3,43.53
Vizcaya,2015,4,2015-T4,100.93
Vizcaya,2016,1,2016-T1,49.44
Vizcaya,2016,2,2016-T2,40.95
Vizcaya,2016,3,2016-T3,46.12
Vizcaya,2016,4,2016-T4,86.79
Vizcaya,2017,1,2017-T1,140.77
Vizcaya,2017,2,2017-T2,104.68
Vizcaya,2017,3,2017-T3,65.4
Vizcaya,2017,4,2017-T4,100.01
Vizcaya,2018,1,2018-T1,75.65
Vizcaya,2018,2,2018-T2,73.12
Vizcaya,2018,3,2018-T3,60.98
Vizcaya,2018,4,2018-T4,94.33
Vizcaya,2019,1,2019-T1,74.99
Vizcaya,2019,2,2019-T2,18.49
Vizcaya,2019,3,2019-T3,17.81
Vizcaya,2019,4,2019-T4,151.77
Vizcaya,2020,1,2020-T1,17.17
Vizcaya,2020,2,2020-T2,26.22
Vizcaya,2020,3,2020-T3,19.79
Vizcaya,2020,4,2020-T4,114.94
Vizcaya,2021,1,2021-T1,48.34
Vizcaya,2021,2,2021-T2,102.67
Vizcaya,2021,3,2021-T3,47.34
Vizcaya,2021,4,2021-T4,118.21
Vizcaya,2022,1,2022-T1,136.61
Vizcaya,2022,2,2022-T2,106.3
Vizcaya,2022,3,2022-T3,33.02
Vizcaya,2022,4,2022-T4,51.99
Vizcaya,2023,1,2023-T1,70.74
Vizcaya,2023,2,2023-T2,80.79
Vizcaya,2023,3,2023-T3,67.38
Vizcaya,2023,4,2023-T4,89.94
Vizcaya,2024,1,2024-T1,61.96
Vizcaya,2024,2,2024-T2,87.0
Vizcaya,2024,3,2024-T3,28.95
Vizcaya,2024,4,2024-T4,27.94
Vizcaya,2025,1,2025-T1,62.7
Vizcaya,2025,2,2025-T2,61.7
Vizcaya,2025,3,2025-T3,62.99
Vizcaya,2025,4,2025-T4,46.54
Vizcaya,2026,1,2026-T1,15.98
Zamora,2004,1,2004-T1,93.4
Zamora,2004,2,2004-T2,73.0
Zamora,2004,3,2004-T3,59.0
Zamora,2004,4,2004-T4,109.3
Zamora,2005,1,2005-T1,62.2
Zamora,2005,2,2005-T2,88.2
Zamora,2005,3,2005-T3,54.9
Zamora,2005,4,2005-T4,67.6
Zamora,2006,1,2006-T1,99.4
Zamora,2006,2,2006-T2,55.7
Zamora,2006,3,2006-T3,92.9
Zamora,2006,4,2006-T4,50.0
Zamora,2007,1,2007-T1,100.9
Zamora,2007,2,2007-T2,63.5
Zamora,2007,3,2007-T3,22.951349999999998
Zamora,2007,4,2007-T4,46.8
Zamora,2008,1,2008-T1,70.2
Zamora,2008,2,2008-T2,33.2
Zamora,2008,3,2008-T3,19.95
Zamora,2008,4,2008-T4,25.5
Zamora,2009,1,2009-T1,14.66
Zamora,2009,2,2009-T2,23.81
Zamora,2009,3,2009-T3,61.23
Zamora,2009,4,2009-T4,17.37
Zamora,2010,1,2010-T1,20.92
Zamora,2010,2,2010-T2,25.46
Zamora,2010,3,2010-T3,32.95
Zamora,2010,4,2010-T4,31.26
Zamora,2011,1,2011-T1,13.67
Zamora,2011,2,2011-T2,19.11
Zamora,2011,3,2011-T3,153.05
Zamora,2011,4,2011-T4,19.68
Zamora,2012,1,2012-T1,9.47
Zamora,2012,2,2012-T2,123.3
Zamora,2012,3,2012-T3,46.03
Zamora,2012,4,2012-T4,10.11
Zamora,2013,1,2013-T1,8.31
Zamora,2013,2,2013-T2,25.17
Zamora,2013,3,2013-T3,15.79
Zamora,2013,4,2013-T4,20.44
Zamora,2014,1,2014-T1,4.54
Zamora,2014,2,2014-T2,17.25
Zamora,2014,3,2014-T3,30.77
Zamora,2014,4,2014-T4,19.67
Zamora,2015,1,2015-T1,14.23
Zamora,2015,2,2015-T2,63.56
Zamora,2015,3,2015-T3,30.11
Zamora,2015,4,2015-T4,12.3
Zamora,2016,1,2016-T1,5.16
Zamora,2016,2,2016-T2,15.64
Zamora,2016,3,2016-T3,16.31
Zamora,2016,4,2016-T4,28.64
Zamora,2017,1,2017-T1,11.39
Zamora,2017,2,2017-T2,11.34
Zamora,2017,3,2017-T3,18.54
Zamora,2017,4,2017-T4,45.66
Zamora,2018,1,2018-T1,19.76
Zamora,2018,2,2018-T2,15.14
Zamora,2018,3,2018-T3,29.22
Zamora,2018,4,2018-T4,16.09
Zamora,2019,1,2019-T1,4.84
Zamora,2019,2,2019-T2,28.43
Zamora,2019,3,2019-T3,11.95
Zamora,2019,4,2019-T4,14.26
Zamora,2020,1,2020-T1,7.28
Zamora,2020,2,2020-T2,6.23
Zamora,2020,3,2020-T3,196.83
Zamora,2020,4,2020-T4,20.63
Zamora,2021,1,2021-T1,110.59
Zamora,2021,2,2021-T2,35.72
Zamora,2021,3,2021-T3,31.79
Zamora,2021,4,2021-T4,34.44
Zamora,2022,1,2022-T1,17.05
Zamora,2022,2,2022-T2,21.72
Zamora,2022,3,2022-T3,11.28
Zamora,2022,4,2022-T4,4.45
Zamora,2023,1,2023-T1,7.82
Zamora,2023,2,2023-T2,13.07
Zamora,2023,3,2023-T3,10.83
Zamora,2023,4,2023-T4,33.82
Zamora,2024,1,2024-T1,11.23
Zamora,2024,2,2024-T2,7.92
Zamora,2024,3,2024-T3,11.76
Zamora,2024,4,2024-T4,24.2
Zamora,2025,1,2025-T1,32.07
Zamora,2025,2,2025-T2,22.42
Zamora,2025,3,2025-T3,19.47
Zamora,2025,4,2025-T4,30.56
Zamora,2026,1,2026-T1,10.66
Zaragoza,2004,1,2004-T1,288.7
Zaragoza,2004,2,2004-T2,584.0
Zaragoza,2004,3,2004-T3,655.9
Zaragoza,2004,4,2004-T4,1344.5
Zaragoza,2005,1,2005-T1,1002.6
Zaragoza,2005,2,2005-T2,1286.6
Zaragoza,2005,3,2005-T3,938.0
Zaragoza,2005,4,2005-T4,1303.3
Zaragoza,2006,1,2006-T1,563.4
Zaragoza,2006,2,2006-T2,458.8
Zaragoza,2006,3,2006-T3,584.9
Zaragoza,2006,4,2006-T4,573.8
Zaragoza,2007,1,2007-T1,526.1
Zaragoza,2007,2,2007-T2,498.9
Zaragoza,2007,3,2007-T3,508.13554999999997
Zaragoza,2007,4,2007-T4,334.3
Zaragoza,2008,1,2008-T1,209.2
Zaragoza,2008,2,2008-T2,560.0
Zaragoza,2008,3,2008-T3,714.09
Zaragoza,2008,4,2008-T4,519.08
Zaragoza,2009,1,2009-T1,484.11
Zaragoza,2009,2,2009-T2,115.33
Zaragoza,2009,3,2009-T3,116.17
Zaragoza,2009,4,2009-T4,96.33
Zaragoza,2010,1,2010-T1,62.56
Zaragoza,2010,2,2010-T2,443.13
Zaragoza,2010,3,2010-T3,150.14
Zaragoza,2010,4,2010-T4,318.36
Zaragoza,2011,1,2011-T1,53.73
Zaragoza,2011,2,2011-T2,122.81
Zaragoza,2011,3,2011-T3,63.85
Zaragoza,2011,4,2011-T4,66.47
Zaragoza,2012,1,2012-T1,24.82
Zaragoza,2012,2,2012-T2,206.2
Zaragoza,2012,3,2012-T3,64.88
Zaragoza,2012,4,2012-T4,288.78
Zaragoza,2013,1,2013-T1,43.69
Zaragoza,2013,2,2013-T2,134.78
Zaragoza,2013,3,2013-T3,57.26
Zaragoza,2013,4,2013-T4,39.06
Zaragoza,2014,1,2014-T1,28.1
Zaragoza,2014,2,2014-T2,134.28
Zaragoza,2014,3,2014-T3,59.17
Zaragoza,2014,4,2014-T4,25.44
Zaragoza,2015,1,2015-T1,58.54
Zaragoza,2015,2,2015-T2,101.92
Zaragoza,2015,3,2015-T3,75.79
Zaragoza,2015,4,2015-T4,171.22
Zaragoza,2016,1,2016-T1,313.66
Zaragoza,2016,2,2016-T2,203.61
Zaragoza,2016,3,2016-T3,195.71
Zaragoza,2016,4,2016-T4,144.03
Zaragoza,2017,1,2017-T1,249.32
Zaragoza,2017,2,2017-T2,145.88
Zaragoza,2017,3,2017-T3,85.96
Zaragoza,2017,4,2017-T4,132.64
Zaragoza,2018,1,2018-T1,88.75
Zaragoza,2018,2,2018-T2,91.21
Zaragoza,2018,3,2018-T3,106.16
Zaragoza,2018,4,2018-T4,171.49
Zaragoza,2019,1,2019-T1,232.33
Zaragoza,2019,2,2019-T2,60.05
Zaragoza,2019,3,2019-T3,88.74
Zaragoza,2019,4,2019-T4,118.71
Zaragoza,2020,1,2020-T1,107.23
Zaragoza,2020,2,2020-T2,33.11
Zaragoza,2020,3,2020-T3,28.48
Zaragoza,2020,4,2020-T4,169.42
Zaragoza,2021,1,2021-T1,273.28
Zaragoza,2021,2,2021-T2,244.3
Zaragoza,2021,3,2021-T3,472.1
Zaragoza,2021,4,2021-T4,391.96
Zaragoza,2022,1,2022-T1,78.49
Zaragoza,2022,2,2022-T2,182.67
Zaragoza,2022,3,2022-T3,103.56
Zaragoza,2022,4,2022-T4,111.35
Zaragoza,2023,1,2023-T1,366.03
Zaragoza,2023,2,2023-T2,193.24
Zaragoza,2023,3,2023-T3,139.53
Zaragoza,2023,4,2023-T4,73.29
Zaragoza,2024,1,2024-T1,182.96
Zaragoza,2024,2,2024-T2,178.16
Zaragoza,2024,3,2024-T3,274.56
Zaragoza,2024,4,2024-T4,188.14
Zaragoza,2025,1,2025-T1,105.68
Zaragoza,2025,2,2025-T2,140.28
Zaragoza,2025,3,2025-T3,317.9
Zaragoza,2025,4,2025-T4,436.61
Zaragoza,2026,1,2026-T1,347.15
Álava,2004,1,2004-T1,189.3
Álava,2004,2,2004-T2,206.3
Álava,2004,3,2004-T3,236.4
Álava,2004,4,2004-T4,241.1
Álava,2005,1,2005-T1,194.4
Álava,2005,2,2005-T2,176.6
Álava,2005,3,2005-T3,111.8
Álava,2005,4,2005-T4,135.1
Álava,2006,1,2006-T1,223.2
Álava,2006,2,2006-T2,155.8
Álava,2006,3,2006-T3,172.5
Álava,2006,4,2006-T4,164.8
Álava,2007,1,2007-T1,159.2
Álava,2007,2,2007-T2,122.0
Álava,2007,3,2007-T3,165.65314999999998
Álava,2007,4,2007-T4,75.8
Álava,2008,1,2008-T1,78.8
Álava,2008,2,2008-T2,81.6
Álava,2008,3,2008-T3,70.89
Álava,2008,4,2008-T4,59.15
Álava,2009,1,2009-T1,20.37
Álava,2009,2,2009-T2,97.6
Álava,2009,3,2009-T3,31.37
Álava,2009,4,2009-T4,36.7
Álava,2010,1,2010-T1,26.47
Álava,2010,2,2010-T2,23.3
Álava,2010,3,2010-T3,18.43
Álava,2010,4,2010-T4,89.55
Álava,2011,1,2011-T1,13.94
Álava,2011,2,2011-T2,46.25
Álava,2011,3,2011-T3,11.83
Álava,2011,4,2011-T4,56.73
Álava,2012,1,2012-T1,46.68
Álava,2012,2,2012-T2,152.75
Álava,2012,3,2012-T3,32.39
Álava,2012,4,2012-T4,3.54
Álava,2013,1,2013-T1,9.05
Álava,2013,2,2013-T2,5.5
Álava,2013,3,2013-T3,51.87
Álava,2013,4,2013-T4,16.3
Álava,2014,1,2014-T1,6.8
Álava,2014,2,2014-T2,11.69
Álava,2014,3,2014-T3,5.11
Álava,2014,4,2014-T4,6.65
Álava,2015,1,2015-T1,29.72
Álava,2015,2,2015-T2,9.46
Álava,2015,3,2015-T3,70.7
Álava,2015,4,2015-T4,24.56
Álava,2016,1,2016-T1,58.4
Álava,2016,2,2016-T2,18.11
Álava,2016,3,2016-T3,21.42
Álava,2016,4,2016-T4,9.94
Álava,2017,1,2017-T1,16.85
Álava,2017,2,2017-T2,33.24
Álava,2017,3,2017-T3,20.1
Álava,2017,4,2017-T4,21.14
Álava,2018,1,2018-T1,37.49
Álava,2018,2,2018-T2,25.62
Álava,2018,3,2018-T3,14.6
Álava,2018,4,2018-T4,30.24
Álava,2019,1,2019-T1,56.86
Álava,2019,2,2019-T2,29.56
Álava,2019,3,2019-T3,158.95
Álava,2019,4,2019-T4,29.12
Álava,2020,1,2020-T1,138.49
Álava,2020,2,2020-T2,29.98
Álava,2020,3,2020-T3,28.77
Álava,2020,4,2020-T4,118.79
Álava,2021,1,2021-T1,51.29
