provincia,anio,trimestre,periodo,superficie_m2
Córdoba,2018,1,2018-T1,484.0
Córdoba,2018,2,2018-T2,122.17
Córdoba,2018,3,2018-T3,60.06
Córdoba,2018,4,2018-T4,80.58
Córdoba,2019,1,2019-T1,99.79
Córdoba,2019,2,2019-T2,26.9
Córdoba,2019,3,2019-T3,45.16
Córdoba,2019,4,2019-T4,108.28
Córdoba,2020,1,2020-T1,55.04
Córdoba,2020,2,2020-T2,36.97
Córdoba,2020,3,2020-T3,47.96
Córdoba,2020,4,2020-T4,120.36
Córdoba,2021,1,2021-T1,53.53
Córdoba,2021,2,2021-T2,213.49
Córdoba,2021,3,2021-T3,74.81
Córdoba,2021,4,2021-T4,126.97
Córdoba,2022,1,2022-T1,72.31
Córdoba,2022,2,2022-T2,126.87
Córdoba,2022,3,2022-T3,75.6
Córdoba,2022,4,2022-T4,85.25
Córdoba,2023,1,2023-T1,49.97
Córdoba,2023,2,2023-T2,88.67
Córdoba,2023,3,2023-T3,49.44
Córdoba,2023,4,2023-T4,221.24
Córdoba,2024,1,2024-T1,54.83
Córdoba,2024,2,2024-T2,43.97
Córdoba,2024,3,2024-T3,64.71
Córdoba,2024,4,2024-T4,33.29
Córdoba,2025,1,2025-T1,65.73
Córdoba,2025,2,2025-T2,48.54
Córdoba,2025,3,2025-T3,62.88
Córdoba,2025,4,2025-T4,96.93
Córdoba,2026,1,2026-T1,71.54
Girona,2004,1,2004-T1,2142.7
Girona,2004,2,2004-T2,1746.3
Girona,2004,3,2004-T3,1234.0
Girona,2004,4,2004-T4,2093.0
Girona,2005,1,2005-T1,1684.1
Girona,2005,2,2005-T2,1686.0
Girona,2005,3,2005-T3,1799.7
Girona,2005,4,2005-T4,1506.9
Girona,2006,1,2006-T1,1186.8
Girona,2006,2,2006-T2,1070.2
Girona,2006,3,2006-T3,891.7
Girona,2006,4,2006-T4,1392.9
Girona,2007,1,2007-T1,2027.3
Girona,2007,2,2007-T2,1968.3
Girona,2007,3,2007-T3,911.32406
Girona,2007,4,2007-T4,713.4
Girona,2008,1,2008-T1,1067.2
Girona,2008,2,2008-T2,497.6
Girona,2008,3,2008-T3,503.09
Girona,2008,4,2008-T4,391.85
Girona,2009,1,2009-T1,278.63
Girona,2009,2,2009-T2,282.52
Girona,2009,3,2009-T3,321.39
Girona,2009,4,2009-T4,266.23
Girona,2010,1,2010-T1,207.75
Girona,2010,2,2010-T2,262.02
Girona,2010,3,2010-T3,165.58
Girona,2010,4,2010-T4,176.9
Girona,2011,1,2011-T1,154.48
Girona,2011,2,2011-T2,273.07
Girona,2011,3,2011-T3,129.93
Girona,2011,4,2011-T4,363.69
Girona,2012,1,2012-T1,579.95
Girona,2012,2,2012-T2,185.97
Girona,2012,3,2012-T3,162.11
Girona,2012,4,2012-T4,234.15
Girona,2013,1,2013-T1,386.03
Girona,2013,2,2013-T2,281.01
Girona,2013,3,2013-T3,198.14
Girona,2013,4,2013-T4,275.96
Girona,2014,1,2014-T1,312.87
Girona,2014,2,2014-T2,381.99
Girona,2014,3,2014-T3,193.33
Girona,2014,4,2014-T4,288.28
Girona,2015,1,2015-T1,192.31
Girona,2015,2,2015-T2,179.22
Girona,2015,3,2015-T3,528.05
Girona,2015,4,2015-T4,321.31
Girona,2016,1,2016-T1,200.83
Girona,2016,2,2016-T2,258.74
Girona,2016,3,2016-T3,228.26
Girona,2016,4,2016-T4,464.43
Girona,2017,1,2017-T1,339.43
Girona,2017,2,2017-T2,290.21
Girona,2017,3,2017-T3,267.64
Girona,2017,4,2017-T4,248.51
Girona,2018,1,2018-T1,277.48
Girona,2018,2,2018-T2,387.17
Girona,2018,3,2018-T3,316.73
Girona,2018,4,2018-T4,213.89
Girona,2019,1,2019-T1,170.97
Girona,2019,2,2019-T2,197.26
Girona,2019,3,2019-T3,186.23
Girona,2019,4,2019-T4,303.99
Girona,2020,1,2020-T1,230.61
Girona,2020,2,2020-T2,101.7
Girona,2020,3,2020-T3,166.42
Girona,2020,4,2020-T4,294.05
Girona,2021,1,2021-T1,426.73
Girona,2021,2,2021-T2,339.62
Girona,2021,3,2021-T3,382.65
Girona,2021,4,2021-T4,303.53
Girona,2022,1,2022-T1,437.28
Girona,2022,2,2022-T2,285.5
Girona,2022,3,2022-T3,405.92
Girona,2022,4,2022-T4,389.09
Girona,2023,1,2023-T1,336.82
Girona,2023,2,2023-T2,333.97
Girona,2023,3,2023-T3,209.33
Girona,2023,4,2023-T4,220.28
Girona,2024,1,2024-T1,295.85
Girona,2024,2,2024-T2,237.56
Girona,2024,3,2024-T3,277.91
Girona,2024,4,2024-T4,350.55
Girona,2025,1,2025-T1,370.53
Girona,2025,2,2025-T2,311.68
Girona,2025,3,2025-T3,380.08
Girona,2025,4,2025-T4,498.32
Girona,2026,1,2026-T1,297.59
Granada,2004,1,2004-T1,225.5
Granada,2004,2,2004-T2,386.0
Granada,2004,3,2004-T3,249.3
Granada,2004,4,2004-T4,234.4
Granada,2005,1,2005-T1,211.9
Granada,2005,2,2005-T2,289.1
Granada,2005,3,2005-T3,289.0
Granada,2005,4,2005-T4,231.1
Granada,2006,1,2006-T1,136.0
Granada,2006,2,2006-T2,209.6
Granada,2006,3,2006-T3,127.1
Granada,2006,4,2006-T4,257.7
Granada,2007,1,2007-T1,214.1
Granada,2007,2,2007-T2,192.7
Granada,2007,3,2007-T3,335.09689000000003
Granada,2007,4,2007-T4,167.7
Granada,2008,1,2008-T1,254.7
Granada,2008,2,2008-T2,174.6
Granada,2008,3,2008-T3,133.44
Granada,2008,4,2008-T4,240.84
Granada,2009,1,2009-T1,136.75
Granada,2009,2,2009-T2,132.9
Granada,2009,3,2009-T3,178.72
Granada,2009,4,2009-T4,125.25
Granada,2010,1,2010-T1,45.46
Granada,2010,2,2010-T2,129.01
Granada,2010,3,2010-T3,49.75
Granada,2010,4,2010-T4,62.94
Granada,2011,1,2011-T1,140.21
Granada,2011,2,2011-T2,61.68
Granada,2011,3,2011-T3,155.21
Granada,2011,4,2011-T4,43.66
Granada,2012,1,2012-T1,66.57
Granada,2012,2,2012-T2,55.27
Granada,2012,3,2012-T3,54.71
Granada,2012,4,2012-T4,35.59
Granada,2013,1,2013-T1,69.39
Granada,2013,2,2013-T2,65.08
Granada,2013,3,2013-T3,114.21
Granada,2013,4,2013-T4,164.18
Granada,2014,1,2014-T1,30.72
Granada,2014,2,2014-T2,47.51
Granada,2014,3,2014-T3,55.93
Granada,2014,4,2014-T4,130.63
Granada,2015,1,2015-T1,126.78
Granada,2015,2,2015-T2,43.05
Granada,2015,3,2015-T3,68.66
Granada,2015,4,2015-T4,237.32
Granada,2016,1,2016-T1,76.83
Granada,2016,2,2016-T2,172.15
Granada,2016,3,2016-T3,46.74
Granada,2016,4,2016-T4,45.35
Granada,2017,1,2017-T1,82.4
Granada,2017,2,2017-T2,186.83
Granada,2017,3,2017-T3,343.02
Granada,2017,4,2017-T4,130.06
Granada,2018,1,2018-T1,159.95
Granada,2018,2,2018-T2,153.71
Granada,2018,3,2018-T3,154.45
Granada,2018,4,2018-T4,95.02
Granada,2019,1,2019-T1,88.34
Granada,2019,2,2019-T2,76.99
Granada,2019,3,2019-T3,281.42
Granada,2019,4,2019-T4,105.67
Granada,2020,1,2020-T1,48.34
Granada,2020,2,2020-T2,72.4
Granada,2020,3,2020-T3,124.55
Granada,2020,4,2020-T4,179.72
Granada,2021,1,2021-T1,529.77
Granada,2021,2,2021-T2,133.59
Granada,2021,3,2021-T3,161.12
Granada,2021,4,2021-T4,242.55
Granada,2022,1,2022-T1,193.08
Granada,2022,2,2022-T2,183.53
Granada,2022,3,2022-T3,147.57
Granada,2022,4,2022-T4,143.63
Granada,2023,1,2023-T1,121.84
Granada,2023,2,2023-T2,199.71
Granada,2023,3,2023-T3,97.83
Granada,2023,4,2023-T4,316.59
Granada,2024,1,2024-T1,117.03
Granada,2024,2,2024-T2,100.56
Granada,2024,3,2024-T3,139.13
Granada,2024,4,2024-T4,81.03
Granada,2025,1,2025-T1,365.26
Granada,2025,2,2025-T2,276.04
Granada,2025,3,2025-T3,180.74
Granada,2025,4,2025-T4,168.02
Granada,2026,1,2026-T1,116.38
Guadalajara,2004,1,2004-T1,489.4
Guadalajara,2004,2,2004-T2,414.1
Guadalajara,2004,3,2004-T3,539.4
Guadalajara,2004,4,2004-T4,538.0
Guadalajara,2005,1,2005-T1,436.1
Guadalajara,2005,2,2005-T2,1423.6
Guadalajara,2005,3,2005-T3,411.5
Guadalajara,2005,4,2005-T4,214.6
Guadalajara,2006,1,2006-T1,367.0
Guadalajara,2006,2,2006-T2,595.6
Guadalajara,2006,3,2006-T3,589.1
Guadalajara,2006,4,2006-T4,671.4
Guadalajara,2007,1,2007-T1,261.5
Guadalajara,2007,2,2007-T2,183.8
Guadalajara,2007,3,2007-T3,250.87563
Guadalajara,2007,4,2007-T4,367.9
Guadalajara,2008,1,2008-T1,217.3
Guadalajara,2008,2,2008-T2,338.7
Guadalajara,2008,3,2008-T3,708.47
Guadalajara,2008,4,2008-T4,207.17
Guadalajara,2009,1,2009-T1,76.07
Guadalajara,2009,2,2009-T2,170.59
Guadalajara,2009,3,2009-T3,104.22
Guadalajara,2009,4,2009-T4,70.25
Guadalajara,2010,1,2010-T1,153.0
Guadalajara,2010,2,2010-T2,84.89
Guadalajara,2010,3,2010-T3,110.34
Guadalajara,2010,4,2010-T4,81.38
Guadalajara,2011,1,2011-T1,320.69
Guadalajara,2011,2,2011-T2,62.88
Guadalajara,2011,3,2011-T3,104.77
Guadalajara,2011,4,2011-T4,52.44
Guadalajara,2012,1,2012-T1,74.16
Guadalajara,2012,2,2012-T2,31.96
Guadalajara,2012,3,2012-T3,40.77
Guadalajara,2012,4,2012-T4,110.78
Guadalajara,2013,1,2013-T1,80.23
Guadalajara,2013,2,2013-T2,211.4
Guadalajara,2013,3,2013-T3,38.94
Guadalajara,2013,4,2013-T4,168.44
Guadalajara,2014,1,2014-T1,66.93
Guadalajara,2014,2,2014-T2,39.27
Guadalajara,2014,3,2014-T3,55.83
Guadalajara,2014,4,2014-T4,108.83
Guadalajara,2015,1,2015-T1,38.06
Guadalajara,2015,2,2015-T2,249.86
Guadalajara,2015,3,2015-T3,138.06
Guadalajara,2015,4,2015-T4,256.7
Guadalajara,2016,1,2016-T1,32.05
Guadalajara,2016,2,2016-T2,117.44
Guadalajara,2016,3,2016-T3,246.11
Guadalajara,2016,4,2016-T4,86.0
Guadalajara,2017,1,2017-T1,71.22
Guadalajara,2017,2,2017-T2,135.48
Guadalajara,2017,3,2017-T3,107.43
Guadalajara,2017,4,2017-T4,259.98
Guadalajara,2018,1,2018-T1,413.43
Guadalajara,2018,2,2018-T2,297.82
Guadalajara,2018,3,2018-T3,398.54
Guadalajara,2018,4,2018-T4,537.18
Guadalajara,2019,1,2019-T1,99.92
Guadalajara,2019,2,2019-T2,156.03
Guadalajara,2019,3,2019-T3,69.87
Guadalajara,2019,4,2019-T4,61.57
Guadalajara,2020,1,2020-T1,91.32
Guadalajara,2020,2,2020-T2,40.43
Guadalajara,2020,3,2020-T3,89.9
Guadalajara,2020,4,2020-T4,139.31
Guadalajara,2021,1,2021-T1,151.79
Guadalajara,2021,2,2021-T2,166.56
Guadalajara,2021,3,2021-T3,217.29
Guadalajara,2021,4,2021-T4,293.89
Guadalajara,2022,1,2022-T1,189.67
Guadalajara,2022,2,2022-T2,461.81
Guadalajara,2022,3,2022-T3,177.64
Guadalajara,2022,4,2022-T4,156.26
Guadalajara,2023,1,2023-T1,144.61
Guadalajara,2023,2,2023-T2,176.76
Guadalajara,2023,3,2023-T3,281.69
Guadalajara,2023,4,2023-T4,247.45
Guadalajara,2024,1,2024-T1,145.19
Guadalajara,2024,2,2024-T2,145.36
Guadalajara,2024,3,2024-T3,120.55
Guadalajara,2024,4,2024-T4,73.43
Guadalajara,2025,1,2025-T1,220.34
Guadalajara,2025,2,2025-T2,454.64
Guadalajara,2025,3,2025-T3,408.33
Guadalajara,2025,4,2025-T4,444.33
Guadalajara,2026,1,2026-T1,257.57
Guipúzcoa,2004,1,2004-T1,145.7
Guipúzcoa,2004,2,2004-T2,170.8
Guipúzcoa,2004,3,2004-T3,137.5
Guipúzcoa,2004,4,2004-T4,243.0
Guipúzcoa,2005,1,2005-T1,200.0
Guipúzcoa,2005,2,2005-T2,156.1
Guipúzcoa,2005,3,2005-T3,159.1
Guipúzcoa,2005,4,2005-T4,199.7
Guipúzcoa,2006,1,2006-T1,120.3
Guipúzcoa,2006,2,2006-T2,66.8
Guipúzcoa,2006,3,2006-T3,238.6
Guipúzcoa,2006,4,2006-T4,170.4
Guipúzcoa,2007,1,2007-T1,182.1
Guipúzcoa,2007,2,2007-T2,251.8
Guipúzcoa,2007,3,2007-T3,120.7645
Guipúzcoa,2007,4,2007-T4,189.6
Guipúzcoa,2008,1,2008-T1,87.0
Guipúzcoa,2008,2,2008-T2,79.3
Guipúzcoa,2008,3,2008-T3,119.65
Guipúzcoa,2008,4,2008-T4,105.76
Guipúzcoa,2009,1,2009-T1,66.6
Guipúzcoa,2009,2,2009-T2,42.61
Guipúzcoa,2009,3,2009-T3,39.81
Guipúzcoa,2009,4,2009-T4,56.32
Guipúzcoa,2010,1,2010-T1,29.23
Guipúzcoa,2010,2,2010-T2,98.87
Guipúzcoa,2010,3,2010-T3,15.2
Guipúzcoa,2010,4,2010-T4,48.12
Guipúzcoa,2011,1,2011-T1,6.5
Guipúzcoa,2011,2,2011-T2,4.7
Guipúzcoa,2011,3,2011-T3,55.71
Guipúzcoa,2011,4,2011-T4,51.8
Guipúzcoa,2012,1,2012-T1,22.88
Guipúzcoa,2012,2,2012-T2,47.23
Guipúzcoa,2012,3,2012-T3,5.74
Guipúzcoa,2012,4,2012-T4,53.77
Guipúzcoa,2013,1,2013-T1,7.86
Guipúzcoa,2013,2,2013-T2,7.75
Guipúzcoa,2013,3,2013-T3,22.34
Guipúzcoa,2013,4,2013-T4,6.16
Guipúzcoa,2014,1,2014-T1,27.82
Guipúzcoa,2014,2,2014-T2,32.57
Guipúzcoa,2014,3,2014-T3,52.49
Guipúzcoa,2014,4,2014-T4,19.38
Guipúzcoa,2015,1,2015-T1,41.02
Guipúzcoa,2015,2,2015-T2,71.06
Guipúzcoa,2015,3,2015-T3,51.35
Guipúzcoa,2015,4,2015-T4,37.39
Guipúzcoa,2016,1,2016-T1,28.91
Guipúzcoa,2016,2,2016-T2,21.53
Guipúzcoa,2016,3,2016-T3,32.61
Guipúzcoa,2016,4,2016-T4,52.83
Guipúzcoa,2017,1,2017-T1,26.28
Guipúzcoa,2017,2,2017-T2,17.74
Guipúzcoa,2017,3,2017-T3,28.39
Guipúzcoa,2017,4,2017-T4,71.31
Guipúzcoa,2018,1,2018-T1,25.66
Guipúzcoa,2018,2,2018-T2,19.86
Guipúzcoa,2018,3,2018-T3,20.84
Guipúzcoa,2018,4,2018-T4,46.94
Guipúzcoa,2019,1,2019-T1,15.05
Guipúzcoa,2019,2,2019-T2,619.26
Guipúzcoa,2019,3,2019-T3,31.22
Guipúzcoa,2019,4,2019-T4,33.31
Guipúzcoa,2020,1,2020-T1,142.67
Guipúzcoa,2020,2,2020-T2,11.95
Guipúzcoa,2020,3,2020-T3,60.56
Guipúzcoa,2020,4,2020-T4,48.44
Guipúzcoa,2021,1,2021-T1,49.21
Guipúzcoa,2021,2,2021-T2,29.44
Guipúzcoa,2021,3,2021-T3,15.76
Guipúzcoa,2021,4,2021-T4,30.76
Guipúzcoa,2022,1,2022-T1,149.4
Guipúzcoa,2022,2,2022-T2,33.15
Guipúzcoa,2022,3,2022-T3,27.77
Guipúzcoa,2022,4,2022-T4,91.62
Guipúzcoa,2023,1,2023-T1,10.45
Guipúzcoa,2023,2,2023-T2,44.77
Guipúzcoa,2023,3,2023-T3,21.94
Guipúzcoa,2023,4,2023-T4,46.28
Guipúzcoa,2024,1,2024-T1,27.45
Guipúzcoa,2024,2,2024-T2,93.27
Guipúzcoa,2024,3,2024-T3,15.09
Guipúzcoa,2024,4,2024-T4,2.87
Guipúzcoa,2025,1,2025-T1,26.69
Guipúzcoa,2025,2,2025-T2,21.56
Guipúzcoa,2025,3,2025-T3,12.41
Guipúzcoa,2025,4,2025-T4,18.32
Guipúzcoa,2026,1,2026-T1,3.14
Huelva,2004,1,2004-T1,362.3
Huelva,2004,2,2004-T2,884.3
Huelva,2004,3,2004-T3,123.9
Huelva,2004,4,2004-T4,773.7
Huelva,2005,1,2005-T1,177.9
Huelva,2005,2,2005-T2,78.3
Huelva,2005,3,2005-T3,89.1
Huelva,2005,4,2005-T4,118.8
Huelva,2006,1,2006-T1,101.8
Huelva,2006,2,2006-T2,86.7
Huelva,2006,3,2006-T3,111.5
Huelva,2006,4,2006-T4,805.0
Huelva,2007,1,2007-T1,130.7
Huelva,2007,2,2007-T2,124.1
Huelva,2007,3,2007-T3,159.62178
Huelva,2007,4,2007-T4,321.8
Huelva,2008,1,2008-T1,85.3
Huelva,2008,2,2008-T2,191.0
Huelva,2008,3,2008-T3,139.16
Huelva,2008,4,2008-T4,133.23
Huelva,2009,1,2009-T1,99.07
Huelva,2009,2,2009-T2,99.92
Huelva,2009,3,2009-T3,98.73
Huelva,2009,4,2009-T4,74.59
Huelva,2010,1,2010-T1,17.74
Huelva,2010,2,2010-T2,45.11
Huelva,2010,3,2010-T3,222.71
Huelva,2010,4,2010-T4,33.33
Huelva,2011,1,2011-T1,37.58
Huelva,2011,2,2011-T2,91.76
Huelva,2011,3,2011-T3,53.7
Huelva,2011,4,2011-T4,25.7
Huelva,2012,1,2012-T1,39.5
Huelva,2012,2,2012-T2,17.48
Huelva,2012,3,2012-T3,27.43
Huelva,2012,4,2012-T4,51.04
Huelva,2013,1,2013-T1,9.57
Huelva,2013,2,2013-T2,35.2
Huelva,2013,3,2013-T3,103.06
Huelva,2013,4,2013-T4,134.17
Huelva,2014,1,2014-T1,69.19
Huelva,2014,2,2014-T2,44.11
Huelva,2014,3,2014-T3,20.19
Huelva,2014,4,2014-T4,47.29
Huelva,2015,1,2015-T1,19.11
Huelva,2015,2,2015-T2,52.67
Huelva,2015,3,2015-T3,263.16
Huelva,2015,4,2015-T4,34.62
Huelva,2016,1,2016-T1,25.95
Huelva,2016,2,2016-T2,22.66
Huelva,2016,3,2016-T3,30.24
Huelva,2016,4,2016-T4,37.89
Huelva,2017,1,2017-T1,42.61
Huelva,2017,2,2017-T2,101.77
Huelva,2017,3,2017-T3,37.43
Huelva,2017,4,2017-T4,53.65
Huelva,2018,1,2018-T1,28.54
Huelva,2018,2,2018-T2,29.11
Huelva,2018,3,2018-T3,31.13
Huelva,2018,4,2018-T4,93.3
Huelva,2019,1,2019-T1,21.63
Huelva,2019,2,2019-T2,44.67
Huelva,2019,3,2019-T3,37.81
Huelva,2019,4,2019-T4,135.34
Huelva,2020,1,2020-T1,17.03
Huelva,2020,2,2020-T2,32.99
Huelva,2020,3,2020-T3,23.85
Huelva,2020,4,2020-T4,105.22
Huelva,2021,1,2021-T1,49.24
Huelva,2021,2,2021-T2,117.92
Huelva,2021,3,2021-T3,48.5
Huelva,2021,4,2021-T4,100.94
Huelva,2022,1,2022-T1,157.43
Huelva,2022,2,2022-T2,72.74
Huelva,2022,3,2022-T3,32.75
Huelva,2022,4,2022-T4,41.43
Huelva,2023,1,2023-T1,38.32
Huelva,2023,2,2023-T2,60.19
Huelva,2023,3,2023-T3,58.22
Huelva,2023,4,2023-T4,78.45
Huelva,2024,1,2024-T1,133.36
Huelva,2024,2,2024-T2,100.26
Huelva,2024,3,2024-T3,84.18
Huelva,2024,4,2024-T4,26.53
Huelva,2025,1,2025-T1,75.68
Huelva,2025,2,2025-T2,89.67
Huelva,2025,3,2025-T3,112.88
Huelva,2025,4,2025-T4,117.14
Huelva,2026,1,2026-T1,75.32
Huesca,2004,1,2004-T1,188.8
Huesca,2004,2,2004-T2,195.4
Huesca,2004,3,2004-T3,152.8
Huesca,2004,4,2004-T4,431.0
Huesca,2005,1,2005-T1,165.7
Huesca,2005,2,2005-T2,3091.1
Huesca,2005,3,2005-T3,199.9
Huesca,2005,4,2005-T4,302.8
Huesca,2006,1,2006-T1,169.3
Huesca,2006,2,2006-T2,139.9
Huesca,2006,3,2006-T3,68.6
Huesca,2006,4,2006-T4,111.4
Huesca,2007,1,2007-T1,82.2
Huesca,2007,2,2007-T2,71.1
Huesca,2007,3,2007-T3,169.38467
Huesca,2007,4,2007-T4,58.3
Huesca,2008,1,2008-T1,56.5
Huesca,2008,2,2008-T2,30.7
Huesca,2008,3,2008-T3,45.67
Huesca,2008,4,2008-T4,40.96
Huesca,2009,1,2009-T1,29.62
Huesca,2009,2,2009-T2,41.04
Huesca,2009,3,2009-T3,29.23
Huesca,2009,4,2009-T4,69.48
Huesca,2010,1,2010-T1,22.37
Huesca,2010,2,2010-T2,45.35
Huesca,2010,3,2010-T3,18.23
Huesca,2010,4,2010-T4,11.77
Huesca,2011,1,2011-T1,24.05
Huesca,2011,2,2011-T2,17.07
Huesca,2011,3,2011-T3,9.27
Huesca,2011,4,2011-T4,27.2
Huesca,2012,1,2012-T1,41.97
Huesca,2012,2,2012-T2,36.36
Huesca,2012,3,2012-T3,55.72
Huesca,2012,4,2012-T4,16.27
Huesca,2013,1,2013-T1,11.53
Huesca,2013,2,2013-T2,15.4
Huesca,2013,3,2013-T3,39.41
Huesca,2013,4,2013-T4,9.28
Huesca,2014,1,2014-T1,100.58
Huesca,2014,2,2014-T2,28.6
Huesca,2014,3,2014-T3,16.32
Huesca,2014,4,2014-T4,31.82
Huesca,2015,1,2015-T1,42.58
Huesca,2015,2,2015-T2,14.17
Huesca,2015,3,2015-T3,20.53
Huesca,2015,4,2015-T4,74.31
Huesca,2016,1,2016-T1,14.05
Huesca,2016,2,2016-T2,33.93
Huesca,2016,3,2016-T3,9.1
Huesca,2016,4,2016-T4,35.2
Huesca,2017,1,2017-T1,60.46
Huesca,2017,2,2017-T2,18.33
Huesca,2017,3,2017-T3,33.4
Huesca,2017,4,2017-T4,36.83
Huesca,2018,1,2018-T1,62.56
Huesca,2018,2,2018-T2,62.74
Huesca,2018,3,2018-T3,57.4
Huesca,2018,4,2018-T4,57.41
Huesca,2019,1,2019-T1,11.79
Huesca,2019,2,2019-T2,18.49
Huesca,2019,3,2019-T3,39.16
Huesca,2019,4,2019-T4,61.74
Huesca,2020,1,2020-T1,58.72
Huesca,2020,2,2020-T2,13.39
Huesca,2020,3,2020-T3,31.12
Huesca,2020,4,2020-T4,70.05
Huesca,2021,1,2021-T1,22.86
Huesca,2021,2,2021-T2,68.83
Huesca,2021,3,2021-T3,192.01
Huesca,2021,4,2021-T4,36.76
Huesca,2022,1,2022-T1,56.69
Huesca,2022,2,2022-T2,41.21
Huesca,2022,3,2022-T3,93.74
Huesca,2022,4,2022-T4,48.24
Huesca,2023,1,2023-T1,17.99
Huesca,2023,2,2023-T2,77.94
Huesca,2023,3,2023-T3,14.88
Huesca,2023,4,2023-T4,122.91
Huesca,2024,1,2024-T1,62.56
Huesca,2024,2,2024-T2,21.64
Huesca,2024,3,2024-T3,29.57
Huesca,2024,4,2024-T4,8.69
Huesca,2025,1,2025-T1,61.26
Huesca,2025,2,2025-T2,137.22
Huesca,2025,3,2025-T3,119.34
Huesca,2025,4,2025-T4,24.89
Huesca,2026,1,2026-T1,17.65
Jaén,2004,1,2004-T1,70.0
Jaén,2004,2,2004-T2,66.4
Jaén,2004,3,2004-T3,60.3
Jaén,2004,4,2004-T4,87.2
Jaén,2005,1,2005-T1,105.0
Jaén,2005,2,2005-T2,109.1
Jaén,2005,3,2005-T3,85.1
Jaén,2005,4,2005-T4,93.8
Jaén,2006,1,2006-T1,87.9
Jaén,2006,2,2006-T2,416.4
Jaén,2006,3,2006-T3,84.2
Jaén,2006,4,2006-T4,175.5
Jaén,2007,1,2007-T1,241.1
Jaén,2007,2,2007-T2,174.2
Jaén,2007,3,2007-T3,153.52987
Jaén,2007,4,2007-T4,88.5
Jaén,2008,1,2008-T1,157.1
Jaén,2008,2,2008-T2,94.3
Jaén,2008,3,2008-T3,114.03
Jaén,2008,4,2008-T4,81.15
Jaén,2009,1,2009-T1,124.48
Jaén,2009,2,2009-T2,95.03
Jaén,2009,3,2009-T3,34.25
Jaén,2009,4,2009-T4,68.77
Jaén,2010,1,2010-T1,38.9
Jaén,2010,2,2010-T2,89.38
Jaén,2010,3,2010-T3,110.66
Jaén,2010,4,2010-T4,83.0
Jaén,2011,1,2011-T1,67.37
Jaén,2011,2,2011-T2,60.57
Jaén,2011,3,2011-T3,33.18
Jaén,2011,4,2011-T4,85.42
Jaén,2012,1,2012-T1,35.79
Jaén,2012,2,2012-T2,43.06
Jaén,2012,3,2012-T3,39.5
Jaén,2012,4,2012-T4,29.76
Jaén,2013,1,2013-T1,22.7
Jaén,2013,2,2013-T2,223.93
Jaén,2013,3,2013-T3,52.31
Jaén,2013,4,2013-T4,37.27
Jaén,2014,1,2014-T1,50.32
Jaén,2014,2,2014-T2,48.78
Jaén,2014,3,2014-T3,60.32
Jaén,2014,4,2014-T4,42.77
Jaén,2015,1,2015-T1,27.81
Jaén,2015,2,2015-T2,42.75
Jaén,2015,3,2015-T3,53.6
Jaén,2015,4,2015-T4,321.36
Jaén,2016,1,2016-T1,43.13
Jaén,2016,2,2016-T2,49.5
Jaén,2016,3,2016-T3,41.57
Jaén,2016,4,2016-T4,64.71
Jaén,2017,1,2017-T1,64.74
Jaén,2017,2,2017-T2,89.82
Jaén,2017,3,2017-T3,57.98
Jaén,2017,4,2017-T4,43.03
Jaén,2018,1,2018-T1,88.82
Jaén,2018,2,2018-T2,55.98
Jaén,2018,3,2018-T3,45.6
Jaén,2018,4,2018-T4,51.08
Jaén,2019,1,2019-T1,49.12
Jaén,2019,2,2019-T2,37.36
Jaén,2019,3,2019-T3,26.14
Jaén,2019,4,2019-T4,36.03
Jaén,2020,1,2020-T1,18.3
Jaén,2020,2,2020-T2,24.66
Jaén,2020,3,2020-T3,33.47
Jaén,2020,4,2020-T4,60.6
Jaén,2021,1,2021-T1,64.77
Jaén,2021,2,2021-T2,93.99
Jaén,2021,3,2021-T3,103.35
Jaén,2021,4,2021-T4,72.44
Jaén,2022,1,2022-T1,154.22
Jaén,2022,2,2022-T2,40.28
Jaén,2022,3,2022-T3,197.84
Jaén,2022,4,2022-T4,59.29
Jaén,2023,1,2023-T1,115.83
Jaén,2023,2,2023-T2,36.62
Jaén,2023,3,2023-T3,30.76
Jaén,2023,4,2023-T4,74.07
Jaén,2024,1,2024-T1,45.25
Jaén,2024,2,2024-T2,36.66
Jaén,2024,3,2024-T3,28.04
Jaén,2024,4,2024-T4,9.67
Jaén,2025,1,2025-T1,35.58
Jaén,2025,2,2025-T2,38.33
Jaén,2025,3,2025-T3,44.78
Jaén,2025,4,2025-T4,71.39
Jaén,2026,1,2026-T1,35.25
León,2004,1,2004-T1,133.9
León,2004,2,2004-T2,338.8
León,2004,3,2004-T3,466.2
León,2004,4,2004-T4,373.1
León,2005,1,2005-T1,327.9
León,2005,2,2005-T2,274.8
León,2005,3,2005-T3,158.8
León,2005,4,2005-T4,273.5
León,2006,1,2006-T1,220.0
León,2006,2,2006-T2,215.6
León,2006,3,2006-T3,177.2
León,2006,4,2006-T4,258.1
León,2007,1,2007-T1,328.8
León,2007,2,2007-T2,149.7
León,2007,3,2007-T3,166.73292999999998
León,2007,4,2007-T4,166.0
León,2008,1,2008-T1,142.5
León,2008,2,2008-T2,95.0
León,2008,3,2008-T3,101.05
León,2008,4,2008-T4,71.39
León,2009,1,2009-T1,96.44
León,2009,2,2009-T2,78.37
León,2009,3,2009-T3,157.77
León,2009,4,2009-T4,77.14
León,2010,1,2010-T1,27.82
