codigo_provincia,provincia,provincia_original,anio,trimestre,periodo,valor_tasado_m2,valor_original,hoja_origen
26,"Rioja, La",Rioja (La),1996,4,1996T4,599.8,599.8,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1997,1,1997T1,629.1,629.1,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1997,2,1997T2,611.0,611,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1997,3,1997T3,615.2,615.2,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1997,4,1997T4,613.8,613.8,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1998,1,1998T1,601.2,601.2,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1998,2,1998T2,611.0,611,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1998,3,1998T3,630.5,630.5,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1998,4,1998T4,638.9,638.9,"1995, 1996, 1997, 1998"
26,"Rioja, La",Rioja (La),1999,1,1999T1,680.9,680.9,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),1999,2,1999T2,713.0,713,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),1999,3,1999T3,710.2,710.2,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),1999,4,1999T4,728.4,728.4,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2000,1,2000T1,755.0,755,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2000,2,2000T2,798.3,798.3,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2000,3,2000T3,812.3,812.3,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2000,4,2000T4,815.1,815.1,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2001,1,2001T1,880.8,880.8,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2001,2,2001T2,914.4,914.4,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2001,3,2001T3,933.9,933.9,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2001,4,2001T4,957.7,957.7,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2002,1,2002T1,1015.0,1015,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2002,2,2002T2,1038.8,1038.8,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2002,3,2002T3,1044.4,1044.4,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2002,4,2002T4,1079.3,1079.3,"1999, 2000, 2001, 2002"
26,"Rioja, La",Rioja (La),2003,1,2003T1,1131.1,1131.1,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2003,2,2003T2,1174.4,1174.4,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2003,3,2003T3,1142.2,1142.2,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2003,4,2003T4,1192.6,1192.6,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2004,1,2004T1,1248.5,1248.5,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2004,2,2004T2,1255.5,1255.5,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2004,3,2004T3,1234.5,1234.5,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2004,4,2004T4,1286.3,1286.3,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2005,1,2005T1,1398.1,1398.1,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2005,2,2005T2,1392.5,1392.5,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2005,3,2005T3,1427.5,1427.5,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2005,4,2005T4,1457.5,1457.5,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2006,1,2006T1,1558.9,1558.9,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2006,2,2006T2,1591.0,1591,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2006,3,2006T3,1629.4,1629.4,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2006,4,2006T4,1600.8,1600.8,"2003, 2004, 2005, 2006"
26,"Rioja, La",Rioja (La),2007,1,2007T1,1600.0,1600,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2007,2,2007T2,1593.4,1593.4,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2007,3,2007T3,1588.2,1588.2,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2007,4,2007T4,1620.8,1620.8,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2008,1,2008T1,1644.2,1644.2,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2008,2,2008T2,1616.2,1616.2,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2008,3,2008T3,1561.7,1561.7,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2008,4,2008T4,1525.3,1525.3,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2009,1,2009T1,1533.7,1533.7,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2009,2,2009T2,1556.7,1556.7,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2009,3,2009T3,1539.3,1539.3,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2009,4,2009T4,1532.3,1532.3,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2010,1,2010T1,1498.8,1498.8,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2010,2,2010T2,1516.9,1516.9,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2010,3,2010T3,1501.6,1501.6,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2010,4,2010T4,1463.8,1463.8,"2007, 2008, 2009, 2010"
26,"Rioja, La",Rioja (La),2011,1,2011T1,1463.8,1463.8,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2011,2,2011T2,1433.1,1433.1,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2011,3,2011T3,1388.7,1388.7,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2011,4,2011T4,1347.0,1347,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2012,1,2012T1,1347.7,1347.7,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2012,2,2012T2,1347.7,1347.7,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2012,3,2012T3,1307.2,1307.2,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2012,4,2012T4,1307.2,1307.2,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2013,1,2013T1,1234.0,1234,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2013,2,2013T2,1174.8,1174.8,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2013,3,2013T3,1141.9,1141.9,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2013,4,2013T4,1092.8,1092.8,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2014,1,2014T1,1100.6,1100.6,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2014,2,2014T2,1118.0,1118,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2014,3,2014T3,1092.4,1092.4,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2014,4,2014T4,1061.9,1061.9,"2011, 2012, 2013, 2014"
26,"Rioja, La",Rioja (La),2015,1,2015T1,1095.4,1095.4,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2015,2,2015T2,1103.8,1103.8,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2015,3,2015T3,1124.3,1124.3,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2015,4,2015T4,1096.0,1096,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2016,1,2016T1,1072.4,1072.4,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2016,2,2016T2,1103.1000000000001,1103.1000000000001,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2016,3,2016T3,1067.2,1067.2,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2016,4,2016T4,1098.3,1098.3,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2017,1,2017T1,1076.6,1076.6,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2017,2,2017T2,1100.8999999999999,1100.8999999999999,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2017,3,2017T3,1071.6999999999998,1071.6999999999998,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2017,4,2017T4,1078.0,1078,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2018,1,2018T1,1078.7,1078.7,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2018,2,2018T2,1110.9,1110.9,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2018,3,2018T3,1136.0,1136,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2018,4,2018T4,1129.7,1129.7,"2015, 2016, 2017, 2018"
26,"Rioja, La",Rioja (La),2019,1,2019T1,1128.6,1128.6,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2019,2,2019T2,1088.1000000000001,1088.1000000000001,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2019,3,2019T3,1073.6,1073.6,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2019,4,2019T4,1108.4,1108.4,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2020,1,2020T1,1102.6999999999998,1102.6999999999998,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2020,2,2020T2,1077.0,1077,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2020,3,2020T3,1089.8999999999999,1089.8999999999999,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2020,4,2020T4,1111.4,1111.4,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2021,1,2021T1,1079.0,1079,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2021,2,2021T2,1089.3,1089.3,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2021,3,2021T3,1110.6000000000001,1110.6000000000001,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2021,4,2021T4,1099.7,1099.7,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2022,1,2022T1,1128.8000000000002,1128.8000000000002,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2022,2,2022T2,1155.4,1155.4,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2022,3,2022T3,1132.4,1132.4,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2022,4,2022T4,1142.1000000000001,1142.1000000000001,"2019, 2020, 2021, 2022"
26,"Rioja, La",Rioja (La),2023,1,2023T1,1166.1,1166.1,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2023,2,2023T2,1184.4,1184.4,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2023,3,2023T3,1213.8999999999999,1213.8999999999999,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2023,4,2023T4,1196.6,1196.6,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2024,1,2024T1,1232.3,1232.3,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2024,2,2024T2,1209.8,1209.8,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2024,3,2024T3,1224.1,1224.1,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2024,4,2024T4,1262.3,1262.3,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2025,1,2025T1,1303.7,1303.7,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2025,2,2025T2,1317.3,1317.3,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2025,3,2025T3,1351.6000000000001,1351.6000000000001,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2025,4,2025T4,1367.2,1367.2,"2023, 2024, 2025, 2026"
26,"Rioja, La",Rioja (La),2026,1,2026T1,1440.0,1440,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,1995,1,1995T1,454.0,454,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1995,2,1995T2,459.8,459.8,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1995,3,1995T3,430.5,430.5,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1995,4,1995T4,456.5,456.5,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1996,1,1996T1,474.9,474.9,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1996,2,1996T2,493.3,493.3,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1996,3,1996T3,457.3,457.3,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1996,4,1996T4,460.7,460.7,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1997,1,1997T1,495.9,495.9,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1997,2,1997T2,468.2,468.2,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1997,3,1997T3,456.5,456.5,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1997,4,1997T4,471.6,471.6,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1998,1,1998T1,474.1,474.1,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1998,2,1998T2,469.9,469.9,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1998,3,1998T3,485.0,485,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1998,4,1998T4,486.6,486.6,"1995, 1996, 1997, 1998"
27,Lugo,Lugo,1999,1,1999T1,493.3,493.3,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,1999,2,1999T2,507.6,507.6,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,1999,3,1999T3,527.7,527.7,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,1999,4,1999T4,526.0,526,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2000,1,2000T1,523.5,523.5,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2000,2,2000T2,529.4,529.4,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2000,3,2000T3,542.8,542.8,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2000,4,2000T4,562.0,562,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2001,1,2001T1,550.3,550.3,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2001,2,2001T2,567.1,567.1,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2001,3,2001T3,561.2,561.2,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2001,4,2001T4,564.5,564.5,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2002,1,2002T1,567.9,567.9,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2002,2,2002T2,605.6,605.6,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2002,3,2002T3,604.7,604.7,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2002,4,2002T4,609.8,609.8,"1999, 2000, 2001, 2002"
27,Lugo,Lugo,2003,1,2003T1,614.0,614,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2003,2,2003T2,620.7,620.7,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2003,3,2003T3,627.4,627.4,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2003,4,2003T4,679.3,679.3,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2004,1,2004T1,714.5,714.5,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2004,2,2004T2,703.6,703.6,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2004,3,2004T3,785.7,785.7,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2004,4,2004T4,768.1,768.1,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2005,1,2005T1,837.6,837.6,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2005,2,2005T2,770.6,770.6,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2005,3,2005T3,813.3,813.3,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2005,4,2005T4,909.3,909.3,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2006,1,2006T1,986.7,986.7,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2006,2,2006T2,1060.4,1060.4,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2006,3,2006T3,1064.6,1064.6,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2006,4,2006T4,1077.2,1077.2,"2003, 2004, 2005, 2006"
27,Lugo,Lugo,2007,1,2007T1,1086.4,1086.4,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2007,2,2007T2,1128.2,1128.2,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2007,3,2007T3,1118.2,1118.2,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2007,4,2007T4,1136.6,1136.6,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2008,1,2008T1,1149.2,1149.2,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2008,2,2008T2,1148.3,1148.3,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2008,3,2008T3,1121.5,1121.5,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2008,4,2008T4,1089.7,1089.7,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2009,1,2009T1,1087.2,1087.2,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2009,2,2009T2,1073.1,1073.1,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2009,3,2009T3,1026.9,1026.9,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2009,4,2009T4,1002.6,1002.6,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2010,1,2010T1,1018.6,1018.6,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2010,2,2010T2,1061.6,1061.6,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2010,3,2010T3,1059.6,1059.6,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2010,4,2010T4,1075.6,1075.6,"2007, 2008, 2009, 2010"
27,Lugo,Lugo,2011,1,2011T1,1043.6,1043.6,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2011,2,2011T2,1101.0,1101,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2011,3,2011T3,1054.8,1054.8,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2011,4,2011T4,1048.5,1048.5,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2012,1,2012T1,988.6,988.6,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2012,2,2012T2,966.9,966.9,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2012,3,2012T3,890.5,890.5,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2012,4,2012T4,874.5,874.5,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2013,1,2013T1,906.0,906,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2013,2,2013T2,912.3,912.3,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2013,3,2013T3,874.9,874.9,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2013,4,2013T4,844.3,844.3,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2014,1,2014T1,813.8,813.8,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2014,2,2014T2,812.2,812.2,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2014,3,2014T3,820.7,820.7,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2014,4,2014T4,810.0,810,"2011, 2012, 2013, 2014"
27,Lugo,Lugo,2015,1,2015T1,815.8,815.8,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2015,2,2015T2,849.1,849.1,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2015,3,2015T3,825.3,825.3,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2015,4,2015T4,827.4,827.4,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2016,1,2016T1,851.7,851.7,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2016,2,2016T2,877.7,877.7,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2016,3,2016T3,856.5,856.5,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2016,4,2016T4,840.6,840.6,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2017,1,2017T1,835.6999999999999,835.6999999999999,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2017,2,2017T2,852.5,852.5,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2017,3,2017T3,856.0,856,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2017,4,2017T4,860.6999999999999,860.6999999999999,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2018,1,2018T1,871.2,871.2,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2018,2,2018T2,876.1,876.1,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2018,3,2018T3,891.8000000000001,891.8000000000001,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2018,4,2018T4,859.5999999999999,859.5999999999999,"2015, 2016, 2017, 2018"
27,Lugo,Lugo,2019,1,2019T1,832.5,832.5,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2019,2,2019T2,850.3,850.3,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2019,3,2019T3,870.8000000000001,870.8000000000001,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2019,4,2019T4,844.9,844.9,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2020,1,2020T1,840.0,840,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2020,2,2020T2,838.3,838.3,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2020,3,2020T3,854.2,854.2,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2020,4,2020T4,869.9,869.9,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2021,1,2021T1,854.0,854,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2021,2,2021T2,876.0,876,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2021,3,2021T3,880.6999999999999,880.6999999999999,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2021,4,2021T4,892.0,892,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2022,1,2022T1,887.3000000000001,887.3000000000001,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2022,2,2022T2,911.5,911.5,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2022,3,2022T3,900.6,900.6,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2022,4,2022T4,881.7,881.7,"2019, 2020, 2021, 2022"
27,Lugo,Lugo,2023,1,2023T1,915.5,915.5,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2023,2,2023T2,928.3,928.3,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2023,3,2023T3,961.9,961.9,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2023,4,2023T4,948.4,948.4,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2024,1,2024T1,970.9,970.9,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2024,2,2024T2,955.9000000000001,955.9000000000001,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2024,3,2024T3,986.9000000000001,986.9000000000001,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2024,4,2024T4,996.4000000000001,996.4000000000001,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2025,1,2025T1,1027.7,1027.7,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2025,2,2025T2,1075.0,1075,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2025,3,2025T3,1084.4,1084.4,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2025,4,2025T4,1100.6,1100.6,"2023, 2024, 2025, 2026"
27,Lugo,Lugo,2026,1,2026T1,1146.3999999999999,1146.3999999999999,"2023, 2024, 2025, 2026"
28,Madrid,Madrid (Comunidad de),1995,1,1995T1,1078.4,1078.4,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1995,2,1995T2,1078.4,1078.4,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1995,3,1995T3,1086.2,1086.2,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1995,4,1995T4,1115.0,1115,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1996,1,1996T1,1104.5,1104.5,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1996,2,1996T2,1070.5,1070.5,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1996,3,1996T3,1065.3,1065.3,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1996,4,1996T4,1083.6,1083.6,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1997,1,1997T1,1054.8,1054.8,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1997,2,1997T2,1041.7,1041.7,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1997,3,1997T3,1052.2,1052.2,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1997,4,1997T4,1065.3,1065.3,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1998,1,1998T1,1070.5,1070.5,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1998,2,1998T2,1054.8,1054.8,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1998,3,1998T3,1062.7,1062.7,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1998,4,1998T4,1062.7,1062.7,"1995, 1996, 1997, 1998"
28,Madrid,Madrid (Comunidad de),1999,1,1999T1,1075.8,1075.8,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),1999,2,1999T2,1104.5,1104.5,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),1999,3,1999T3,1141.2,1141.2,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),1999,4,1999T4,1177.8,1177.8,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2000,1,2000T1,1201.4,1201.4,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2000,2,2000T2,1251.1,1251.1,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2000,3,2000T3,1298.2,1298.2,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2000,4,2000T4,1253.7,1253.7,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2001,1,2001T1,1321.8,1321.8,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2001,2,2001T2,1402.9,1402.9,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2001,3,2001T3,1465.7,1465.7,"1999, 2000, 2001, 2002"
28,Madrid,Madrid (Comunidad de),2001,4,2001T4,1533.8,1533.8,"1999, 2000, 2001, 2002"
