periodo;codigo_provincia;provincia;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_empleo_pct_total;tasa_paro_pct_total;inflación;indice_costes_construccion;ipv_general;ratio_prestamo_valor_pct;tipo_interes_prestamos_vivienda_pct;credito_vivienda_variacion_interanual_pct;valor_tasado_m2;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas;IAV_total
2019T2;12;Castellón/Castelló;579592;17,59;42,10;22,25;2,50;30,10;19281,00;22128,00;15895,00;48,85;14,25;104,04;96,07;68,23;65,50;2,35;-1,14;1114,90;4,99;2321;10,51;74494,75;392;4,63
2019T3;12;Castellón/Castelló;579592;17,59;42,10;22,25;2,50;30,10;19281,00;22128,00;15895,00;51,50;12,01;103,42;93,19;68,90;64,70;2,15;-1,19;1094,97;4,99;2195;12,80;76119,83;140;4,54
2019T4;12;Castellón/Castelló;579592;17,59;42,10;22,25;2,50;30,10;19281,00;22128,00;15895,00;50,89;14,29;104,59;96,93;69,04;63,00;1,99;-1,08;1115,55;4,99;1836;13,83;79567,38;425;4,63
2020T1;12;Castellón/Castelló;584201;17,53;42,03;22,52;2,50;30,40;19556,00;22288,00;16290,00;50,48;13,81;103,37;92,62;69,33;63,80;2,03;-1,14;1075,08;2,33;1984;11,54;78536,09;172;4,40
2020T2;12;Castellón/Castelló;584201;17,53;42,03;22,52;2,50;30,40;19556,00;22288,00;16290,00;48,57;14,44;103,32;93,31;69,32;64,20;1,91;-1,64;1064,71;2,33;1290;9,46;72804,17;351;4,36
2020T3;12;Castellón/Castelló;584201;17,53;42,03;22,52;2,50;30,40;19556,00;22288,00;16290,00;49,90;14,77;102,97;92,71;70,30;63,60;1,94;-1,62;1083,42;2,33;1550;13,35;51929,99;155;4,43
2020T4;12;Castellón/Castelló;584201;17,53;42,03;22,52;2,50;30,40;19556,00;22288,00;16290,00;49,81;14,12;103,93;97,76;70,18;65,20;1,80;-1,19;1092,23;2,33;1971;17,00;88766,26;290;4,47
2021T1;12;Castellón/Castelló;587632;17,52;42,03;22,80;2,40;30,70;20449,00;23428,00;16940,00;46,97;15,95;103,89;94,96;70,17;64,70;1,72;-0,80;1076,52;3,90;2186;15,83;84305,28;410;4,21
2021T2;12;Castellón/Castelló;587632;17,52;42,03;22,80;2,40;30,70;20449,00;23428,00;16940,00;49,49;15,30;106,36;100,28;72,31;64,90;1,62;0,07;1119,16;3,90;2164;13,91;81734,02;292;4,38
2021T3;12;Castellón/Castelló;587632;17,52;42,03;22,80;2,40;30,70;20449,00;23428,00;16940,00;50,47;12,84;106,72;99,76;73,79;65,20;1,59;0,74;1157,37;3,90;3088;15,97;87278,90;562;4,53
2021T4;12;Castellón/Castelló;587632;17,52;42,03;22,80;2,40;30,70;20449,00;23428,00;16940,00;49,98;11,20;110,55;105,01;74,93;65,40;1,54;0,76;1222,14;3,90;2614;13,43;86758,50;273;4,78
2022T1;12;Castellón/Castelló;591300;17,58;41,94;23,02;2,40;30,90;21506,00;24516,00;18006,00;49,40;12,15;113,54;105,46;76,45;65,20;1,60;0,72;1237,67;18,87;2825;11,01;84098,72;522;4,60
2022T2;12;Castellón/Castelló;591300;17,58;41,94;23,02;2,40;30,90;21506,00;24516,00;18006,00;51,45;10,51;117,25;114,52;78,11;65,20;1,74;0,98;1272,03;18,87;2844;13,05;81878,17;169;4,73
2022T3;12;Castellón/Castelló;591300;17,58;41,94;23,02;2,40;30,90;21506,00;24516,00;18006,00;51,12;11,93;118,66;110,54;78,89;64,60;2,14;0,87;1263,02;18,87;2862;11,98;83936,09;233;4,70
2022T4;12;Castellón/Castelló;591300;17,58;41,94;23,02;2,40;30,90;21506,00;24516,00;18006,00;47,96;14,16;118,53;115,01;78,72;63,90;2,87;0,30;1265,38;18,87;2699;14,67;87763,73;360;4,71
2023T1;12;Castellón/Castelló;604086;17,88;41,72;23,05;2,40;31,00;22227,00;24995,00;19028,00;47,75;14,51;119,63;112,83;79,02;63,00;3,59;-0,75;1313,31;16,15;2861;16,15;85201,17;442;4,73
2023T2;12;Castellón/Castelló;604086;17,88;41,72;23,05;2,40;31,00;22227,00;24995,00;19028,00;48,16;14,85;120,97;116,60;80,82;62,70;3,89;-2,01;1321,64;16,15;2674;16,01;88356,66;384;4,76
2023T3;12;Castellón/Castelló;604086;17,88;41,72;23,05;2,40;31,00;22227,00;24995,00;19028,00;48,28;14,67;122,43;112,78;82,90;62,20;4,06;-3,14;1382,00;16,15;2899;21,84;85932,19;226;4,97
2023T4;12;Castellón/Castelló;604086;17,88;41,72;23,05;2,40;31,00;22227,00;24995,00;19028,00;46,82;15,00;122,80;117,61;82,06;61,40;4,03;-3,14;1386,69;16,15;2315;19,52;86655,04;175;4,99
2024T1;12;Castellón/Castelló;615188;17,88;41,72;23,05;2,40;31,00;23117,00;25902,00;19903,00;48,06;16,35;123,34;113,32;84,15;61,50;3,69;-2,61;1417,30;17,43;2983;19,68;86023,42;498;4,90
2024T2;12;Castellón/Castelló;615188;17,88;41,72;23,05;2,40;31,00;23117,00;25902,00;19903,00;51,39;12,36;125,02;117,41;87,79;63,00;3,55;-1,79;1434,82;17,43;2813;22,72;90069,82;404;4,97
2024T3;12;Castellón/Castelló;615188;17,88;41,72;23,05;2,40;31,00;23117,00;25902,00;19903,00;52,61;13,06;124,58;114,16;90,21;63,30;3,45;-0,62;1474,02;17,43;3490;20,66;92364,54;295;5,10
2024T4;12;Castellón/Castelló;615188;17,88;41,72;23,05;2,40;31,00;23117,00;25902,00;19903,00;51,56;12,84;125,40;118,19;92,07;64,10;3,17;0,21;1499,08;17,43;3627;23,63;90092,28;380;5,19
2015T1;13;Ciudad Real;514152;21,39;38,45;22,49;2,60;27,50;15338,00;16643,00;13460,00;36,31;33,98;98,99;90,33;69,07;60,70;2,61;-3,78;771,66;-3,31;590;25,76;68995,64;165;4,02
2015T2;13;Ciudad Real;514152;21,39;38,45;22,49;2,60;27,50;15338,00;16643,00;13460,00;37,41;32,25;101,14;93,72;70,51;61,80;2,51;-3,32;800,82;-3,31;589;16,81;64759,67;248;4,18
2015T3;13;Ciudad Real;514152;21,39;38,45;22,49;2,60;27,50;15338,00;16643,00;13460,00;38,89;29,98;99,43;90,26;70,16;62,30;2,45;-3,36;767,36;-3,31;547;21,57;68112,78;185;4,00
2015T4;13;Ciudad Real;514152;21,39;38,45;22,49;2,60;27,50;15338,00;16643,00;13460,00;39,10;28,95;100,44;92,91;70,38;63,20;2,43;-3,27;795,90;-3,31;550;16,91;73474,14;135;4,15
2016T1;13;Ciudad Real;508629;20,73;38,92;22,79;2,60;27,70;15380,00;16743,00;13448,00;39,15;29,43;97,76;88,55;70,09;63,90;2,33;-3,32;759,69;-1,54;592;18,58;68288,61;170;3,95
2016T2;13;Ciudad Real;508629;20,73;38,92;22,79;2,60;27,70;15380,00;16743,00;13448,00;41,19;26,30;99,70;92,68;70,92;63,80;2,32;-3,60;780,55;-1,54;714;13,59;71956,00;228;4,06
2016T3;13;Ciudad Real;508629;20,73;38,92;22,79;2,60;27,70;15380,00;16743,00;13448,00;42,31;24,11;98,97;89,74;71,06;63,80;2,37;-3,16;767,75;-1,54;609;9,69;79014,53;152;3,99
2016T4;13;Ciudad Real;508629;20,73;38,92;22,79;2,60;27,70;15380,00;16743,00;13448,00;41,91;25,09;101,39;93,20;70,38;64,20;2,27;-3,10;797,53;-1,54;560;15,18;73252,85;222;4,15
2017T1;13;Ciudad Real;504403;20,15;39,27;23,13;2,60;28,00;15795,00;17200,00;13821,00;41,80;25,76;100,84;90,09;71,22;64,80;2,24;-2,96;780,01;-3,90;874;19,79;77914,85;170;3,95
2017T2;13;Ciudad Real;504403;20,15;39,27;23,13;2,60;28,00;15795,00;17200,00;13821,00;41,37;26,33;101,53;93,77;71,46;65,00;2,17;-2,83;781,30;-3,90;706;13,17;76565,31;265;3,96
2017T3;13;Ciudad Real;504403;20,15;39,27;23,13;2,60;28,00;15795,00;17200,00;13821,00;42,90;22,26;100,46;91,13;71,19;64,90;2,22;-2,84;774,14;-3,90;706;14,45;79607,88;148;3,92
2017T4;13;Ciudad Real;504403;20,15;39,27;23,13;2,60;28,00;15795,00;17200,00;13821,00;43,08;23,30;102,67;94,80;70,68;65,60;2,15;-2,79;785,39;-3,90;700;15,00;78629,90;170;3,98
2018T1;13;Ciudad Real;499168;19,69;39,40;23,58;2,50;28,40;16483,00;18018,00;14369,00;43,24;23,01;101,53;91,97;71,69;65,50;2,23;-2,60;771,53;-0,07;830;17,83;71573,06;202;3,74
2018T2;13;Ciudad Real;499168;19,69;39,40;23,58;2,50;28,40;16483,00;18018,00;14369,00;42,96;21,87;103,56;95,37;72,51;64,90;2,20;-2,19;775,74;-0,07;807;13,14;76145,83;282;3,77
2018T3;13;Ciudad Real;499168;19,69;39,40;23,58;2,50;28,40;16483,00;18018,00;14369,00;44,12;18,75;103,04;92,55;73,47;65,90;2,17;-1,81;789,89;-0,07;760;15,00;80087,48;192;3,83
2018T4;13;Ciudad Real;499168;19,69;39,40;23,58;2,50;28,40;16483,00;18018,00;14369,00;45,73;16,82;104,59;96,51;73,58;66,50;2,26;-1,57;786,60;-0,07;796;17,46;75902,30;127;3,82
2019T1;13;Ciudad Real;495686;19,28;39,51;24,05;2,50;28,60;17373,00;18903,00;15278,00;46,01;17,50;102,58;92,79;74,65;64,60;2,37;-1,25;772,26;4,45;929;16,47;77660,07;228;3,56
2019T2;13;Ciudad Real;495686;19,28;39,51;24,05;2,50;28,60;17373,00;18903,00;15278,00;45,79;17,82;104,44;96,07;75,33;65,50;2,35;-1,14;759,70;4,45;823;12,88;80537,78;306;3,50
2019T3;13;Ciudad Real;495686;19,28;39,51;24,05;2,50;28,60;17373,00;18903,00;15278,00;45,62;18,38;102,96;93,19;75,74;64,70;2,15;-1,19;755,84;4,45;939;21,62;75270,48;213;3,48
2019T4;13;Ciudad Real;495686;19,28;39,51;24,05;2,50;28,60;17373,00;18903,00;15278,00;45,49;19,34;104,96;96,93;75,80;63,00;1,99;-1,08;770,30;4,45;789;10,52;77613,31;228;3,55
2020T1;13;Ciudad Real;494817;19,05;39,70;24,25;2,50;29,00;17715,00;19076,00;15843,00;44,68;19,21;103,27;92,62;75,41;63,80;2,03;-1,14;755,82;2,27;890;11,91;76632,12;207;3,41
2020T2;13;Ciudad Real;494817;19,05;39,70;24,25;2,50;29,00;17715,00;19076,00;15843,00;42,92;16,54;103,10;93,31;76,50;64,20;1,91;-1,64;727,48;2,27;440;18,18;74605,19;198;3,29
2020T3;13;Ciudad Real;494817;19,05;39,70;24,25;2,50;29,00;17715,00;19076,00;15843,00;44,95;18,35;102,19;92,71;76,79;63,60;1,94;-1,62;734,66;2,27;784;15,18;79135,07;270;3,32
2020T4;13;Ciudad Real;494817;19,05;39,70;24,25;2,50;29,00;17715,00;19076,00;15843,00;44,94;17,49;103,76;97,76;76,70;65,20;1,80;-1,19;758,40;2,27;1047;15,47;87753,18;260;3,42
2021T1;13;Ciudad Real;492900;18,98;40,04;24,11;2,50;29,30;18557,00;20142,00;16443,00;43,52;20,15;103,84;94,96;75,62;64,70;1,72;-0,80;751,18;1,78;1001;17,78;75827,48;311;3,24
2021T2;13;Ciudad Real;492900;18,98;40,04;24,11;2,50;29,30;18557,00;20142,00;16443,00;44,92;18,38;106,59;100,28;78,32;64,90;1,62;0,07;757,46;1,78;1108;13,36;77606,22;333;3,27
2021T3;13;Ciudad Real;492900;18,98;40,04;24,11;2,50;29,30;18557,00;20142,00;16443,00;46,89;16,16;106,52;99,76;79,09;65,20;1,59;0,74;757,92;1,78;1113;14,11;82139,08;279;3,27
2021T4;13;Ciudad Real;492900;18,98;40,04;24,11;2,50;29,30;18557,00;20142,00;16443,00;46,74;16,24;110,79;105,01;79,77;65,40;1,54;0,76;792,02;1,78;1059;12,56;83614,04;169;3,41
2022T1;13;Ciudad Real;490950;18,77;40,07;24,46;2,50;29,80;19438,00;21155,00;17214,00;44,86;18,47;113,48;105,46;81,01;65,20;1,60;0,72;827,29;8,99;1261;14,43;83556,66;149;3,40
2022T2;13;Ciudad Real;490950;18,77;40,07;24,46;2,50;29,80;19438,00;21155,00;17214,00;45,60;17,22;118,52;114,52;83,04;65,20;1,74;0,98;867,78;8,99;1357;10,83;79693,55;187;3,57
2022T3;13;Ciudad Real;490950;18,77;40,07;24,46;2,50;29,80;19438,00;21155,00;17214,00;44,58;20,19;119,79;110,54;84,29;64,60;2,14;0,87;861,89;8,99;1363;14,60;82011,33;158;3,55
2022T4;13;Ciudad Real;490950;18,77;40,07;24,46;2,50;29,80;19438,00;21155,00;17214,00;43,82;21,54;119,34;115,01;82,98;63,90;2,87;0,30;870,68;8,99;1236;10,11;78503,99;222;3,58
2023T1;13;Ciudad Real;491927;18,61;40,08;24,79;2,50;30,20;20613,00;22399,00;18322,00;44,29;18,96;119,73;112,83;82,32;63,00;3,59;-0,75;865,52;6,99;1360;13,16;87036,67;227;3,36
2023T2;13;Ciudad Real;491927;18,61;40,08;24,79;2,50;30,20;20613,00;22399,00;18322,00;46,48;15,49;121,31;116,60;84,69;62,70;3,89;-2,01;859,02;6,99;1188;13,47;76499,13;225;3,33
2023T3;13;Ciudad Real;491927;18,61;40,08;24,79;2,50;30,20;20613,00;22399,00;18322,00;46,52;15,67;122,38;112,78;85,16;62,20;4,06;-3,14;880,89;6,99;1147;15,43;79802,10;186;3,42
2023T4;13;Ciudad Real;491927;18,61;40,08;24,79;2,50;30,20;20613,00;22399,00;18322,00;46,16;15,78;123,23;117,61;84,71;61,40;4,03;-3,14;878,03;6,99;1174;12,01;85597,10;167;3,41
2024T1;13;Ciudad Real;492948;18,61;40,08;24,79;2,50;30,20;21511,00;23413,00;19095,00;44,69;17,63;123,87;113,32;86,38;61,50;3,69;-2,61;896,84;8,59;1454;18,09;72760,87;210;3,34
2024T2;13;Ciudad Real;492948;18,61;40,08;24,79;2,50;30,20;21511,00;23413,00;19095,00;45,64;17,84;125,88;117,41;89,16;63,00;3,55;-1,79;911,62;8,59;1387;16,65;78304,66;279;3,39
2024T3;13;Ciudad Real;492948;18,61;40,08;24,79;2,50;30,20;21511,00;23413,00;19095,00;47,13;16,60;124,65;114,16;91,03;63,30;3,45;-0,62;888,77;8,59;1691;17,92;80287,42;404;3,31
2024T4;13;Ciudad Real;492948;18,61;40,08;24,79;2,50;30,20;21511,00;23413,00;19095,00;46,40;15,62;125,70;118,19;92,05;64,10;3,17;0,21;911,94;8,59;1714;18,49;79059,22;295;3,39
2015T1;14;Córdoba;794359;21,11;39,17;21,31;2,60;25,00;13423,00;14966,00;11536,00;39,53;30,11;98,96;90,33;53,94;60,70;2,61;-3,78;1137,82;-0,06;1098;26,68;77747,94;173;6,78
2015T2;14;Córdoba;794359;21,11;39,17;21,31;2,60;25,00;13423,00;14966,00;11536,00;40,51;29,15;101,03;93,72;56,15;61,80;2,51;-3,32;1156,43;-0,06;1163;19,43;80020,02;313;6,89
2015T3;14;Córdoba;794359;21,11;39,17;21,31;2,60;25,00;13423,00;14966,00;11536,00;39,04;30,99;99,61;90,26;56,78;62,30;2,45;-3,36;1145,83;-0,06;1106;17,72;78859,24;263;6,83
2015T4;14;Córdoba;794359;21,11;39,17;21,31;2,60;25,00;13423,00;14966,00;11536,00;40,11;29,70;100,40;92,91;56,39;63,20;2,43;-3,27;1178,06;-0,06;1078;15,40;84277,89;300;7,02
2016T1;14;Córdoba;790749;20,58;39,66;21,45;2,60;25,30;13683,00;15181,00;11845,00;41,19;28,82;98,03;88,55;56,88;63,90;2,33;-3,32;1127,07;0,98;1225;14,78;89015,43;246;6,59
2016T2;14;Córdoba;790749;20,58;39,66;21,45;2,60;25,30;13683,00;15181,00;11845,00;40,75;30,15;99,99;92,68;57,60;63,80;2,32;-3,60;1133,67;0,98;1322;15,58;83486,91;278;6,63
2016T3;14;Córdoba;790749;20,58;39,66;21,45;2,60;25,30;13683,00;15181,00;11845,00;39,74;32,59;99,37;89,74;57,55;63,80;2,37;-3,16;1140,53;0,98;1168;13,70;89200,00;409;6,67
2016T4;14;Córdoba;790749;20,58;39,66;21,45;2,60;25,30;13683,00;15181,00;11845,00;40,78;29,42;101,34;93,20;57,57;64,20;2,27;-3,10;1159,76;0,98;1081;12,77;85272,29;391;6,78
2017T1;14;Córdoba;787735;20,15;39,90;21,78;2,60;25,50;14008,00;15598,00;12072,00;42,15;27,53;101,12;90,09;58,08;64,80;2,24;-2,96;1148,39;1,05;1393;13,71;70441,13;488;6,56
2017T2;14;Córdoba;787735;20,15;39,90;21,78;2,60;25,50;14008,00;15598,00;12072,00;41,38;27,94;102,03;93,77;58,98;65,00;2,17;-2,83;1166,61;1,05;1465;13,79;85064,69;447;6,66
2017T3;14;Córdoba;787735;20,15;39,90;21,78;2,60;25,50;14008,00;15598,00;12072,00;40,56;30,21;101,02;91,13;59,67;64,90;2,22;-2,84;1135,03;1,05;1380;14,57;95756,03;373;6,48
2017T4;14;Córdoba;787735;20,15;39,90;21,78;2,60;25,50;14008,00;15598,00;12072,00;41,46;27,00;102,90;94,80;60,15;65,60;2,15;-2,79;1165,26;1,05;1398;13,09;83792,03;403;6,65
2018T1;14;Córdoba;784079;19,78;40,07;22,15;2,60;26,00;14602,00;16244,00;12617,00;42,51;25,45;101,70;91,97;60,44;65,50;2,23;-2,60;1162,69;1,04;1493;13,26;97786,81;398;6,37
2018T2;14;Córdoba;784079;19,78;40,07;22,15;2,60;26,00;14602,00;16244,00;12617,00;42,78;25,63;103,73;95,37;61,78;64,90;2,20;-2,19;1201,77;1,04;1791;16,08;94166,67;350;6,58
2018T3;14;Córdoba;784079;19,78;40,07;22,15;2,60;26,00;14602,00;16244,00;12617,00;41,65;25,40;103,17;92,55;62,89;65,90;2,17;-1,81;1167,22;1,04;1752;17,58;89679,16;531;6,39
2018T4;14;Córdoba;784079;19,78;40,07;22,15;2,60;26,00;14602,00;16244,00;12617,00;43,26;22,47;104,48;96,51;63,54;66,50;2,26;-1,57;1195,45;1,04;1492;11,66;84698,95;854;6,55
2019T1;14;Córdoba;780982;19,46;40,12;22,61;2,60;26,20;15477,00;17163,00;13440,00;44,45;21,05;102,77;92,79;64,02;64,60;2,37;-1,25;1186,99;3,60;1621;12,96;93272,52;242;6,14
2019T2;14;Córdoba;780982;19,46;40,12;22,61;2,60;26,20;15477,00;17163,00;13440,00;44,16;22,21;104,44;96,07;65,22;65,50;2,35;-1,14;1222,39;3,60;1741;15,51;99151,11;540;6,32
2019T3;14;Córdoba;780982;19,46;40,12;22,61;2,60;26,20;15477,00;17163,00;13440,00;42,85;25,28;103,16;93,19;66,60;64,70;2,15;-1,19;1162,01;3,60;1602;18,41;92474,05;396;6,01
2019T4;14;Córdoba;780982;19,46;40,12;22,61;2,60;26,20;15477,00;17163,00;13440,00;43,32;23,70;104,61;96,93;66,17;63,00;1,99;-1,08;1193,86;3,60;1666;21,25;95960,91;345;6,17
2020T1;14;Córdoba;780825;19,24;40,24;22,92;2,50;26,60;15547,00;17041,00;13725,00;43,09;24,89;103,35;92,62;66,67;63,80;2,03;-1,14;1169,89;1,17;1610;14,78;95396,69;534;6,02
2020T2;14;Córdoba;780825;19,24;40,24;22,92;2,50;26,60;15547,00;17041,00;13725,00;40,75;24,29;103,80;93,31;66,76;64,20;1,91;-1,64;1164,14;1,17;1068;12,73;109884,24;152;5,99
2020T3;14;Córdoba;780825;19,24;40,24;22,92;2,50;26,60;15547,00;17041,00;13725,00;41,92;24,09;102,71;92,71;67,44;63,60;1,94;-1,62;1149,13;1,17;1347;17,00;109236,43;641;5,91
2020T4;14;Córdoba;780825;19,24;40,24;22,92;2,50;26,60;15547,00;17041,00;13725,00;44,16;23,75;104,01;97,76;67,27;65,20;1,80;-1,19;1175,47;1,17;1573;24,86;101160,47;444;6,05
2021T1;14;Córdoba;777622;19,08;40,28;23,28;2,50;27,20;16670,00;18312,00;14698,00;45,29;20,21;103,92;94,96;67,10;64,70;1,72;-0,80;1143,03;1,55;1739;20,64;102438,80;440;5,49
2021T2;14;Córdoba;777622;19,08;40,28;23,28;2,50;27,20;16670,00;18312,00;14698,00;44,26;23,10;106,78;100,28;69,14;64,90;1,62;0,07;1182,98;1,55;2049;18,74;103357,73;630;5,68
2021T3;14;Córdoba;777622;19,08;40,28;23,28;2,50;27,20;16670,00;18312,00;14698,00;44,35;23,44;106,80;99,76;71,51;65,20;1,59;0,74;1167,85;1,55;2015;18,71;101603,48;996;5,60
2021T4;14;Córdoba;777622;19,08;40,28;23,28;2,50;27,20;16670,00;18312,00;14698,00;47,04;17,46;111,13;105,01;72,66;65,40;1,54;0,76;1214,11;1,55;1875;17,17;98717,66;587;5,83
2022T1;14;Córdoba;775110;18,96;40,23;23,70;2,50;27,70;17580,00;19340,00;15506,00;46,22;16,84;113,21;105,46;74,40;65,20;1,60;0,72;1271,92;4,73;2206;16,18;95445,90;423;5,79
2022T2;14;Córdoba;775110;18,96;40,23;23,70;2,50;27,70;17580,00;19340,00;15506,00;43,51;20,72;117,38;114,52;76,20;65,20;1,74;0,98;1310,35;4,73;2134;17,48;98330,80;462;5,96
2022T3;14;Córdoba;775110;18,96;40,23;23,70;2,50;27,70;17580,00;19340,00;15506,00;43,13;22,23;118,16;110,54;77,43;64,60;2,14;0,87;1317,95;4,73;2060;12,57;105334,54;494;6,00
2022T4;14;Córdoba;775110;18,96;40,23;23,70;2,50;27,70;17580,00;19340,00;15506,00;44,80;17,88;118,36;115,01;77,35;63,90;2,87;0,30;1321,22;4,73;2062;13,82;99918,62;728;6,01
2023T1;14;Córdoba;775002;18,88;40,23;24,01;2,50;28,20;18668,00;20521,00;16501,00;45,07;18,02;118,69;112,83;77,52;63,00;3,59;-0,75;1321,68;3,99;2066;15,63;105426,10;358;5,66
2023T2;14;Córdoba;775002;18,88;40,23;24,01;2,50;28,20;18668,00;20521,00;16501,00;43,87;22,07;120,67;116,60;79,63;62,70;3,89;-2,01;1337,95;3,99;2395;20,84;104176,99;410;5,73
2023T3;14;Córdoba;775002;18,88;40,23;24,01;2,50;28,20;18668,00;20521,00;16501,00;45,18;18,04;121,61;112,78;81,93;62,20;4,06;-3,14;1330,16;3,99;1954;20,06;106136,99;348;5,70
2023T4;14;Córdoba;775002;18,88;40,23;24,01;2,50;28,20;18668,00;20521,00;16501,00;47,26;15,50;122,82;117,61;81,45;61,40;4,03;-3,14;1374,33;3,99;1653;12,70;114841,46;405;5,89
2024T1;14;Córdoba;774313;18,88;40,23;24,01;2,50;28,20;19488,00;21460,00;17208,00;48,60;14,67;123,05;113,32;83,66;61,50;3,69;-2,61;1385,38;3,91;2262;29,31;107567,63;603;5,69
2024T2;14;Córdoba;774313;18,88;40,23;24,01;2,50;28,20;19488,00;21460,00;17208,00;46,61;17,54;125,16;117,41;87,22;63,00;3,55;-1,79;1435,58;3,91;2393;21,06;118306,31;650;5,89
2024T3;14;Córdoba;774313;18,88;40,23;24,01;2,50;28,20;19488,00;21460,00;17208,00;47,57;17,08;124,32;114,16;90,57;63,30;3,45;-0,62;1401,87;3,91;2449;17,93;100256,39;567;5,75
2024T4;14;Córdoba;774313;18,88;40,23;24,01;2,50;28,20;19488,00;21460,00;17208,00;49,10;17,18;125,20;118,19;92,35;64,10;3,17;0,21;1426,73;3,91;2364;16,24;117221,30;532;5,86
2015T1;15;Coruña, A;1127596;17,51;41,21;26,87;2,50;28,20;18972,00;21264,00;16380,00;44,12;19,77;98,95;90,33;61,18;60,70;2,61;-3,78;1167,49;0,05;1443;48,09;103796,91;348;4,92
2015T2;15;Coruña, A;1127596;17,51;41,21;26,87;2,50;28,20;18972,00;21264,00;16380,00;44,89;17,98;100,71;93,72;62,64;61,80;2,51;-3,32;1197,31;0,05;1305;43,30;90045,83;304;5,05
2015T3;15;Coruña, A;1127596;17,51;41,21;26,87;2,50;28,20;18972,00;21264,00;16380,00;45,93;16,07;99,86;90,26;63,15;62,30;2,45;-3,36;1201,37;0,05;1298;44,07;95543,17;267;5,07
2015T4;15;Coruña, A;1127596;17,51;41,21;26,87;2,50;28,20;18972,00;21264,00;16380,00;45,85;15,81;100,49;92,91;62,29;63,20;2,43;-3,27;1214,20;0,05;1337;37,62;99217,43;268;5,12
2016T1;15;Coruña, A;1123015;16,78;41,36;27,40;2,50;28,40;19360,00;21749,00;16694,00;45,51;16,11;98,01;88,55;63,20;63,90;2,33;-3,32;1214,39;1,86;1506;31,14;93046,51;354;5,02
2016T2;15;Coruña, A;1123015;16,78;41,36;27,40;2,50;28,40;19360,00;21749,00;16694,00;46,03;15,64;99,56;92,68;63,42;63,80;2,32;-3,60;1205,52;1,86;1752;32,19;96398,05;379;4,98
2016T3;15;Coruña, A;1123015;16,78;41,36;27,40;2,50;28,40;19360,00;21749,00;16694,00;46,74;15,41;99,48;89,74;63,95;63,80;2,37;-3,16;1215,56;1,86;1422;26,51;96395,44;443;5,02
2016T4;15;Coruña, A;1123015;16,78;41,36;27,40;2,50;28,40;19360,00;21749,00;16694,00;47,21;14,49;101,48;93,20;63,58;64,20;2,27;-3,10;1228,51;1,86;1342;30,25;98739,87;498;5,08
2017T1;15;Coruña, A;1120302;16,16;41,45;27,87;2,50;28,50;19539,00;21824,00;16984,00;46,14;15,44;101,07;90,09;64,03;64,80;2,24;-2,96;1229,96;3,79;1543;23,98;100757,65;350;5,04
2017T2;15;Coruña, A;1120302;16,16;41,45;27,87;2,50;28,50;19539,00;21824,00;16984,00;47,02;14,42;101,79;93,77;64,03;65,00;2,17;-2,83;1247,82;3,79;1599;22,01;96067,43;748;5,11
2017T3;15;Coruña, A;1120302;16,16;41,45;27,87;2,50;28,50;19539,00;21824,00;16984,00;47,78;13,32;101,30;91,13;65,05;64,90;2,22;-2,84;1247,52;3,79;1589;23,41;99275,16;484;5,11
2017T4;15;Coruña, A;1120302;16,16;41,45;27,87;2,50;28,50;19539,00;21824,00;16984,00;47,19;13,47;103,01;94,80;65,41;65,60;2,15;-2,79;1253,66;3,79;1633;21,00;103278,83;400;5,13
2018T1;15;Coruña, A;1120074;15,70;41,31;28,44;2,50;28,70;20385,00;22794,00;17728,00;46,79;13,88;101,95;91,97;66,08;65,50;2,23;-2,60;1245,68;5,34;1683;20,74;94557,87;473;4,89
2018T2;15;Coruña, A;1120074;15,70;41,31;28,44;2,50;28,70;20385,00;22794,00;17728,00;47,70;13,44;103,64;95,37;66,53;64,90;2,20;-2,19;1268,97;5,34;1883;19,97;99779,71;660;4,98
2018T3;15;Coruña, A;1120074;15,70;41,31;28,44;2,50;28,70;20385,00;22794,00;17728,00;49,18;10,90;103,51;92,55;67,70;65,90;2,17;-1,81;1239,61;5,34;1877;18,97;101305,15;385;4,86
2018T4;15;Coruña, A;1120074;15,70;41,31;28,44;2,50;28,70;20385,00;22794,00;17728,00;48,68;10,70;104,60;96,51;68,07;66,50;2,26;-1,57;1281,73;5,34;1809;19,57;107426,54;497;5,03
2019T1;15;Coruña, A;1120432;15,44;41,16;28,88;2,50;29,00;21208,00;23635,00;18559,00;49,10;10,11;102,98;92,79;68,43;64,60;2,37;-1,25;1260,51;6,01;2087;21,18;99972,54;567;4,75
2019T2;15;Coruña, A;1120432;15,44;41,16;28,88;2,50;29,00;21208,00;23635,00;18559,00;49,37;9,89;104,47;96,07;69,76;65,50;2,35;-1,14;1297,87;6,01;2186;19,85;103278,54;484;4,90
