periodo;codigo_provincia;provincia;comunidad_autonoma;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;pct_poblacion_espanola;tasa_migracion_neta_exterior_por_1000_habitantes;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_actividad_pct_total;tasa_empleo_pct_total;tasa_paro_pct_total;renta_neta_media_por_hogar_eur;renta_mediana_por_unidad_consumo_eur;indice_precios_consumo_base_2015;indice_costes_construccion;tipo_interes_prestamos_vivienda_pct;importe_medio_hipoteca_vivienda_eur;valor_tasado_m2;ipv_general;compraventas_por_1000_hab;pct_compraventas_vivienda_nueva;visados_obra_nueva_por_1000_hab;plazas_hoteleras_por_1000_hab;pernoctaciones_por_habitante;valores_arrastrados;precio_m2_mercado;IAV_hombre;IAV_mujer;brecha_iav_absoluta;IAV_total
2015T3;28;Madrid;Madrid, Comunidad de;6375737,0;19,938;42,03;19,479;2,7;25,5;87,7;-0,04;24734,0;28284,0;20824,0;63,93;53,53;16,27;37225,0;17150,0;99,96;90,26;2,45;152963,45;2075,7;50,98;2,073;21,46;0,54;16,229;0,873;0;2109,886;5,968;8,106;2,138;6,824
2015T4;28;Madrid;Madrid, Comunidad de;6375737,0;19,938;42,03;19,479;2,7;25,5;87,7;-0,04;24734,0;28284,0;20824,0;64,75;54,06;16,51;37225,0;17150,0;100,21;92,907;2,427;153884,34;2101,9;51,177;1,772;22,98;0,489;16,56;0,88;0;2118,039;5,991;8,137;2,146;6,851
2016T1;28;Madrid;Madrid, Comunidad de;6411466,0;19,407;42,16;19,844;2,7;25,6;87,8;2,74;24886,0;28562,0;20850,0;64,24;53,44;16,81;38297,0;17150,0;98,54;88,55;2,33;146741,49;2129,6;52,655;2,354;25,49;0,83;16,473;0,78;0;2179,209;6,104;8,361;2,258;7,005
2016T2;28;Madrid;Madrid, Comunidad de;6411466,0;19,407;42,16;19,844;2,7;25,6;87,8;2,74;24886,0;28562,0;20850,0;64,03;53,63;16,25;38297,0;17150,0;99,71;92,68;2,323;149334,72;2178,2;54,312;2,444;22,93;0,671;16,488;0,906;0;2247,786;6,296;8,625;2,329;7,226
2016T3;28;Madrid;Madrid, Comunidad de;6411466,0;19,407;42,16;19,844;2,7;25,6;87,8;2,74;24886,0;28562,0;20850,0;63,15;53,55;15,19;38297,0;17150,0;99,71;89,743;2,367;157220,07;2165,4;54,963;2,37;21,47;0,701;16,281;0,9;0;2274,729;6,371;8,728;2,357;7,312
2016T4;28;Madrid;Madrid, Comunidad de;6411466,0;19,407;42,16;19,844;2,7;25,6;87,8;2,74;24886,0;28562,0;20850,0;63,18;53,96;14,6;38297,0;17150,0;101,0;93,203;2,273;156641,95;2203,3;55,791;2,044;21,42;0,632;16,592;0,882;0;2308,997;6,467;8,859;2,392;7,423
2017T1;28;Madrid;Madrid, Comunidad de;6459297,0;18,983;42,22;20,189;2,7;25,6;87,4;6,69;25120,0;28787,0;21112,0;62,67;53,75;14,23;38983,0;17850,0;100,86;90,093;2,237;157945,19;2234,5;58,26;2,625;21,34;0,729;16,634;0,817;0;2411,18;6,701;9,137;2,436;7,679
2017T2;28;Madrid;Madrid, Comunidad de;6459297,0;18,983;42,22;20,189;2,7;25,6;87,4;6,69;25120,0;28787,0;21112,0;62,64;54,47;13,04;38983,0;17850,0;101,59;93,773;2,17;160064,7;2263,6;60,215;2,869;22,82;0,854;16,837;1,006;0;2492,091;6,926;9,443;2,518;7,937
2017T3;28;Madrid;Madrid, Comunidad de;6459297,0;18,983;42,22;20,189;2,7;25,6;87,4;6,69;25120,0;28787,0;21112,0;62,85;55,09;12,35;38983,0;17850,0;101,23;91,133;2,217;164034,87;2305,2;61,75;2,807;21,79;0,749;16,444;0,955;0;2555,619;7,102;9,684;2,582;8,139
2017T4;28;Madrid;Madrid, Comunidad de;6459297,0;18,983;42,22;20,189;2,7;25,6;87,4;6,69;25120,0;28787,0;21112,0;63,32;54,62;13,75;38983,0;17850,0;102,42;94,803;2,153;170596,6;2354,9;62,437;2,601;23,08;0,879;16,684;0,939;0;2584,052;7,181;9,792;2,611;8,229
2018T1;28;Madrid;Madrid, Comunidad de;6529923,0;18,838;42,14;20,5;2,7;25,7;86,8;11,19;25904,0;29573,0;21906,0;63,27;54,79;13,4;40929,0;18550,0;101,91;91,97;2,227;168926,64;2413,2;64,175;2,873;20,93;0,918;16,584;0,839;0;2655,982;7,185;9,7;2,515;8,203
2018T2;28;Madrid;Madrid, Comunidad de;6529923,0;18,838;42,14;20,5;2,7;25,7;86,8;11,19;25904,0;29573,0;21906,0;62,84;55,25;12,08;40929,0;18550,0;103,31;95,373;2,197;173450,78;2481,5;66,306;3,077;21,09;1,034;17,019;0,989;0;2744,177;7,423;10,022;2,598;8,475
2018T3;28;Madrid;Madrid, Comunidad de;6529923,0;18,838;42,14;20,5;2,7;25,7;86,8;11,19;25904,0;29573,0;21906,0;62,53;55,11;11,86;40929,0;18550,0;103,38;92,553;2,167;178410,79;2496,7;68,473;3,089;22,62;0,983;17,151;0,954;0;2833,861;7,666;10,349;2,683;8,752
2018T4;28;Madrid;Madrid, Comunidad de;6529923,0;18,838;42,14;20,5;2,7;25,7;86,8;11,19;25904,0;29573,0;21906,0;62,94;55,68;11,54;40929,0;18550,0;104,35;96,513;2,26;183395,36;2546,0;68,417;2,692;24,24;0,753;17,243;0,975;0;2831,544;7,66;10,341;2,681;8,745
2019T1;28;Madrid;Madrid, Comunidad de;6618078,0;18,936;41,98;20,745;2,7;25,6;85,9;14,03;26721,0;30439,0;22685,0;62,71;55,37;11,7;42058,0;19250,0;103,39;92,79;2,37;150095,36;2612,7;70,41;2,981;26,57;1,062;17,176;0,863;0;2914,027;7,659;10,276;2,618;8,724
2019T2;28;Madrid;Madrid, Comunidad de;6618078,0;18,936;41,98;20,745;2,7;25,6;85,9;14,03;26721,0;30439,0;22685,0;62,86;56,23;10,54;42058,0;19250,0;104,52;96,067;2,35;177929,46;2610,3;70,588;2,756;21,27;1,026;17,454;1,037;0;2921,394;7,678;10,302;2,624;8,746
2019T3;28;Madrid;Madrid, Comunidad de;6618078,0;18,936;41,98;20,745;2,7;25,6;85,9;14,03;26721,0;30439,0;22685,0;62,37;55,97;10,26;42058,0;19250,0;104,03;93,19;2,153;188601,92;2611,1;71,625;2,624;20,83;0,743;17,111;0,993;0;2964,312;7,791;10,454;2,663;8,875
