periodo;codigo_provincia;provincia;comunidad_autonoma;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;pct_poblacion_espanola;tasa_migracion_neta_exterior_por_1000_habitantes;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_actividad_pct_total;tasa_empleo_pct_total;tasa_paro_pct_total;renta_neta_media_por_hogar_eur;renta_mediana_por_unidad_consumo_eur;indice_precios_consumo_base_2015;indice_costes_construccion;tipo_interes_prestamos_vivienda_pct;importe_medio_hipoteca_vivienda_eur;valor_tasado_m2;ipv_general;compraventas_por_1000_hab;pct_compraventas_vivienda_nueva;visados_obra_nueva_por_1000_hab;plazas_hoteleras_por_1000_hab;pernoctaciones_por_habitante;valores_arrastrados;precio_m2_mercado;IAV_hombre;IAV_mujer;brecha_iav_absoluta;IAV_total
2017T3;2;Albacete;Castilla - La Mancha;390225,0;19,841;40,22;22,181;2,6;28,3;93,9;1,26;16132,0;17473,0;14361,0;57,98;45,92;20,81;25627,0;12950,0;100,73;91,133;2,217;99307,49;911,3;71,186;1,909;19,33;0,577;16,566;0,548;0;974,818;4,463;5,43;0,967;4,834
2017T4;2;Albacete;Castilla - La Mancha;390225,0;19,841;40,22;22,181;2,6;28,3;93,9;1,26;16132,0;17473,0;14361,0;59,72;46,57;22,01;25627,0;12950,0;102,52;94,803;2,153;87975,28;932,9;70,685;1,586;24,23;0,436;15,241;0,419;0;967,957;4,432;5,392;0,96;4,8
2018T1;2;Albacete;Castilla - La Mancha;388948,0;19,449;40,44;22,468;2,6;28,8;93,7;1,98;16764,0;18181,0;14928,0;58,97;44,92;23,82;26719,0;13650,0;101,56;91,97;2,227;89484,04;905,1;71,692;2,021;28,88;0,386;13,465;0,294;0;981,747;4,32;5,261;0,941;4,685
2018T2;2;Albacete;Castilla - La Mancha;388948,0;19,449;40,44;22,468;2,6;28,8;93,7;1,98;16764,0;18181,0;14928,0;60,4;47,92;20,66;26719,0;13650,0;103,41;95,373;2,197;82183,36;897,6;72,509;1,815;23,23;0,717;15,843;0,487;0;992,935;4,369;5,321;0,952;4,738
2018T3;2;Albacete;Castilla - La Mancha;388948,0;19,449;40,44;22,468;2,6;28,8;93,7;1,98;16764,0;18181,0;14928,0;59,41;49,39;16,86;26719,0;13650,0;103,4;92,553;2,167;89120,0;916,7;73,467;1,982;20,36;0,483;16,165;0,549;0;1006,054;4,427;5,391;0,965;4,801
2018T4;2;Albacete;Castilla - La Mancha;388948,0;19,449;40,44;22,468;2,6;28,8;93,7;1,98;16764,0;18181,0;14928,0;59,13;48,73;17,59;26719,0;13650,0;104,66;96,513;2,26;83245,37;941,8;73,575;1,787;21,87;0,47;15,85;0,45;0;1007,533;4,433;5,399;0,966;4,808
2019T1;2;Albacete;Castilla - La Mancha;387818,0;19,242;40,51;22,816;2,5;29,0;93,2;5,11;17597,0;19036,0;15728,0;57,38;47,13;17,85;27995,0;14350,0;102,86;92,79;2,37;100898,38;922,7;74,646;2,238;23,27;0,374;13,829;0,323;0;1022,199;4,296;5,199;0,904;4,647
2019T2;2;Albacete;Castilla - La Mancha;387818,0;19,242;40,51;22,816;2,5;29,0;93,2;5,11;17597,0;19036,0;15728,0;55,95;46,05;17,7;27995,0;14350,0;104,26;96,067;2,35;86179,18;942,9;75,333;2,096;31,0;0,402;15,973;0,537;0;1031,607;4,335;5,247;0,912;4,69
2019T3;2;Albacete;Castilla - La Mancha;387818,0;19,242;40,51;22,816;2,5;29,0;93,2;5,11;17597,0;19036,0;15728,0;56,05;46,8;16,5;27995,0;14350,0;103,44;93,19;2,153;100865,98;924,8;75,741;1,952;29,06;0,56;16,31;0,579;0;1037,194;4,359;5,276;0,917;4,715
2019T4;2;Albacete;Castilla - La Mancha;387818,0;19,242;40,51;22,816;2,5;29,0;93,2;5,11;17597,0;19036,0;15728,0;55,54;46,27;16,69;27995,0;14350,0;105,09;96,93;1,99;97025,34;917,7;75,798;1,887;27,32;0,709;15,41;0,484;0;1037,974;4,362;5,28;0,917;4,719
2020T1;2;Albacete;Castilla - La Mancha;387838,0;19,088;40,64;23,028;2,5;29,4;93,1;2,94;17961,0;19207,0;16327,0;56,58;44,85;20,72;28288,0;14350,0;103,45;92,617;2,03;87523,5;893,7;75,411;2,047;26,7;0,518;12,678;0,261;0;1032,675;4,301;5,06;0,759;4,6
2020T2;2;Albacete;Castilla - La Mancha;387838,0;19,088;40,64;23,028;2,5;29,4;93,1;2,94;17961,0;19207,0;16327,0;53,56;44,23;17,41;28288,0;14350,0;103,42;93,307;1,907;84649,64;889,5;76,499;1,013;21,12;0,673;3,721;0,051;0;1047,574;4,363;5,133;0,77;4,666
2020T3;2;Albacete;Castilla - La Mancha;387838,0;19,088;40,64;23,028;2,5;29,4;93,1;2,94;17961,0;19207,0;16327,0;56,47;46,61;17,48;28288,0;14350,0;102,92;92,713;1,937;100998,42;902,1;76,788;1,893;24,52;0,348;12,578;0,298;0;1051,531;4,38;5,152;0,773;4,684
2020T4;2;Albacete;Castilla - La Mancha;387838,0;19,088;40,64;23,028;2,5;29,4;93,1;2,94;17961,0;19207,0;16327,0;58,9;48,63;17,44;28288,0;14350,0;104,16;97,763;1,8;88795,77;913,0;76,702;1,934;20,8;0,606;11,707;0,191;0;1050,354;4,375;5,147;0,772;4,678
2021T1;2;Albacete;Castilla - La Mancha;386726,0;19,023;40,98;22,959;2,5;29,8;92,9;2,07;18798,0;20195,0;17010,0;57,58;46,1;19,93;29451,0;15050,0;104,17;94,957;1,72;101690,08;896,4;75,622;2,159;22,4;0,703;10,553;0,151;0;1035,564;4,102;4,87;0,768;4,407
2021T2;2;Albacete;Castilla - La Mancha;386726,0;19,023;40,98;22,959;2,5;29,8;92,9;2,07;18798,0;20195,0;17010,0;57,55;49,21;14,49;29451,0;15050,0;106,58;100,28;1,62;95605,96;920,3;78,319;2,265;23,17;0,613;12,815;0,273;0;1072,497;4,249;5,044;0,796;4,564
2021T3;2;Albacete;Castilla - La Mancha;386726,0;19,023;40,98;22,959;2,5;29,8;92,9;2,07;18798,0;20195,0;17010,0;58,48;49,31;15,67;29451,0;15050,0;106,59;99,757;1,593;100413,07;903,5;79,089;2,438;21,95;0,367;15,203;0,469;0;1083,041;4,29;5,094;0,803;4,609
2021T4;2;Albacete;Castilla - La Mancha;386726,0;19,023;40,98;22,959;2,5;29,8;92,9;2,07;18798,0;20195,0;17010,0;54,6;48,04;12,02;29451,0;15050,0;110,7;105,007;1,543;96015,48;918,9;79,766;2,048;19,44;0,437;14,506;0,398;0;1092,312;4,327;5,137;0,81;4,649
2022T1;2;Albacete;Castilla - La Mancha;385967,0;18,897;41,01;23,279;2,5;30,1;92,4;9,57;19680,0;21243,0;17726,0;57,5;47,94;16,62;30908,0;15750,0;113,03;105,46;1,597;104749,0;924,7;81,012;2,521;15,72;0,326;14,002;0,304;0;1109,375;4,178;5,007;0,829;4,51
2022T2;2;Albacete;Castilla - La Mancha;385967,0;18,897;41,01;23,279;2,5;30,1;92,4;9,57;19680,0;21243,0;17726,0;57,48;50,21;12,65;30908,0;15750,0;117,56;114,52;1,737;100134,92;934,4;83,044;3,096;28,2;0,383;16,564;0,524;0;1137,201;4,283;5,132;0,85;4,623
2022T3;2;Albacete;Castilla - La Mancha;385967,0;18,897;41,01;23,279;2,5;30,1;92,4;9,57;19680,0;21243,0;17726,0;56,97;50,69;11,01;30908,0;15750,0;118,75;110,537;2,143;103799,76;929,2;84,289;2,606;17,2;0,396;16,917;0,582;0;1154,25;4,347;5,209;0,862;4,692
2022T4;2;Albacete;Castilla - La Mancha;385967,0;18,897;41,01;23,279;2,5;30,1;92,4;9,57;19680,0;21243,0;17726,0;58,46;51,96;11,11;30908,0;15750,0;118,75;115,007;2,867;105656,91;934,9;82,979;2,215;13,92;0,451;15,671;0,477;0;1136,311;4,279;5,128;0,849;4,619
2023T1;2;Albacete;Castilla - La Mancha;387529,0;18,823;41,02;23,535;2,5;30,5;91,8;8,28;20702,0;22312,0;18711,0;58,98;50,78;13,89;32600,0;17150,0;119,05;112,827;3,593;98798,1;950,7;82,324;2,709;23,81;0,317;14,166;0,345;0;1127,341;4,042;4,82;0,778;4,356
2023T2;2;Albacete;Castilla - La Mancha;387529,0;18,823;41,02;23,535;2,5;30,5;91,8;8,28;20702,0;22312,0;18711,0;59,38;51,81;12,74;32600,0;17150,0;121,21;116,6;3,887;105783,05;951,2;84,69;2,392;19,74;0,963;16,757;0,56;0;1159,741;4,158;4,959;0,8;4,482
2023T3;2;Albacete;Castilla - La Mancha;387529,0;18,823;41,02;23,535;2,5;30,5;91,8;8,28;20702,0;22312,0;18711,0;58,24;52,93;9,11;32600,0;17150,0;122,37;112,777;4,057;94826,99;984,6;85,161;2,232;15,14;0,501;16,645;0,588;0;1166,191;4,181;4,986;0,805;4,507
2023T4;2;Albacete;Castilla - La Mancha;387529,0;18,823;41,02;23,535;2,5;30,5;91,8;8,28;20702,0;22312,0;18711,0;57,42;50,47;12,09;32600,0;17150,0;123,44;117,607;4,03;105914,66;984,3;84,707;2,152;25,54;0,4;15,646;0,492;0;1159,974;4,159;4,96;0,8;4,483
2024T1;2;Albacete;Castilla - La Mancha;389070,0;18,823;41,02;23,535;2,5;30,5;91,8;8,61;21576,0;23309,0;19449,0;55,77;48,39;13,23;32600,0;17150,0;123,63;113,317;3,693;99133,94;1004,9;86,38;2,336;21,89;0,858;14,361;0,368;1;1182,884;4,06;4,866;0,806;4,386
2024T2;2;Albacete;Castilla - La Mancha;389070,0;18,823;41,02;23,535;2,5;30,5;91,8;8,61;21576,0;23309,0;19449,0;56,4;50,34;10,74;32600,0;17150,0;125,74;117,41;3,55;93165,25;1006,5;89,16;2,442;16,21;0,401;16,715;0,57;1;1220,953;4,19;5,022;0,832;4,527
2024T3;2;Albacete;Castilla - La Mancha;389070,0;18,823;41,02;23,535;2,5;30,5;91,8;8,61;21576,0;23309,0;19449,0;57,35;51,66;9,92;32600,0;17150,0;124,93;114,163;3,45;103397,32;1003,7;91,033;2,539;19,23;0,625;16,534;0,646;1;1246,602;4,279;5,128;0,849;4,622
2024T4;2;Albacete;Castilla - La Mancha;389070,0;18,823;41,02;23,535;2,5;30,5;91,8;8,61;21576,0;23309,0;19449,0;56,74;50,29;11,37;32600,0;17150,0;126,09;118,19;3,167;97640,55;1029,1;92,054;2,491;18,27;0,897;16,272;0,557;1;1260,583;4,327;5,185;0,859;4,674
2015T1;3;Alicante/Alacant;Comunitat Valenciana;1838578,0;19,432;41,24;21,533;2,5;28,7;81,3;-0,25;15425,0;16864,0;13716,0;57,58;42,37;26,42;22536,0;11550,0;98,85;90,33;2,613;85465,9;1216,0;58,072;3,504;24,55;0,666;33,024;1,521;0;1195,185;5,67;6,971;1,301;6,199
2015T2;3;Alicante/Alacant;Comunitat Valenciana;1838578,0;19,432;41,24;21,533;2,5;28,7;81,3;-0,25;15425,0;16864,0;13716,0;58,36;44,29;24,11;22536,0;11550,0;101,0;93,72;2,507;78483,42;1237,9;60,382;3,603;20,47;0,766;38,698;2,499;0;1242,728;5,895;7,248;1,353;6,445
2015T3;3;Alicante/Alacant;Comunitat Valenciana;1838578,0;19,432;41,24;21,533;2,5;28,7;81,3;-0,25;15425,0;16864,0;13716,0;58,21;44,6;23,39;22536,0;11550,0;99,94;90,26;2,45;80680,79;1223,8;60,219;4,018;19,49;0,71;39,446;3,203;0;1239,373;5,879;7,229;1,349;6,428
2015T4;3;Alicante/Alacant;Comunitat Valenciana;1838578,0;19,432;41,24;21,533;2,5;28,7;81,3;-0,25;15425,0;16864,0;13716,0;58,36;44,96;22,96;22536,0;11550,0;100,21;92,907;2,427;84031,21;1240,4;60,289;3,483;16,88;0,702;34,156;1,782;0;1240,814;5,886;7,237;1,351;6,435
2016T1;3;Alicante/Alacant;Comunitat Valenciana;1837873,0;18,868;41,52;21,801;2,5;28,7;82,2;-0,77;15597,0;17079,0;13845,0;58,02;44,31;23,62;23165,0;11550,0;97,86;88,55;2,33;84665,62;1228,7;61,035;3,879;18,25;0,945;32,662;1,765;0;1256,167;5,884;7,258;1,374;6,443
2016T2;3;Alicante/Alacant;Comunitat Valenciana;1837873,0;18,868;41,52;21,801;2,5;28,7;82,2;-0,77;15597,0;17079,0;13845,0;60,44;46,7;22,74;23165,0;11550,0;99,65;92,68;2,323;80201,87;1224,2;61,481;4,352;15,99;1,109;38,604;2,495;0;1265,346;5,927;7,311;1,384;6,49
2016T3;3;Alicante/Alacant;Comunitat Valenciana;1837873,0;18,868;41,52;21,801;2,5;28,7;82,2;-0,77;15597,0;17079,0;13845,0;59,74;48,62;18,61;23165,0;11550,0;99,26;89,743;2,367;86061,97;1240,6;61,353;4,23;16,77;0,665;39,949;3,401;0;1262,712;5,915;7,296;1,382;6,477
2016T4;3;Alicante/Alacant;Comunitat Valenciana;1837873,0;18,868;41,52;21,801;2,5;28,7;82,2;-0,77;15597,0;17079,0;13845,0;58,59;47,93;18,21;23165,0;11550,0;100,8;93,203;2,273;85374,6;1233,3;61,334;3,692;15,43;0,741;35,516;2,022;0;1262,321;5,913;7,294;1,381;6,475
2017T1;3;Alicante/Alacant;Comunitat Valenciana;1836715,0;18,402;41,7;22,11;2,5;28,7;81,7;1,76;15938,0;17470,0;14127,0;58,75;47,13;19,77;24112,0;12250,0;100,57;90,093;2,237;86744,57;1250,1;62,179;4,587;15,94;0,893;34,343;1,71;0;1279,712;5,86;7,247;1,387;6,423
2017T2;3;Alicante/Alacant;Comunitat Valenciana;1836715,0;18,402;41,7;22,11;2,5;28,7;81,7;1,76;15938,0;17470,0;14127,0;58,74;47,89;18,48;24112,0;12250,0;101,6;93,773;2,17;83617,33;1239,1;62,615;4,936;14,03;0,855;39,261;2,69;0;1288,685;5,901;7,298;1,396;6,468
2017T3;3;Alicante/Alacant;Comunitat Valenciana;1836715,0;18,402;41,7;22,11;2,5;28,7;81,7;1,76;15938,0;17470,0;14127,0;58,5;49,01;16,22;24112,0;12250,0;100,97;91,133;2,217;89029,37;1231,1;63,158;4,733;18,77;1,265;40,481;3,374;0;1299,861;5,952;7,361;1,409;6,525
2017T4;3;Alicante/Alacant;Comunitat Valenciana;1836715,0;18,402;41,7;22,11;2,5;28,7;81,7;1,76;15938,0;17470,0;14127,0;58,43;47,94;17,96;24112,0;12250,0;102,39;94,803;2,153;87258,71;1252,9;63,878;4,646;18,53;1,125;35,831;2,052;0;1314,679;6,02;7,445;1,425;6,599
2018T1;3;Alicante/Alacant;Comunitat Valenciana;1839319,0;18,096;41,79;22,321;2,5;28,9;80,9;10,25;16467,0;18021,0;14652,0;57,69;47,14;18,3;25161,0;12950,0;101,57;91,97;2,227;87163,44;1274,4;64,306;5,537;14,62;1,17;34,033;1,721;0;1323,488;5,875;7,226;1,351;6,43
2018T2;3;Alicante/Alacant;Comunitat Valenciana;1839319,0;18,096;41,79;22,321;2,5;28,9;80,9;10,25;16467,0;18021,0;14652,0;57,23;48,3;15,6;25161,0;12950,0;103,57;95,373;2,197;94088,65;1270,2;65,139;5,701;16,44;1,069;40,139;2,62;0;1340,632;5,951;7,32;1,368;6,513
2018T3;3;Alicante/Alacant;Comunitat Valenciana;1839319,0;18,096;41,79;22,321;2,5;28,9;80,9;10,25;16467,0;18021,0;14652,0;58,2;49,39;15,14;25161,0;12950,0;103,46;92,553;2,167;96042,55;1253,8;66,11;5,392;15,88;0,739;41,383;3,334;0;1360,616;6,04;7,429;1,389;6,61
2018T4;3;Alicante/Alacant;Comunitat Valenciana;1839319,0;18,096;41,79;22,321;2,5;28,9;80,9;10,25;16467,0;18021,0;14652,0;56,73;47,86;15,63;25161,0;12950,0;104,13;96,513;2,26;96610,32;1289,9;66,529;4,79;13,05;1,241;37,991;2,101;0;1369,24;6,078;7,476;1,398;6,652
2019T1;3;Alicante/Alacant;Comunitat Valenciana;1855384,0;17,991;41,87;22,482;2,5;28,9;80,1;13,39;17139,0;18730,0;15292,0;56,14;47,47;15,44;26293,0;13650,0;102,51;92,79;2,37;95275,85;1312,3;66,986;5,192;14,52;1,299;35,161;1,748;0;1378,645;5,889;7,212;1,324;6,435
2019T2;3;Alicante/Alacant;Comunitat Valenciana;1855384,0;17,991;41,87;22,482;2,5;28,9;80,1;13,39;17139,0;18730,0;15292,0;58,61;49,99;14,71;26293,0;13650,0;104,11;96,067;2,35;97090,73;1314,8;68,229;5,196;15,83;0,942;40,313;2,546;0;1404,228;5,998;7,346;1,348;6,555
2019T3;3;Alicante/Alacant;Comunitat Valenciana;1855384,0;17,991;41,87;22,482;2,5;28,9;80,1;13,39;17139,0;18730,0;15292,0;58,55;50,61;13,57;26293,0;13650,0;103,42;93,19;2,153;94310,1;1307,0;68,896;4,935;18,45;0,866;42,263;3,311;0;1417,955;6,056;7,418;1,362;6,619
2019T4;3;Alicante/Alacant;Comunitat Valenciana;1855384,0;17,991;41,87;22,482;2,5;28,9;80,1;13,39;17139,0;18730,0;15292,0;59,24;49,95;15,68;26293,0;13650,0;104,45;96,93;1,99;98293,39;1314,6;69,038;4,694;17,36;0,736;37,866;2,0;0;1420,878;6,069;7,433;1,364;6,632
2020T1;3;Alicante/Alacant;Comunitat Valenciana;1877627,0;17,958;41,87;22,639;2,5;29,2;80,2;6,43;16897,0;18327,0;15224,0;56,57;48,08;15,01;26274,0;13650,0;103,05;92,617;2,03;93854,39;1294,9;69,334;4,811;15,88;1,252;31,317;1,252;0;1426,97;6,229;7,499;1,27;6,756
2020T2;3;Alicante/Alacant;Comunitat Valenciana;1877627,0;17,958;41,87;22,639;2,5;29,2;80,2;6,43;16897,0;18327,0;15224,0;54,22;44,23;18,41;26274,0;13650,0;103,23;93,307;1,907;88389,73;1261,6;69,322;2,578;16,38;0,609;2,199;0,032;0;1426,723;6,228;7,497;1,269;6,755
2020T3;3;Alicante/Alacant;Comunitat Valenciana;1877627,0;17,958;41,87;22,639;2,5;29,2;80,2;6,43;16897,0;18327,0;15224,0;57,24;46,21;19,28;26274,0;13650,0;102,77;92,713;1,937;107670,37;1282,8;70,301;3,79;18,7;0,726;26,295;0,978;0;1446,872;6,316;7,603;1,287;6,85
2020T4;3;Alicante/Alacant;Comunitat Valenciana;1877627,0;17,958;41,87;22,639;2,5;29,2;80,2;6,43;16897,0;18327,0;15224,0;56,99;45,92;19,41;26274,0;13650,0;103,59;97,763;1,8;105851,33;1291,9;70,184;4,104;15,61;0,724;14,59;0,279;0;1444,464;6,305;7,59;1,285;6,839
2021T1;3;Alicante/Alacant;Comunitat Valenciana;1887036,0;17,845;41,93;22,901;2,5;29,6;79,6;11,47;17649,0;19108,0;15954,0;55,32;44,71;19,18;27380,0;14350,0;103,9;94,957;1,72;99131,38;1299,0;70,174;4,179;17,35;0,693;8,685;0,13;0;1444,258;6,047;7,242;1,195;6,547
2021T2;3;Alicante/Alacant;Comunitat Valenciana;1887036,0;17,845;41,93;22,901;2,5;29,6;79,6;11,47;17649,0;19108,0;15954,0;56,06;45,83;18,24;27380,0;14350,0;106,22;100,28;1,62;96037,22;1320,6;72,314;4,405;15,04;0,916;20,318;0,67;0;1488,301;6,231;7,463;1,232;6,746
2021T3;3;Alicante/Alacant;Comunitat Valenciana;1887036,0;17,845;41,93;22,901;2,5;29,6;79,6;11,47;17649,0;19108,0;15954,0;57,0;46,46;18,49;27380,0;14350,0;106,53;99,757;1,593;105930,46;1341,3;73,792;5,331;15,24;0,892;37,023;2,354;0;1518,72;6,358;7,615;1,257;6,884
2021T4;3;Alicante/Alacant;Comunitat Valenciana;1887036,0;17,845;41,93;22,901;2,5;29,6;79,6;11,47;17649,0;19108,0;15954,0;57,96;47,0;18,91;27380,0;14350,0;110,01;105,007;1,543;108237,55;1375,1;74,934;5,404;14,55;0,957;32,565;1,248;0;1542,224;6,457;7,733;1,276;6,991
2022T1;3;Alicante/Alacant;Comunitat Valenciana;1907494,0;17,717;41,88;23,367;2,5;29,5;77,9;26,62;19112,0;20741,0;17259,0;57,87;49,21;14,97;28965,0;15050,0;112,44;105,46;1,597;103517,0;1411,4;76,447;6,384;12,76;0,801;28,223;1,005;0;1573,363;6,069;7,293;1,224;6,586
2022T2;3;Alicante/Alacant;Comunitat Valenciana;1907494,0;17,717;41,88;23,367;2,5;29,5;77,9;26,62;19112,0;20741,0;17259,0;57,05;48,84;14,39;28965,0;15050,0;116,15;114,52;1,737;104613,31;1400,9;78,108;6,492;12,31;0,851;40,323;2,375;0;1607,548;6,2;7,451;1,251;6,729
2022T3;3;Alicante/Alacant;Comunitat Valenciana;1907494,0;17,717;41,88;23,367;2,5;29,5;77,9;26,62;19112,0;20741,0;17259,0;57,92;50,02;13,65;28965,0;15050,0;117,72;110,537;2,143;103969,36;1411,8;78,892;7,145;13,98;0,614;42,379;3,193;0;1623,684;6,263;7,526;1,263;6,797
2022T4;3;Alicante/Alacant;Comunitat Valenciana;1907494,0;17,717;41,88;23,367;2,5;29,5;77,9;26,62;19112,0;20741,0;17259,0;59,98;50,63;15,57;28965,0;15050,0;117,43;115,007;2,867;111042,59;1402,0;78,722;6,483;12,54;0,821;37,303;1,856;0;1620,185;6,249;7,51;1,261;6,782
2023T1;3;Alicante/Alacant;Comunitat Valenciana;1955268,0;17,908;41,64;23,444;2,5;29,5;76,9;19,89;20186,0;21867,0;18291,0;58,17;48,92;15,9;31507,0;15750,0;118,26;112,827;3,593;108876,86;1453,7;79,015;6,757;14,43;0,941;33,092;1,43;0;1626,215;5,949;7,113;1,163;6,445
2023T2;3;Alicante/Alacant;Comunitat Valenciana;1955268,0;17,908;41,64;23,444;2,5;29,5;76,9;19,89;20186,0;21867,0;18291,0;57,46;50,15;12,74;31507,0;15750,0;119,91;116,6;3,887;99251,67;1463,8;80,817;6,473;14,31;1,655;40,592;2,476;0;1663,302;6,085;7,275;1,19;6,592
2023T3;3;Alicante/Alacant;Comunitat Valenciana;1955268,0;17,908;41,64;23,444;2,5;29,5;76,9;19,89;20186,0;21867,0;18291,0;59,0;52,16;11,6;31507,0;15750,0;121,24;112,777;4,057;111830,18;1503,1;82,904;6,188;15,75;0,886;41,175;3,061;0;1706,255;6,242;7,463;1,22;6,762
2023T4;3;Alicante/Alacant;Comunitat Valenciana;1955268,0;17,908;41,64;23,444;2,5;29,5;76,9;19,89;20186,0;21867,0;18291,0;58,64;50,83;13,33;31507,0;15750,0;121,71;117,607;4,03;112498,06;1532,3;82,063;5,443;14,6;0,865;36,87;1,878;0;1688,947;6,179;7,387;1,208;6,694
2024T1;3;Alicante/Alacant;Comunitat Valenciana;1993289,0;17,908;41,64;23,444;2,5;29,5;76,9;20,54;20984,0;22661,0;19102,0;56,16;48,09;14,37;31507,0;15750,0;122,17;113,317;3,693;110229,67;1560,4;84,149;6,421;16,86;0,878;33,816;1,667;1;1731,879;6,114;7,253;1,139;6,603
2024T2;3;Alicante/Alacant;Comunitat Valenciana;1993289,0;17,908;41,64;23,444;2,5;29,5;76,9;20,54;20984,0;22661,0;19102,0;57,33;49,82;13,11;31507,0;15750,0;124,19;117,41;3,55;109674,13;1559,9;87,789;5,882;19,61;1,451;40,135;2,561;1;1806,794;6,379;7,567;1,188;6,888
2024T3;3;Alicante/Alacant;Comunitat Valenciana;1993289,0;17,908;41,64;23,444;2,5;29,5;76,9;20,54;20984,0;22661,0;19102,0;56,8;48,98;13,77;31507,0;15750,0;123,85;114,163;3,45;114542,0;1608,0;90,21;7,049;18,67;1,169;41,486;3,109;1;1856,621;6,554;7,776;1,221;7,078
2024T4;3;Alicante/Alacant;Comunitat Valenciana;1993289,0;17,908;41,64;23,444;2,5;29,5;76,9;20,54;20984,0;22661,0;19102,0;57,65;49,98;13,31;31507,0;15750,0;124,36;118,19;3,167;117628,61;1657,1;92,073;6,918;20,34;0,874;37,664;1,97;1;1894,963;6,69;7,936;1,246;7,224
2015T1;4;Almería;Andalucía;694051,0;22,709;40,9;15,877;2,7;28,0;80,4;1,67;13424,0;14322,0;12290,0;61,56;42,68;30,66;22039,0;10150,0;99,01;90,33;2,613;79717,33;1076,5;53,938;2,464;34,56;0,171;30,117;0,804;0;1052,398;5,878;6,85;0,972;6,272
2015T2;4;Almería;Andalucía;694051,0;22,709;40,9;15,877;2,7;28,0;80,4;1,67;13424,0;14322,0;12290,0;60,93;43,2;29,09;22039,0;10150,0;100,99;93,72;2,507;78107,89;1079,9;56,15;3,004;44,46;0,395;48,184;1,658;0;1095,556;6,12;7,131;1,012;6,529
2015T3;4;Almería;Andalucía;694051,0;22,709;40,9;15,877;2,7;28,0;80,4;1,67;13424,0;14322,0;12290,0;60,63;41,79;31,08;22039,0;10150,0;99,67;90,26;2,45;84010,57;1096,4;56,783;2,608;24,48;0,222;60,516;3,774;0;1107,907;6,189;7,212;1,023;6,603
2015T4;4;Almería;Andalucía;694051,0;22,709;40,9;15,877;2,7;28,0;80,4;1,67;13424,0;14322,0;12290,0;58,96;44,14;25,13;22039,0;10150,0;100,33;92,907;2,427;74885,02;1103,3;56,39;2,449;28,65;0,353;27,257;0,694;0;1100,239;6,146;7,162;1,016;6,557
2016T1;4;Almería;Andalucía;700055,0;22,073;41,4;16,068;2,7;28,1;80,5;0,28;13661,0;14568,0;12517,0;59,42;44,93;24,39;22666,0;10850,0;97,97;88,55;2,33;78138,15;1079,2;56,881;3,09;23,95;0,277;30,932;1,058;0;1109,819;6,095;7,093;0,999;6,499
2016T2;4;Almería;Andalucía;700055,0;22,073;41,4;16,068;2,7;28,1;80,5;0,28;13661,0;14568,0;12517,0;59,0;45,76;22,45;22666,0;10850,0;99,69;92,68;2,323;80652,78;1102,6;57,602;2,893;22,52;0,527;49,908;1,96;0;1123,887;6,172;7,183;1,011;6,582
2016T3;4;Almería;Andalucía;700055,0;22,073;41,4;16,068;2,7;28,1;80,5;0,28;13661,0;14568,0;12517,0;60,44;46,75;22,65;22666,0;10850,0;99,29;89,743;2,367;84484,46;1091,3;57,552;4,665;19,14;0,38;59,69;3,977;0;1122,911;6,166;7,177;1,01;6,576
2016T4;4;Almería;Andalucía;700055,0;22,073;41,4;16,068;2,7;28,1;80,5;0,28;13661,0;14568,0;12517,0;61,37;46,13;24,84;22666,0;10850,0;101,37;93,203;2,273;83247,61;1106,6;57,569;2,65;30,78;0,783;28,975;0,883;0;1123,243;6,168;7,179;1,011;6,578
2017T1;4;Almería;Andalucía;704871,0;21,466;41,72;16,39;2,7;28,1;80,3;-1,48;13914,0;14862,0;12716,0;61,13;48,07;21,37;23399,0;11550,0;100,92;90,093;2,237;84489,56;1109,3;58,076;2,903;27,13;0,572;28,452;0,88;0;1133,135;6,1;7,129;1,029;6,515
2017T2;4;Almería;Andalucía;704871,0;21,466;41,72;16,39;2,7;28,1;80,3;-1,48;13914,0;14862,0;12716,0;60,69;46,72;23,03;23399,0;11550,0;101,84;93,773;2,17;81003,21;1094,5;58,983;3,507;25,57;0,427;49,678;2,115;0;1150,832;6,195;7,24;1,045;6,617
2017T3;4;Almería;Andalucía;704871,0;21,466;41,72;16,39;2,7;28,1;80,3;-1,48;13914,0;14862,0;12716,0;61,22;44,3;27,65;23399,0;11550,0;101,07;91,133;2,217;79028,11;1075,9;59,674;3,06;23,92;0,494;59,844;3,953;0;1164,314;6,267;7,325;1,058;6,694
2017T4;4;Almería;Andalucía;704871,0;21,466;41,72;16,39;2,7;28,1;80,3;-1,48;13914,0;14862,0;12716,0;62,55;46,64;25,43;23399,0;11550,0;103,04;94,803;2,153;73390,05;1088,8;60,148;3,158;28,48;0,508;29,236;0,93;0;1173,562;6,317;7,383;1,066;6,748
