codigo_provincia,provincia,anio,pernoctaciones_residentes_espana,viajeros_residentes_espana,pernoctaciones_residentes_extranjero,viajeros_residentes_extranjero,pernoctaciones_total,viajeros_total,estancia_media_total,estancia_media_residentes_espana,estancia_media_residentes_extranjero
21,Huelva,2023,2495963,845188,1284554,276435,3780519,1121624,3.370576057573661,2.9531453357122914,4.646857308227974
21,Huelva,2024,2580082,839390,1440278,298762,4020362,1138150,3.5323656811492334,3.0737583244975517,4.820820586286074
21,Huelva,2025,2536148,834403,1418896,298795,3955040,1133198,3.490157942389591,3.0394761284415326,4.748727388343179
22,Huesca,2015,1468613,635589,295677,139068,1764289,774660,2.2775010972555703,2.310633129270645,2.1261325394770902
22,Huesca,2016,1625879,702036,329301,152734,1955179,854769,2.287377057427211,2.315948184993362,2.156042531459924
22,Huesca,2017,1777897,745153,332173,154563,2110068,899714,2.3452652731868127,2.38594892592528,2.1491107186066523
22,Huesca,2018,1695338,720060,336184,146567,2031522,866625,2.3441765469493725,2.3544399077854625,2.2937223249435412
22,Huesca,2019,1735171,738832,330357,153036,2065528,891869,2.3159544731345076,2.3485325486714164,2.158688151807418
22,Huesca,2020,1011821,420474,120696,52314,1132515,472789,2.39539202477215,2.406381845250836,2.307145314829682
22,Huesca,2021,1266323,535604,184743,78415,1451066,614018,2.3632303938972474,2.3642896617650355,2.355965057705796
22,Huesca,2022,1731079,717110,336352,148664,2067432,865776,2.3879525419970062,2.413965779308614,2.2624979820265834
22,Huesca,2023,1726177,730339,327984,150052,2054160,880393,2.3332307276409514,2.363528443640556,2.185802255218191
22,Huesca,2024,1758287,774263,356894,167905,2115182,942169,2.2450133680900137,2.2709169881551876,2.1255710074149072
22,Huesca,2025,1834919,824298,343943,167669,2178866,991967,2.1965105694040226,2.2260383987344383,2.051321353380768
23,Jaén,2015,744826,416655,110555,75512,855380,492168,1.7379837778969782,1.7876324537087038,1.464071935586397
23,Jaén,2016,785796,443996,121618,80075,907415,524069,1.731480015036188,1.7698267551959928,1.5188011239463004
23,Jaén,2017,826277,459997,131150,83519,957427,543518,1.761536876423596,1.7962660626047562,1.5703013685508687
23,Jaén,2018,848152,468665,120094,73218,968247,541885,1.7868127001116474,1.809719095729359,1.64022508126417
23,Jaén,2019,824977,459233,115078,72468,940053,531700,1.7680139176227196,1.7964236019624025,1.5879836617541536
23,Jaén,2020,402211,226001,27367,16281,429574,242280,1.7730477133894667,1.779686815545064,1.68091640562619
23,Jaén,2021,653612,365565,46960,27536,700572,393100,1.7821724751971508,1.7879501593423879,1.705403834979663
23,Jaén,2022,883893,476244,104184,60032,988079,536278,1.8424753579300288,1.8559666893441178,1.7354744136460554
23,Jaén,2023,882806,475598,117267,67062,1000073,542660,1.8429090037961153,1.8562020866361928,1.748635590945692
23,Jaén,2024,931160,512322,124559,75638,1055719,587959,1.7955656771985802,1.8175288197656942,1.646778074512811
23,Jaén,2025,949780,521377,117151,71677,1066932,593055,1.799043933530617,1.8216760616597971,1.6344294543577438
24,León,2015,1021284,610692,224702,164671,1245984,775365,1.6069644618985897,1.6723389204377985,1.3645511352940105
24,León,2016,1064259,631809,254686,186000,1318944,817808,1.6127795277131063,1.684463184285124,1.3692795698924731
24,León,2017,1074554,614770,244415,162279,1318968,777048,1.6974086542916267,1.7478959610911398,1.506140658988532
24,León,2018,927544,561592,244746,176460,1172288,738052,1.588354208104578,1.6516332141483496,1.386977218633118
24,León,2019,1013595,610385,246837,181728,1260432,792111,1.5912315319443866,1.6605830746168402,1.358277205493925
24,León,2021,800618,462696,96065,64929,896681,527623,1.6994729191108044,1.7303326590244998,1.479539188960249
24,León,2022,1075072,648530,245377,173887,1320448,822416,1.6055718760335402,1.6577058887021419,1.41112906657772
24,León,2023,1100021,676333,274673,193392,1374696,869727,1.5806063281926397,1.6264488055440145,1.4202914288078101
24,León,2024,1123046,699719,303058,208746,1426104,908467,1.569791748076705,1.6049957197103408,1.4518026692727046
24,León,2025,1169132,704685,293265,204485,1462400,909171,1.6084982913005363,1.6590845555106182,1.4341638751008632
25,Lleida,2015,1382385,624513,271615,129623,1654001,754134,2.193245497484532,2.213540790984335,2.09542288019873
25,Lleida,2016,1434970,660280,303025,136361,1737995,796643,2.181648492486597,2.173274974253347,2.222226296375063
25,Lleida,2017,1531856,714577,313586,147538,1845439,862114,2.1405974151910305,2.1437241892756136,2.125459203730564
25,Lleida,2018,1564932,748140,352323,169414,1917256,917554,2.089529335603136,2.0917635736626834,2.0796569350821064
25,Lleida,2019,1601802,779779,382690,172561,1984490,952339,2.083806291667148,2.0541743237507037,2.217708520465227
25,Lleida,2020,988259,431390,163335,63012,1151595,494401,2.3292732013082498,2.2908713692946057,2.5921253094648637
25,Lleida,2021,1214676,570316,150814,74035,1365489,644351,2.1191695209598493,2.129829778578893,2.0370635510231647
25,Lleida,2022,1646123,730960,363668,159668,2009792,890627,2.256603493943031,2.252001477509029,2.2776511260866297
25,Lleida,2023,1637105,743852,403948,189665,2041051,933515,2.1864147871217923,2.2008477492834597,2.129797274141249
25,Lleida,2024,1690429,758609,424899,200933,2115329,959544,2.2045148528884555,2.228327109222274,2.1146302498842897
25,Lleida,2025,1746371,788722,442848,205228,2189222,993954,2.2025385480615802,2.214178126133162,2.157834213655057
26,"Rioja, La",2015,826388,476319,170078,110131,996465,586452,1.6991416177283052,1.734946537929413,1.5443244862935959
26,"Rioja, La",2016,833346,467035,190983,114710,1024332,581746,1.760789072894356,1.7843330799618873,1.6649202336326387
26,"Rioja, La",2017,854564,475099,187148,111229,1041714,586328,1.776674489364315,1.798707216811654,1.6825468178262863
26,"Rioja, La",2018,812211,451927,195596,114637,1007804,566564,1.7787999237508914,1.797217249688556,1.7062205047236059
26,"Rioja, La",2019,800326,448059,199424,124737,999753,572796,1.745391029266964,1.7862067272390467,1.5987557821656766
26,"Rioja, La",2020,309260,178378,40133,22502,349393,200884,1.7392773939188786,1.7337339806478378,1.7835303528575237
26,"Rioja, La",2021,532632,309246,88223,53059,620856,362306,1.7136232908094262,1.722356958537863,1.6627339376920032
26,"Rioja, La",2022,733888,415570,182963,112604,916852,528176,1.7358834933809941,1.7659792574054913,1.6248357074349047
26,"Rioja, La",2023,781558,438888,207237,121625,988794,560513,1.7640875412345476,1.7807686699112302,1.7039013360739979
26,"Rioja, La",2024,794119,459166,232536,139268,1026652,598434,1.715564289462163,1.7294812769238141,1.6697015825602435
26,"Rioja, La",2025,892235,517982,262587,155123,1154823,673107,1.7156603630626335,1.72252124591202,1.6927663853845014
27,Lugo,2015,793859,507096,233211,203595,1027073,710693,1.4451711217079668,1.565500418066796,1.1454652619170411
27,Lugo,2016,834742,478197,236019,205384,1070761,683582,1.5663973012747556,1.745602753676832,1.149159622950181
27,Lugo,2017,852391,472952,237425,203623,1089815,676573,1.6107870104186837,1.8022780324430385,1.166002858223285
27,Lugo,2018,869091,450398,179865,137621,1048956,588019,1.783881133092638,1.9296067034045443,1.306958967018115
27,Lugo,2019,908739,478802,225921,169678,1134657,648479,1.7497204998157225,1.8979431999030916,1.331469017786631
27,Lugo,2020,374572,209904,30802,16074,405375,225977,1.7938772529947737,1.7844919582285235,1.9162622869229813
27,Lugo,2021,743220,434338,80721,59258,823941,493593,1.6692720520752928,1.7111558279496613,1.3621958216612102
27,Lugo,2022,884987,522721,209900,165457,1094889,688181,1.590989870397468,1.6930389251627542,1.2686075536242045
27,Lugo,2023,911210,504805,256236,202243,1167445,707047,1.6511561466210873,1.8050732461049317,1.2669709211196432
27,Lugo,2024,972713,539234,291443,226359,1264157,765592,1.6512150074713425,1.8038792064298617,1.287525567792754
27,Lugo,2025,1067311,606256,313478,250707,1380790,856963,1.6112597626735343,1.7604955662294477,1.2503759368505865
28,Madrid,2015,10651265,6216163,11043863,4946225,21695127,11162386,1.9435922570676198,1.713479038435768,2.2327862157503957
28,Madrid,2016,10515326,6244268,11721167,5245045,22236492,11489311,1.9354069186568281,1.6839965869498235,2.2347123809233285
28,Madrid,2017,10841520,6338497,13163098,5728096,24004619,12066592,1.9893453760597855,1.710424411339155,2.2979883717032674
28,Madrid,2018,11189881,6560441,13343918,5875818,24533802,12436260,1.9727636765394096,1.7056598786575476,2.2709889925113407
28,Madrid,2019,11182197,6503832,14473431,6180481,25655626,12684312,2.0226265326806847,1.7193243921429704,2.341796860147293
28,Madrid,2020,4245948,2379828,3185878,1206856,7431827,3586687,2.072058978104306,1.7841407026053984,2.6398161835380525
28,Madrid,2021,7796139,4348368,4826799,1917138,12622936,6265506,2.014671440742376,1.7928885043768146,2.5177107751241694
28,Madrid,2022,10982122,6332887,11223254,4727512,22205378,11060399,2.0076471020620503,1.7341414744965449,2.374029722187908
28,Madrid,2023,11706680,6711292,13563111,5978674,25269790,12689967,1.9913203872003764,1.7443258317474488,2.2685817958965484
28,Madrid,2024,11743531,6655038,15037416,6636293,26780945,13291332,2.01491806840729,1.7646076551328482,2.26593611825156
28,Madrid,2025,11438632,6376575,16120088,6986612,27558718,13363186,2.062286493655031,1.7938520287144744,2.307282556981839
29,Málaga,2015,5835743,2090319,12892401,2908381,18728142,4998698,3.7466040156856844,2.7917954149581954,4.432844596357905
29,Málaga,2016,5590424,2016733,14436533,3249766,20026956,5266498,3.8027083652172657,2.7720198955439317,4.44233000160627
29,Málaga,2017,5053770,1942479,14888372,3467745,19942144,5410226,3.686009419939204,2.6017115242944713,4.293387201192706
29,Málaga,2018,5243671,1985481,14587281,3477930,19830952,5463414,3.6297728855986384,2.641007896827016,4.194242264795439
29,Málaga,2019,5818805,2227277,14554864,3594081,20373670,5821358,3.499813960934888,2.6125196821050998,4.049676120265515
29,Málaga,2020,2622073,1094094,2762554,761677,5384627,1855772,2.901556333428891,2.3965701301716305,3.6269363522858113
29,Málaga,2021,5482224,2054160,5266419,1339732,10748639,3393894,3.167052064678508,2.6688398177357167,3.930949622760373
29,Málaga,2022,6247942,2479339,13182646,3193762,19430591,5673103,3.4250375852509642,2.5200031137331362,4.127623160398302
29,Málaga,2023,5814897,2425242,15623198,3838665,21438094,6263908,3.4224790657844912,2.3976563988253545,4.069956091505771
29,Málaga,2024,5442280,2260474,16606983,4040032,22049260,6300504,3.4996025714768217,2.4075835422128278,4.110606797173884
29,Málaga,2025,5219183,2137418,17003467,4168305,22222651,6305723,3.524203489433329,2.4418167153079087,4.079228127500267
30,Murcia,2015,2076669,872766,677317,227603,2753986,1100370,2.502781791579196,2.379410976137934,2.9758702653304216
30,Murcia,2016,2239094,956616,797204,262665,3036301,1219282,2.490236877112924,2.3406403405337146,3.0350598671311366
30,Murcia,2017,2333112,1008696,810143,284342,3143255,1293038,2.430906902968049,2.3129981679316662,2.8491851362092127
30,Murcia,2018,2395110,1018769,875774,296863,3270883,1315630,2.4861724040953765,2.3509843742791547,2.950094824885553
30,Murcia,2019,2395696,1052776,875909,304166,3271602,1356942,2.4110109348815203,2.275598987818871,2.8797071336046765
30,Murcia,2020,902297,461764,215598,86228,1117896,547990,2.0399934305370535,1.9540219679316708,2.5003247205084196
30,Murcia,2021,1527154,746743,361539,150581,1888691,897321,2.1048108759295725,2.0450864621429328,2.4009602805134778
30,Murcia,2022,2187763,1013030,767778,294850,2955540,1307879,2.259796204388938,2.1596231108654234,2.6039613362726812
30,Murcia,2023,2362067,1093002,835286,310239,3197354,1403241,2.278549443752,2.1610820474253476,2.6923952178804083
30,Murcia,2024,2542468,1157323,898459,337935,3440926,1495254,2.301231763967861,2.196852564063792,2.6586740053560596
30,Murcia,2025,2605179,1179314,951430,362719,3556609,1542035,2.306438569811969,2.2090630654770487,2.6230497988801247
31,Navarra,2015,1287897,660138,411725,263117,1699620,923257,1.8408958718969908,1.95095116475646,1.5647981696355613
31,Navarra,2016,1398229,721712,440331,275704,1838559,997418,1.8433184482333385,1.9373780677056776,1.597115021907553
31,Navarra,2017,1451086,742972,450597,278159,1901684,1021133,1.8623274343302978,1.953083023317164,1.619926013539019
31,Navarra,2018,1476875,751295,464829,283541,1941702,1034833,1.8763433326923282,1.96577243293247,1.6393713783897215
31,Navarra,2019,1546250,787033,454054,282357,2000305,1069394,1.8705032943891586,1.9646571363589582,1.6080848004476602
31,Navarra,2020,618233,336423,118941,64349,737173,400771,1.8393870814006004,1.8376656768413575,1.848373712101198
31,Navarra,2021,1101695,583077,223678,126352,1325376,709429,1.8682292378800416,1.8894502784366387,1.7702766873496265
31,Navarra,2022,1381339,724770,440497,276290,1821840,1001058,1.8199145304268085,1.9058998026960277,1.5943284230337689
31,Navarra,2023,1433255,748990,490572,301224,1923825,1050214,1.831840939084796,1.9135836259496122,1.6285953310493189
31,Navarra,2024,1464913,749646,529761,315571,1994675,1065219,1.8725492128848622,1.9541396872657228,1.6787379068418835
31,Navarra,2025,1591721,792188,573843,327093,2165564,1119283,1.9347778890593352,2.009271789019778,1.7543726096247856
32,Ourense,2015,486508,261203,58287,28076,544799,289277,1.8833125343528867,1.862566662710612,2.0760435959538395
32,Ourense,2016,538672,279303,71565,33237,610238,312542,1.9524991841096557,1.9286294812443834,2.1531726690134487
32,Ourense,2017,545991,282251,74514,34769,620507,317019,1.9573180156394412,1.9344165299680072,2.1431159941327045
32,Ourense,2018,554279,297864,83978,43973,638258,341840,1.867124970746548,1.8608458893991888,1.9097628089964296
32,Ourense,2019,588071,317832,90377,42073,678444,359905,1.8850641141412317,1.850257368672758,2.1480997314192
32,Ourense,2020,294449,157968,33386,13739,327836,171707,1.9092756847420316,1.8639787805125088,2.4300167406652595
32,Ourense,2021,457796,243046,33588,21132,491385,264173,1.8600878969463193,1.8835775943648527,1.5894378194207837
32,Ourense,2022,587186,304381,74879,36356,662067,340738,1.9430383461780019,1.9291151550195313,2.059605017053581
32,Ourense,2023,604194,308319,82649,40832,686842,349152,1.9671718907524516,1.9596392048495228,2.024123236677116
32,Ourense,2024,593455,305421,101957,50786,695413,356206,1.9522776146387202,1.943072021897643,2.0075808293624227
32,Ourense,2025,561311,286754,97413,53637,658725,340391,1.9352009894503674,1.957465283832135,1.81615302869288
33,Asturias,2015,2867345,1413205,450907,252117,3318251,1665321,1.992559392453467,2.0289660735703596,1.7884831248983606
33,Asturias,2016,2922497,1428278,527012,272877,3449509,1701154,2.0277464591683056,2.046168182944777,1.9313170402782205
33,Asturias,2017,3043734,1477007,533651,282663,3577385,1759668,2.0329886092149203,2.0607444649889946,1.8879407633825438
33,Asturias,2018,3024197,1460007,560724,302922,3584921,1762928,2.033503920750025,2.0713578770512746,1.8510507655436053
33,Asturias,2019,3132129,1461717,613253,319918,3745385,1781634,2.102219086523944,2.142773874833501,1.9169068323757963
33,Asturias,2020,1724031,790282,129450,55771,1853480,846055,2.1907322809982803,2.181538994941046,2.321098778935289
33,Asturias,2021,2522439,1143504,279602,132682,2802042,1276186,2.1956376264901825,2.2058855937539352,2.107309205468715
33,Asturias,2022,3065813,1436162,608493,294319,3674307,1730480,2.123287758309833,2.134726444509742,2.067460816325144
33,Asturias,2023,3262839,1565059,745156,382380,4007994,1947438,2.0580855462407532,2.0848025537695385,1.9487316282232334
33,Asturias,2024,3302084,1608350,754555,396141,4056639,2004490,2.0237761226047524,2.053087947275158,1.9047637078716921
33,Asturias,2025,3095003,1559109,754031,409792,3849033,1968902,1.9549134492219522,1.9851100853115464,1.8400334803998126
34,Palencia,2015,254309,134700,66062,44409,320371,179111,1.7886729458268895,1.8879658500371195,1.4875813461235334
34,Palencia,2016,279686,143862,74626,50525,354314,194386,1.822734147520912,1.9441270106073876,1.4770113805047007
34,Palencia,2017,263469,138676,76177,52903,339646,191576,1.7729047479851339,1.8998889497822262,1.4399372436345765
34,Palencia,2018,277355,150079,75152,49697,352508,199774,1.7645339233333668,1.8480600217218932,1.5122039559731977
34,Palencia,2019,281039,149602,76856,49479,357895,199080,1.7977446252762708,1.8785778264996458,1.5533054427130701
34,Palencia,2021,223589,110394,31600,19190,255184,129584,1.9692554636374862,2.0253727557657117,1.6466909848879625
34,Palencia,2022,287717,155121,65563,47258,353283,202377,1.7456677389229014,1.8547907762327474,1.3873418257226289
34,Palencia,2023,322019,171221,72154,49818,394176,221040,1.7832790445168296,1.8807214068367781,1.4483520012846762
34,Palencia,2024,335046,166740,78067,55631,413113,222372,1.8577563722051338,2.0093918675782656,1.403300318167928
34,Palencia,2025,348569,170585,81901,52124,430469,222711,1.932859176241856,2.0433742708913445,1.5712723505486916
35,"Palmas, Las",2015,4205671,955467,35144614,4157461,39350284,5112928,7.696232765257011,4.401691528854476,8.453383928315864
35,"Palmas, Las",2016,4172931,936523,38873789,4633660,43046717,5570184,7.728060150257155,4.455769906345066,8.389434917538187
35,"Palmas, Las",2017,4209023,971440,40088829,4957002,44297855,5928444,7.472087954276029,4.332766820390348,8.087313460837821
35,"Palmas, Las",2018,4240861,1005437,38435564,4793505,42676427,5798942,7.35934710159198,4.217928124785541,8.018258873204472
35,"Palmas, Las",2019,4620026,1124387,35842931,4500298,40462958,5624687,7.193815051397527,4.1089286873647595,7.9645683463628405
35,"Palmas, Las",2020,2160000,570031,10214524,1315301,12374525,1885331,6.56358220386765,3.7892676012357223,7.765921260608788
35,"Palmas, Las",2021,3921943,1027503,14940188,1942275,18862130,2969780,6.351355992699796,3.816965011294371,7.692107451313537
35,"Palmas, Las",2022,4869651,1234872,34425842,4513920,39295492,5748791,6.835435833377836,3.9434459603910366,7.626595509003261
35,"Palmas, Las",2023,4911417,1269693,38066905,5012909,42978324,6282601,6.8408488777180025,3.868192547332308,7.5937753906963
35,"Palmas, Las",2024,5243636,1280048,39915982,5251087,45159617,6531134,6.91451392667797,4.096437008612177,7.601470324144315
35,"Palmas, Las",2025,5140512,1292081,40013534,5341215,45154046,6633296,6.807180924837366,3.9784750336859687,7.491466641953188
36,Pontevedra,2015,2307209,940801,393075,200551,2700283,1141352,2.3658634671862844,2.4523879120026444,1.9599752681362845
36,Pontevedra,2016,2515714,1008239,506122,261464,3021836,1269704,2.379953122932589,2.4951564063679346,1.9357234647982131
36,Pontevedra,2017,2816989,1124563,596190,314641,3413181,1439205,2.371573889751634,2.5049632612846056,1.89482616696489
36,Pontevedra,2018,2686772,1069070,635662,331865,3322435,1400940,2.3715755135837364,2.513186227281656,1.9154234402543202
36,Pontevedra,2019,2770049,1118524,724262,389581,3494310,1508104,2.3170219029987322,2.476521737575591,1.859079369887135
36,Pontevedra,2020,1247214,518118,157065,68970,1404280,587087,2.3919453164522464,2.4072006762938174,2.277294475859069
36,Pontevedra,2021,2179870,883751,315387,153160,2495256,1036909,2.4064368232892184,2.466611070312792,2.059199529903369
36,Pontevedra,2022,2745919,1121784,653349,372969,3399267,1494754,2.274131395533981,2.4478143742467355,1.7517514860484384
36,Pontevedra,2023,2726655,1149305,792126,461131,3518781,1610436,2.18498655022615,2.3724381256498495,1.7177895218495396
36,Pontevedra,2024,2839938,1218407,920925,571303,3760864,1789710,2.101381788110923,2.3308615265670665,1.6119729810625885
36,Pontevedra,2025,2694460,1175706,977666,631283,3672128,1806989,2.032180605415971,2.2917804281002225,1.5486968602037439
37,Salamanca,2015,1254457,676212,402505,271818,1656960,948032,1.7477891041652602,1.8551238369032197,1.4807886159121177
37,Salamanca,2016,1252938,691248,410308,274652,1663243,965897,1.7219672490959181,1.812573779598639,1.4939195782299055
37,Salamanca,2017,1244003,686721,456876,308829,1700878,995549,1.7084824554090257,1.8115115163217668,1.4793817938082239
37,Salamanca,2018,1287931,701181,481201,309420,1769130,1010602,1.7505704520671836,1.8368024803866618,1.555170965031349
37,Salamanca,2019,1341233,729696,492387,322650,1833621,1052348,1.7424093550802586,1.8380709226856116,1.5260715946071595
37,Salamanca,2020,461710,262861,117394,71922,579102,334781,1.7297935067999677,1.7564796603528101,1.6322404827451962
37,Salamanca,2021,853146,484389,162311,106553,1015456,590941,1.7183712079547704,1.7612827706657253,1.5232888797124435
37,Salamanca,2022,1184042,659522,406518,262958,1590559,922479,1.7242224484243003,1.795303265091991,1.5459426980734565
37,Salamanca,2023,1294387,687085,476250,316702,1770635,1003784,1.7639601746989393,1.8838819068965267,1.503779578278634
37,Salamanca,2024,1252461,663933,510536,342170,1762997,1006103,1.7523026966423916,1.886426793064963,1.4920536575386503
37,Salamanca,2025,1246715,679307,551728,383575,1798445,1062881,1.6920473693668434,1.8352747726727385,1.4383836277129636
38,Santa Cruz de Tenerife,2015,3597544,886506,20891788,2635804,24489329,3522310,6.952633073182088,4.058115793914537,7.92615384148442
38,Santa Cruz de Tenerife,2016,3752031,876092,22904071,2905420,26656103,3781512,7.049059476738405,4.2826906306643595,7.883222047070647
38,Santa Cruz de Tenerife,2017,3838654,898707,22880706,2948035,26719358,3846744,6.945967290778903,4.2713075563003295,7.761341368063812
38,Santa Cruz de Tenerife,2018,4058359,993086,22273654,2951549,26332017,3944637,6.675396747533423,4.086613848146082,7.546428671860098
38,Santa Cruz de Tenerife,2019,4431062,1143950,22389005,3005943,26820070,4149894,6.4628325446384896,3.873475239302417,7.448246689973828
38,Santa Cruz de Tenerife,2020,1585682,478289,6121898,835252,7707581,1313542,5.867784204844611,3.315321907884145,7.329402383951191
38,Santa Cruz de Tenerife,2021,2932724,885395,8365709,1215115,11298432,2100508,5.378904531665674,3.312334042997758,6.8847055628479605
38,Santa Cruz de Tenerife,2022,4406848,1167201,20762048,2977200,25168895,4144401,6.07298738707958,3.7755690750779,6.973682654843477
38,Santa Cruz de Tenerife,2023,4208903,1137939,22566948,3270734,26775851,4408670,6.0734532183175425,3.6987070484446,6.899658608740423
38,Santa Cruz de Tenerife,2024,4017634,1108785,23717253,3472290,27734890,4581074,6.054233133976879,3.623456305776142,6.830435533898378
38,Santa Cruz de Tenerife,2025,4086530,1123988,23586802,3540543,27673334,4664531,5.932715207595361,3.6357416627223778,6.661916547828963
39,Cantabria,2015,2060270,871188,423426,203095,2483694,1074281,2.311959347693946,2.3648971289779013,2.0848666880031512
39,Cantabria,2016,2210368,934631,505086,233531,2715454,1168162,2.324552587740399,2.364963284975568,2.162822066449422
39,Cantabria,2017,2295318,969548,515396,247288,2810714,1216838,2.3098506128178116,2.3674103809197686,2.0841933292355472
39,Cantabria,2018,2350404,1013927,560072,270641,2910479,1284571,2.265720618011772,2.318119549040513,2.069427765933469
39,Cantabria,2019,2338037,1037767,599309,283953,2937345,1321721,2.2223638725570676,2.25294984326925,2.11059224589985
39,Cantabria,2020,1234572,569644,136597,66866,1371166,636513,2.154183810856966,2.167269382280863,2.0428468878054615
39,Cantabria,2021,1776342,779318,315170,128492,2091511,907809,2.303910844682086,2.279354512535319,2.4528375307412134
39,Cantabria,2022,2257286,1011946,680684,279996,2937970,1291944,2.2740691547002037,2.2306387890262918,2.4310490149859283
39,Cantabria,2023,2322282,1048675,613458,313445,2935740,1362121,2.155271080909846,2.214491620378096,1.9571471869067938
39,Cantabria,2024,2312958,1035846,665341,345976,2978298,1381824,2.155338161734056,2.2329168621590467,1.923084260179897
39,Cantabria,2025,2324713,1046902,639422,328594,2964134,1375498,2.154953333265479,2.2205641024661333,1.9459332793660262
40,Segovia,2015,549392,356066,138661,76605,688052,432670,1.5902466082695819,1.5429499025461573,1.810077671170289
40,Segovia,2016,598858,362286,153807,82557,752667,444843,1.6919834638288116,1.6529979077303567,1.8630400813983066
40,Segovia,2017,646350,374521,167972,91816,814319,466334,1.7462140868990894,1.7258044275220883,1.8294414916790103
40,Segovia,2018,649332,373823,171324,89373,820658,463197,1.7717256372558545,1.737003876165993,1.916954785002182
40,Segovia,2019,688573,398113,182489,102693,871061,500806,1.7393182190309222,1.7295918495502534,1.777034461939957
40,Segovia,2021,463026,263240,94150,35002,557175,298241,1.8682039022133108,1.7589500075976297,2.6898462944974573
40,Segovia,2022,647072,368090,182944,74460,830019,442550,1.8755372274319286,1.7579179005134613,2.4569433252753154
40,Segovia,2023,680786,403017,215675,94105,896463,497123,1.8033022008637702,1.6892240277705406,2.2918548429945274
40,Segovia,2024,721780,427747,256748,119724,978526,547472,1.787353508489932,1.6873993271723706,2.144499014399786
40,Segovia,2025,759190,445129,260166,128019,1019357,573150,1.7785169676349997,1.7055505258026324,2.032245213601106
41,Sevilla,2015,2576338,1444656,3027441,1490405,5603780,2935060,1.9092556881290332,1.783357422112946,2.0312874688423617
41,Sevilla,2016,2702916,1542997,3412913,1666954,6115827,3209955,1.905268765449983,1.751731208809868,2.047394829131458
41,Sevilla,2017,2685412,1494603,3779839,1873551,6465248,3368156,1.9195215423513639,1.7967393347932528,2.0174732366506167
41,Sevilla,2018,2763956,1556747,4091826,1929085,6855782,3485832,1.9667562865909773,1.7754689747274284,2.1211227084343096
41,Sevilla,2019,2882139,1637312,4406503,2029226,7288638,3666538,1.9878801201569436,1.7602869825665481,2.1715190915156812
41,Sevilla,2020,1224321,728631,889956,393299,2114277,1121929,1.8845016039339388,1.680303198738456,2.262797515376342
41,Sevilla,2021,2186131,1238084,1274585,563474,3460715,1801559,1.9209556833831143,1.7657372197686103,2.262012089288947
41,Sevilla,2022,3214107,1823016,3421841,1499401,6635950,3322420,1.9973242395603206,1.7630711963032688,2.2821386673745048
41,Sevilla,2023,3227257,1861734,4237743,1907193,7464999,3768929,1.9806685135220112,1.733468368735813,2.2219791075156
41,Sevilla,2024,3017604,1735784,4919733,2188227,7937339,3924011,2.0227616589250133,1.7384674590847708,2.2482736023273637
41,Sevilla,2025,2880281,1646361,4949292,2175628,7829576,3821992,2.0485589713426924,1.7494832542801975,2.2748797128920937
42,Soria,2015,340505,196329,28258,16289,368766,212617,1.7344144635659424,1.7343591624263355,1.734790349315489
42,Soria,2016,382899,212669,31835,17577,414734,230248,1.8012490879399603,1.8004457631342603,1.811173692894123
42,Soria,2017,399859,222797,32662,19020,432521,241818,1.788622021520317,1.7947234478022596,1.7172450052576236
42,Soria,2018,407012,222173,28938,17876,435949,240047,1.8160985140410002,1.8319597790910687,1.6188185276348177
42,Soria,2019,412007,216475,30160,16727,442167,233203,1.8960605138012805,1.9032544173692112,1.8030728761881987
42,Soria,2020,203125,97261,10289,5480,213412,102742,2.077164158766619,2.0884527200008227,1.8775547445255474
42,Soria,2021,304387,151177,19523,10606,323912,161785,2.0021139166177333,2.0134478128286712,1.8407505185743918
42,Soria,2022,387426,202187,29005,17021,416433,219209,1.899707584998791,1.9161766087829584,1.7040714411609188
42,Soria,2023,436422,231086,32248,18847,468671,249932,1.8751940527823567,1.888569623430238,1.7110415450734866
42,Soria,2024,431155,233613,43959,20887,475113,254500,1.8668487229862476,1.8455950653431101,2.1046105232919996
42,Soria,2025,438708,237227,39402,22027,478111,259256,1.8441656123676984,1.849317320541085,1.78880464884006
43,Tarragona,2015,4304370,1598460,5240068,1067265,9544439,2665723,3.5804316502502322,2.6928230922262677,4.909809653647407
43,Tarragona,2016,4361843,1670331,5926624,1181570,10288468,2851904,3.6075786562240526,2.6113644541111913,5.015889029003783
43,Tarragona,2017,4356335,1737118,6742250,1371493,11098585,3108614,3.570267971513993,2.507794519428156,4.915993009078428
43,Tarragona,2018,4093013,1633195,6506777,1289641,10599792,2922832,3.626548498168899,2.506138581124728,5.0454172905483
43,Tarragona,2019,4012852,1657566,6380549,1307266,10393400,2964829,3.5055647391468447,2.420930448621654,4.880834504989803
43,Tarragona,2020,1538751,712865,425703,153973,1964456,866837,2.2662345977386753,2.158544745498797,2.764789930702136
43,Tarragona,2021,3472129,1463048,1316997,403685,4789126,1866734,2.5655106726507366,2.373216053061827,3.2624372964068518
43,Tarragona,2022,4688859,1852701,4912460,1137570,9601318,2990269,3.2108542743144515,2.530823376249055,4.318380407359547
43,Tarragona,2023,4761098,1888451,5736514,1272142,10497612,3160597,3.3214016212759803,2.521165759662284,4.50933464974822
43,Tarragona,2024,4588740,1803071,6333840,1367864,10922578,3170935,3.4445922101840623,2.5449580188467342,4.6304603381622735
