provincia,anio,trimestre,periodo,numero_transacciones
Castellón/Castelló,2012,4,2012-T4,26.0
Castellón/Castelló,2013,1,2013-T1,9.0
Castellón/Castelló,2013,2,2013-T2,36.0
Castellón/Castelló,2013,3,2013-T3,31.0
Castellón/Castelló,2013,4,2013-T4,37.0
Castellón/Castelló,2014,1,2014-T1,26.0
Castellón/Castelló,2014,2,2014-T2,39.0
Castellón/Castelló,2014,3,2014-T3,35.0
Castellón/Castelló,2014,4,2014-T4,48.0
Castellón/Castelló,2015,1,2015-T1,36.0
Castellón/Castelló,2015,2,2015-T2,26.0
Castellón/Castelló,2015,3,2015-T3,42.0
Castellón/Castelló,2015,4,2015-T4,38.0
Castellón/Castelló,2016,1,2016-T1,31.0
Castellón/Castelló,2016,2,2016-T2,57.0
Castellón/Castelló,2016,3,2016-T3,56.0
Castellón/Castelló,2016,4,2016-T4,41.0
Castellón/Castelló,2017,1,2017-T1,54.0
Castellón/Castelló,2017,2,2017-T2,52.0
Castellón/Castelló,2017,3,2017-T3,50.0
Castellón/Castelló,2017,4,2017-T4,70.0
Castellón/Castelló,2018,1,2018-T1,47.0
Castellón/Castelló,2018,2,2018-T2,66.0
Castellón/Castelló,2018,3,2018-T3,34.0
Castellón/Castelló,2018,4,2018-T4,63.0
Castellón/Castelló,2019,1,2019-T1,34.0
Castellón/Castelló,2019,2,2019-T2,45.0
Castellón/Castelló,2019,3,2019-T3,25.0
Castellón/Castelló,2019,4,2019-T4,71.0
Castellón/Castelló,2020,1,2020-T1,22.0
Castellón/Castelló,2020,2,2020-T2,39.0
Castellón/Castelló,2020,3,2020-T3,56.0
Castellón/Castelló,2020,4,2020-T4,82.0
Castellón/Castelló,2021,1,2021-T1,44.0
Castellón/Castelló,2021,2,2021-T2,88.0
Castellón/Castelló,2021,3,2021-T3,91.0
Castellón/Castelló,2021,4,2021-T4,73.0
Castellón/Castelló,2022,1,2022-T1,83.0
Castellón/Castelló,2022,2,2022-T2,71.0
Castellón/Castelló,2022,3,2022-T3,71.0
Castellón/Castelló,2022,4,2022-T4,52.0
Castellón/Castelló,2023,1,2023-T1,53.0
Castellón/Castelló,2023,2,2023-T2,62.0
Castellón/Castelló,2023,3,2023-T3,57.0
Castellón/Castelló,2023,4,2023-T4,80.0
Castellón/Castelló,2024,1,2024-T1,83.0
Castellón/Castelló,2024,2,2024-T2,79.0
Castellón/Castelló,2024,3,2024-T3,107.0
Castellón/Castelló,2024,4,2024-T4,50.0
Castellón/Castelló,2025,1,2025-T1,78.0
Castellón/Castelló,2025,2,2025-T2,129.0
Castellón/Castelló,2025,3,2025-T3,97.0
Castellón/Castelló,2025,4,2025-T4,142.0
Castellón/Castelló,2026,1,2026-T1,103.0
Ceuta,2004,1,2004-T1,7.0
Ceuta,2004,2,2004-T2,4.0
Ceuta,2004,3,2004-T3,9.0
Ceuta,2004,4,2004-T4,11.0
Ceuta,2005,1,2005-T1,4.0
Ceuta,2005,2,2005-T2,9.0
Ceuta,2005,3,2005-T3,7.0
Ceuta,2005,4,2005-T4,9.0
Ceuta,2006,1,2006-T1,8.0
Ceuta,2006,2,2006-T2,3.0
Ceuta,2006,3,2006-T3,2.0
Ceuta,2007,1,2007-T1,4.0
Ceuta,2007,2,2007-T2,1.0
Ceuta,2007,4,2007-T4,6.0
Ceuta,2008,1,2008-T1,0.0
Ceuta,2008,2,2008-T2,2.0
Ceuta,2008,3,2008-T3,3.0
Ceuta,2008,4,2008-T4,5.0
Ceuta,2009,1,2009-T1,6.0
Ceuta,2009,2,2009-T2,1.0
Ceuta,2009,3,2009-T3,2.0
Ceuta,2009,4,2009-T4,1.0
Ceuta,2010,1,2010-T1,2.0
Ceuta,2010,2,2010-T2,1.0
Ceuta,2010,3,2010-T3,4.0
Ceuta,2010,4,2010-T4,3.0
Ceuta,2011,1,2011-T1,1.0
Ceuta,2011,2,2011-T2,0.0
Ceuta,2011,3,2011-T3,0.0
Ceuta,2011,4,2011-T4,2.0
Ceuta,2012,1,2012-T1,0.0
Ceuta,2012,2,2012-T2,1.0
Ceuta,2012,3,2012-T3,2.0
Ceuta,2012,4,2012-T4,1.0
Ceuta,2013,1,2013-T1,2.0
Ceuta,2013,2,2013-T2,4.0
Ceuta,2013,3,2013-T3,1.0
Ceuta,2013,4,2013-T4,2.0
Ceuta,2014,1,2014-T1,0.0
Ceuta,2014,2,2014-T2,4.0
Ceuta,2014,3,2014-T3,0.0
Ceuta,2014,4,2014-T4,0.0
Ceuta,2015,1,2015-T1,1.0
Ceuta,2015,2,2015-T2,0.0
Ceuta,2015,3,2015-T3,0.0
Ceuta,2015,4,2015-T4,2.0
Ceuta,2016,1,2016-T1,0.0
Ceuta,2016,2,2016-T2,0.0
Ceuta,2016,3,2016-T3,2.0
Ceuta,2016,4,2016-T4,0.0
Ceuta,2017,1,2017-T1,1.0
Ceuta,2017,2,2017-T2,2.0
Ceuta,2017,3,2017-T3,0.0
Ceuta,2017,4,2017-T4,0.0
Ceuta,2018,1,2018-T1,0.0
Ceuta,2018,2,2018-T2,0.0
Ceuta,2018,3,2018-T3,2.0
Ceuta,2018,4,2018-T4,1.0
Ceuta,2019,1,2019-T1,0.0
Ceuta,2019,2,2019-T2,0.0
Ceuta,2019,3,2019-T3,0.0
Ceuta,2019,4,2019-T4,0.0
Ceuta,2020,1,2020-T1,1.0
Ceuta,2020,2,2020-T2,0.0
Ceuta,2020,3,2020-T3,0.0
Ceuta,2020,4,2020-T4,0.0
Ceuta,2021,1,2021-T1,0.0
Ceuta,2021,2,2021-T2,1.0
Ceuta,2021,3,2021-T3,0.0
Ceuta,2021,4,2021-T4,1.0
Ceuta,2022,1,2022-T1,6.0
Ceuta,2022,2,2022-T2,1.0
Ceuta,2022,3,2022-T3,0.0
Ceuta,2022,4,2022-T4,0.0
Ceuta,2023,1,2023-T1,0.0
Ceuta,2023,2,2023-T2,0.0
Ceuta,2023,3,2023-T3,0.0
Ceuta,2023,4,2023-T4,2.0
Ceuta,2024,1,2024-T1,0.0
Ceuta,2024,2,2024-T2,1.0
Ceuta,2024,3,2024-T3,1.0
Ceuta,2024,4,2024-T4,0.0
Ceuta,2025,1,2025-T1,0.0
Ceuta,2025,2,2025-T2,0.0
Ceuta,2025,3,2025-T3,0.0
Ceuta,2025,4,2025-T4,2.0
Ceuta,2026,1,2026-T1,0.0
Ciudad Real,2004,1,2004-T1,400.0
Ciudad Real,2004,2,2004-T2,352.0
Ciudad Real,2004,3,2004-T3,307.0
Ciudad Real,2004,4,2004-T4,329.0
Ciudad Real,2005,1,2005-T1,368.0
Ciudad Real,2005,2,2005-T2,327.0
Ciudad Real,2005,3,2005-T3,303.0
Ciudad Real,2005,4,2005-T4,203.0
Ciudad Real,2006,1,2006-T1,238.0
Ciudad Real,2006,2,2006-T2,286.0
Ciudad Real,2006,3,2006-T3,266.0
Ciudad Real,2006,4,2006-T4,280.0
Ciudad Real,2007,1,2007-T1,287.0
Ciudad Real,2007,2,2007-T2,274.0
Ciudad Real,2007,3,2007-T3,174.0
Ciudad Real,2007,4,2007-T4,161.0
Ciudad Real,2008,1,2008-T1,195.0
Ciudad Real,2008,2,2008-T2,227.0
Ciudad Real,2008,3,2008-T3,154.0
Ciudad Real,2008,4,2008-T4,198.0
Ciudad Real,2009,1,2009-T1,109.0
Ciudad Real,2009,2,2009-T2,148.0
Ciudad Real,2009,3,2009-T3,171.0
Ciudad Real,2009,4,2009-T4,163.0
Ciudad Real,2010,1,2010-T1,142.0
Ciudad Real,2010,2,2010-T2,173.0
Ciudad Real,2010,3,2010-T3,102.0
Ciudad Real,2010,4,2010-T4,116.0
Ciudad Real,2011,1,2011-T1,106.0
Ciudad Real,2011,2,2011-T2,149.0
Ciudad Real,2011,3,2011-T3,106.0
Ciudad Real,2011,4,2011-T4,110.0
Ciudad Real,2012,1,2012-T1,111.0
Ciudad Real,2012,2,2012-T2,79.0
Ciudad Real,2012,3,2012-T3,115.0
Ciudad Real,2012,4,2012-T4,98.0
Ciudad Real,2013,1,2013-T1,63.0
Ciudad Real,2013,2,2013-T2,114.0
Ciudad Real,2013,3,2013-T3,97.0
Ciudad Real,2013,4,2013-T4,183.0
Ciudad Real,2014,1,2014-T1,88.0
Ciudad Real,2014,2,2014-T2,84.0
Ciudad Real,2014,3,2014-T3,115.0
Ciudad Real,2014,4,2014-T4,97.0
Ciudad Real,2015,1,2015-T1,81.0
Ciudad Real,2015,2,2015-T2,58.0
Ciudad Real,2015,3,2015-T3,76.0
Ciudad Real,2015,4,2015-T4,87.0
Ciudad Real,2016,1,2016-T1,101.0
Ciudad Real,2016,2,2016-T2,109.0
Ciudad Real,2016,3,2016-T3,81.0
Ciudad Real,2016,4,2016-T4,69.0
Ciudad Real,2017,1,2017-T1,104.0
Ciudad Real,2017,2,2017-T2,65.0
Ciudad Real,2017,3,2017-T3,64.0
Ciudad Real,2017,4,2017-T4,115.0
Ciudad Real,2018,1,2018-T1,91.0
Ciudad Real,2018,2,2018-T2,83.0
Ciudad Real,2018,3,2018-T3,112.0
Ciudad Real,2018,4,2018-T4,121.0
Ciudad Real,2019,1,2019-T1,112.0
Ciudad Real,2019,2,2019-T2,76.0
Ciudad Real,2019,3,2019-T3,113.0
Ciudad Real,2019,4,2019-T4,117.0
Ciudad Real,2020,1,2020-T1,51.0
Ciudad Real,2020,2,2020-T2,62.0
Ciudad Real,2020,3,2020-T3,109.0
Ciudad Real,2020,4,2020-T4,109.0
Ciudad Real,2021,1,2021-T1,129.0
Ciudad Real,2021,2,2021-T2,109.0
Ciudad Real,2021,3,2021-T3,87.0
Ciudad Real,2021,4,2021-T4,176.0
Ciudad Real,2022,1,2022-T1,148.0
Ciudad Real,2022,2,2022-T2,134.0
Ciudad Real,2022,3,2022-T3,73.0
Ciudad Real,2022,4,2022-T4,74.0
Ciudad Real,2023,1,2023-T1,99.0
Ciudad Real,2023,2,2023-T2,105.0
Ciudad Real,2023,3,2023-T3,77.0
Ciudad Real,2023,4,2023-T4,131.0
Ciudad Real,2024,1,2024-T1,103.0
Ciudad Real,2024,2,2024-T2,121.0
Ciudad Real,2024,3,2024-T3,109.0
Ciudad Real,2024,4,2024-T4,83.0
Ciudad Real,2025,1,2025-T1,140.0
Ciudad Real,2025,2,2025-T2,113.0
Ciudad Real,2025,3,2025-T3,131.0
Ciudad Real,2025,4,2025-T4,172.0
Ciudad Real,2026,1,2026-T1,164.0
Coruña (A),2004,1,2004-T1,219.0
Coruña (A),2004,2,2004-T2,239.0
Coruña (A),2004,3,2004-T3,168.0
Coruña (A),2004,4,2004-T4,306.0
Coruña (A),2005,1,2005-T1,247.0
Coruña (A),2005,2,2005-T2,391.0
Coruña (A),2005,3,2005-T3,335.0
Coruña (A),2005,4,2005-T4,221.0
Coruña (A),2006,1,2006-T1,198.0
Coruña (A),2006,2,2006-T2,242.0
Coruña (A),2006,3,2006-T3,175.0
Coruña (A),2006,4,2006-T4,188.0
Coruña (A),2007,1,2007-T1,175.0
Coruña (A),2007,2,2007-T2,140.0
Coruña (A),2007,3,2007-T3,144.0
Coruña (A),2007,4,2007-T4,129.0
Coruña (A),2008,1,2008-T1,107.0
Coruña (A),2008,2,2008-T2,107.0
Coruña (A),2008,3,2008-T3,71.0
Coruña (A),2008,4,2008-T4,145.0
Coruña (A),2009,1,2009-T1,75.0
Coruña (A),2009,2,2009-T2,64.0
Coruña (A),2009,3,2009-T3,152.0
Coruña (A),2009,4,2009-T4,76.0
Coruña (A),2010,1,2010-T1,57.0
Coruña (A),2010,2,2010-T2,75.0
Coruña (A),2010,3,2010-T3,68.0
Coruña (A),2010,4,2010-T4,89.0
Coruña (A),2011,1,2011-T1,48.0
Coruña (A),2011,2,2011-T2,61.0
Coruña (A),2011,3,2011-T3,57.0
Coruña (A),2011,4,2011-T4,65.0
Coruña (A),2012,1,2012-T1,41.0
Coruña (A),2012,2,2012-T2,37.0
Coruña (A),2012,3,2012-T3,38.0
Coruña (A),2012,4,2012-T4,56.0
Coruña (A),2013,1,2013-T1,29.0
Coruña (A),2013,2,2013-T2,58.0
Coruña (A),2013,3,2013-T3,32.0
Coruña (A),2013,4,2013-T4,52.0
Coruña (A),2014,1,2014-T1,37.0
Coruña (A),2014,2,2014-T2,47.0
Coruña (A),2014,3,2014-T3,26.0
Coruña (A),2014,4,2014-T4,35.0
Coruña (A),2015,1,2015-T1,43.0
Coruña (A),2015,2,2015-T2,56.0
Coruña (A),2015,3,2015-T3,79.0
Coruña (A),2015,4,2015-T4,40.0
Coruña (A),2016,1,2016-T1,29.0
Coruña (A),2016,2,2016-T2,18.0
Coruña (A),2016,3,2016-T3,40.0
Coruña (A),2016,4,2016-T4,32.0
Coruña (A),2017,1,2017-T1,43.0
Coruña (A),2017,2,2017-T2,63.0
Coruña (A),2017,3,2017-T3,32.0
Coruña (A),2017,4,2017-T4,47.0
Coruña (A),2018,1,2018-T1,48.0
Coruña (A),2018,2,2018-T2,43.0
Coruña (A),2018,3,2018-T3,33.0
Coruña (A),2018,4,2018-T4,74.0
Coruña (A),2019,1,2019-T1,28.0
Coruña (A),2019,2,2019-T2,48.0
Coruña (A),2019,3,2019-T3,49.0
Coruña (A),2019,4,2019-T4,54.0
Coruña (A),2020,1,2020-T1,16.0
Coruña (A),2020,2,2020-T2,31.0
Coruña (A),2020,3,2020-T3,47.0
Coruña (A),2020,4,2020-T4,63.0
Coruña (A),2021,1,2021-T1,59.0
Coruña (A),2021,2,2021-T2,220.0
Coruña (A),2021,3,2021-T3,90.0
Coruña (A),2021,4,2021-T4,73.0
Coruña (A),2022,1,2022-T1,58.0
Coruña (A),2022,2,2022-T2,59.0
Coruña (A),2022,3,2022-T3,61.0
Coruña (A),2022,4,2022-T4,67.0
Coruña (A),2023,1,2023-T1,41.0
Coruña (A),2023,2,2023-T2,57.0
Coruña (A),2023,3,2023-T3,49.0
Coruña (A),2023,4,2023-T4,61.0
Coruña (A),2024,1,2024-T1,97.0
Coruña (A),2024,2,2024-T2,52.0
Coruña (A),2024,3,2024-T3,70.0
Coruña (A),2024,4,2024-T4,52.0
Coruña (A),2025,1,2025-T1,68.0
Coruña (A),2025,2,2025-T2,66.0
Coruña (A),2025,3,2025-T3,91.0
Coruña (A),2025,4,2025-T4,94.0
Coruña (A),2026,1,2026-T1,97.0
Cuenca,2004,1,2004-T1,137.0
Cuenca,2004,2,2004-T2,149.0
Cuenca,2004,3,2004-T3,179.0
Cuenca,2004,4,2004-T4,183.0
Cuenca,2005,1,2005-T1,146.0
Cuenca,2005,2,2005-T2,159.0
Cuenca,2005,3,2005-T3,119.0
Cuenca,2005,4,2005-T4,124.0
Cuenca,2006,1,2006-T1,144.0
Cuenca,2006,2,2006-T2,90.0
Cuenca,2006,3,2006-T3,74.0
Cuenca,2006,4,2006-T4,134.0
Cuenca,2007,1,2007-T1,119.0
Cuenca,2007,2,2007-T2,191.0
Cuenca,2007,3,2007-T3,127.0
Cuenca,2007,4,2007-T4,160.0
Cuenca,2008,1,2008-T1,121.0
Cuenca,2008,2,2008-T2,112.0
Cuenca,2008,3,2008-T3,73.0
Cuenca,2008,4,2008-T4,239.0
Cuenca,2009,1,2009-T1,65.0
Cuenca,2009,2,2009-T2,82.0
Cuenca,2009,3,2009-T3,74.0
Cuenca,2009,4,2009-T4,117.0
Cuenca,2010,1,2010-T1,112.0
Cuenca,2010,2,2010-T2,77.0
Cuenca,2010,3,2010-T3,52.0
Cuenca,2010,4,2010-T4,77.0
Cuenca,2011,1,2011-T1,53.0
Cuenca,2011,2,2011-T2,50.0
Cuenca,2011,3,2011-T3,63.0
Cuenca,2011,4,2011-T4,72.0
Cuenca,2012,1,2012-T1,60.0
Cuenca,2012,2,2012-T2,41.0
Cuenca,2012,3,2012-T3,29.0
Cuenca,2012,4,2012-T4,85.0
Cuenca,2013,1,2013-T1,47.0
Cuenca,2013,2,2013-T2,33.0
Cuenca,2013,3,2013-T3,33.0
Cuenca,2013,4,2013-T4,33.0
Cuenca,2014,1,2014-T1,28.0
Cuenca,2014,2,2014-T2,33.0
Cuenca,2014,3,2014-T3,42.0
Cuenca,2014,4,2014-T4,41.0
Cuenca,2015,1,2015-T1,41.0
Cuenca,2015,2,2015-T2,31.0
Cuenca,2015,3,2015-T3,39.0
Cuenca,2015,4,2015-T4,44.0
Cuenca,2016,1,2016-T1,37.0
Cuenca,2016,2,2016-T2,29.0
Cuenca,2016,3,2016-T3,36.0
Cuenca,2016,4,2016-T4,54.0
Cuenca,2017,1,2017-T1,34.0
Cuenca,2017,2,2017-T2,52.0
Cuenca,2017,3,2017-T3,28.0
Cuenca,2017,4,2017-T4,33.0
Cuenca,2018,1,2018-T1,36.0
Cuenca,2018,2,2018-T2,15.0
Cuenca,2018,3,2018-T3,34.0
Cuenca,2018,4,2018-T4,34.0
Cuenca,2019,1,2019-T1,29.0
Cuenca,2019,2,2019-T2,36.0
Cuenca,2019,3,2019-T3,34.0
Cuenca,2019,4,2019-T4,33.0
Cuenca,2020,1,2020-T1,13.0
Cuenca,2020,2,2020-T2,17.0
Cuenca,2020,3,2020-T3,25.0
Cuenca,2020,4,2020-T4,52.0
Cuenca,2021,1,2021-T1,78.0
Cuenca,2021,2,2021-T2,60.0
Cuenca,2021,3,2021-T3,65.0
Cuenca,2021,4,2021-T4,68.0
Cuenca,2022,1,2022-T1,73.0
Cuenca,2022,2,2022-T2,43.0
Cuenca,2022,3,2022-T3,48.0
Cuenca,2022,4,2022-T4,45.0
Cuenca,2023,1,2023-T1,49.0
Cuenca,2023,2,2023-T2,61.0
Cuenca,2023,3,2023-T3,36.0
Cuenca,2023,4,2023-T4,53.0
Cuenca,2024,1,2024-T1,28.0
Cuenca,2024,2,2024-T2,59.0
Cuenca,2024,3,2024-T3,38.0
Cuenca,2024,4,2024-T4,36.0
Cuenca,2025,1,2025-T1,45.0
Cuenca,2025,2,2025-T2,38.0
Cuenca,2025,3,2025-T3,64.0
Cuenca,2025,4,2025-T4,67.0
Cuenca,2026,1,2026-T1,60.0
Cáceres,2004,1,2004-T1,270.0
Cáceres,2004,2,2004-T2,518.0
Cáceres,2004,3,2004-T3,368.0
Cáceres,2004,4,2004-T4,450.0
Cáceres,2005,1,2005-T1,262.0
Cáceres,2005,2,2005-T2,415.0
Cáceres,2005,3,2005-T3,278.0
Cáceres,2005,4,2005-T4,165.0
Cáceres,2006,1,2006-T1,162.0
Cáceres,2006,2,2006-T2,299.0
Cáceres,2006,3,2006-T3,245.0
Cáceres,2006,4,2006-T4,314.0
Cáceres,2007,1,2007-T1,135.0
Cáceres,2007,2,2007-T2,175.0
Cáceres,2007,3,2007-T3,166.0
Cáceres,2007,4,2007-T4,280.0
Cáceres,2008,1,2008-T1,193.0
Cáceres,2008,2,2008-T2,115.0
Cáceres,2008,3,2008-T3,156.0
Cáceres,2008,4,2008-T4,168.0
Cáceres,2009,1,2009-T1,92.0
Cáceres,2009,2,2009-T2,69.0
Cáceres,2009,3,2009-T3,131.0
Cáceres,2009,4,2009-T4,95.0
Cáceres,2010,1,2010-T1,116.0
Cáceres,2010,2,2010-T2,140.0
Cáceres,2010,3,2010-T3,94.0
Cáceres,2010,4,2010-T4,125.0
Cáceres,2011,1,2011-T1,113.0
Cáceres,2011,2,2011-T2,78.0
Cáceres,2011,3,2011-T3,63.0
Cáceres,2011,4,2011-T4,69.0
Cáceres,2012,1,2012-T1,52.0
Cáceres,2012,2,2012-T2,67.0
Cáceres,2012,3,2012-T3,47.0
Cáceres,2012,4,2012-T4,50.0
Cáceres,2013,1,2013-T1,48.0
Cáceres,2013,2,2013-T2,55.0
Cáceres,2013,3,2013-T3,66.0
Cáceres,2013,4,2013-T4,52.0
Cáceres,2014,1,2014-T1,45.0
Cáceres,2014,2,2014-T2,46.0
Cáceres,2014,3,2014-T3,61.0
Cáceres,2014,4,2014-T4,60.0
Cáceres,2015,1,2015-T1,54.0
Cáceres,2015,2,2015-T2,58.0
Cáceres,2015,3,2015-T3,47.0
Cáceres,2015,4,2015-T4,54.0
Cáceres,2016,1,2016-T1,40.0
Cáceres,2016,2,2016-T2,57.0
Cáceres,2016,3,2016-T3,44.0
Cáceres,2016,4,2016-T4,59.0
Cáceres,2017,1,2017-T1,38.0
Cáceres,2017,2,2017-T2,96.0
Cáceres,2017,3,2017-T3,50.0
Cáceres,2017,4,2017-T4,69.0
Cáceres,2018,1,2018-T1,57.0
Cáceres,2018,2,2018-T2,37.0
Cáceres,2018,3,2018-T3,73.0
Cáceres,2018,4,2018-T4,58.0
Cáceres,2019,1,2019-T1,36.0
Cáceres,2019,2,2019-T2,36.0
Cáceres,2019,3,2019-T3,63.0
Cáceres,2019,4,2019-T4,98.0
Cáceres,2020,1,2020-T1,27.0
Cáceres,2020,2,2020-T2,35.0
Cáceres,2020,3,2020-T3,58.0
Cáceres,2020,4,2020-T4,123.0
Cáceres,2021,1,2021-T1,89.0
Cáceres,2021,2,2021-T2,108.0
Cáceres,2021,3,2021-T3,113.0
Cáceres,2021,4,2021-T4,85.0
Cáceres,2022,1,2022-T1,83.0
Cáceres,2022,2,2022-T2,63.0
Cáceres,2022,3,2022-T3,40.0
Cáceres,2022,4,2022-T4,51.0
Cáceres,2023,1,2023-T1,65.0
Cáceres,2023,2,2023-T2,54.0
Cáceres,2023,3,2023-T3,75.0
Cáceres,2023,4,2023-T4,77.0
Cáceres,2024,1,2024-T1,59.0
Cáceres,2024,2,2024-T2,59.0
Cáceres,2024,3,2024-T3,68.0
Cáceres,2024,4,2024-T4,50.0
Cáceres,2025,1,2025-T1,60.0
Cáceres,2025,2,2025-T2,87.0
Cáceres,2025,3,2025-T3,87.0
Cáceres,2025,4,2025-T4,133.0
Cáceres,2026,1,2026-T1,51.0
Cádiz,2004,1,2004-T1,553.0
Cádiz,2004,2,2004-T2,416.0
Cádiz,2004,3,2004-T3,391.0
Cádiz,2004,4,2004-T4,569.0
Cádiz,2005,1,2005-T1,399.0
Cádiz,2005,2,2005-T2,476.0
Cádiz,2005,3,2005-T3,341.0
Cádiz,2005,4,2005-T4,271.0
Cádiz,2006,1,2006-T1,306.0
Cádiz,2006,2,2006-T2,276.0
Cádiz,2006,3,2006-T3,259.0
Cádiz,2006,4,2006-T4,364.0
Cádiz,2007,1,2007-T1,316.0
Cádiz,2007,2,2007-T2,273.0
Cádiz,2007,3,2007-T3,306.0
Cádiz,2007,4,2007-T4,316.0
Cádiz,2008,1,2008-T1,151.0
Cádiz,2008,2,2008-T2,228.0
Cádiz,2008,3,2008-T3,126.0
Cádiz,2008,4,2008-T4,180.0
Cádiz,2009,1,2009-T1,73.0
Cádiz,2009,2,2009-T2,89.0
Cádiz,2009,3,2009-T3,91.0
Cádiz,2009,4,2009-T4,130.0
Cádiz,2010,1,2010-T1,103.0
Cádiz,2010,2,2010-T2,92.0
Cádiz,2010,3,2010-T3,138.0
Cádiz,2010,4,2010-T4,95.0
Cádiz,2011,1,2011-T1,68.0
Cádiz,2011,2,2011-T2,85.0
Cádiz,2011,3,2011-T3,83.0
Cádiz,2011,4,2011-T4,128.0
Cádiz,2012,1,2012-T1,46.0
Cádiz,2012,2,2012-T2,116.0
Cádiz,2012,3,2012-T3,178.0
Cádiz,2012,4,2012-T4,98.0
Cádiz,2013,1,2013-T1,60.0
Cádiz,2013,2,2013-T2,93.0
Cádiz,2013,3,2013-T3,87.0
Cádiz,2013,4,2013-T4,159.0
Cádiz,2014,1,2014-T1,105.0
Cádiz,2014,2,2014-T2,85.0
Cádiz,2014,3,2014-T3,145.0
Cádiz,2014,4,2014-T4,83.0
Cádiz,2015,1,2015-T1,77.0
Cádiz,2015,2,2015-T2,47.0
Cádiz,2015,3,2015-T3,72.0
Cádiz,2015,4,2015-T4,79.0
Cádiz,2016,1,2016-T1,75.0
Cádiz,2016,2,2016-T2,112.0
Cádiz,2016,3,2016-T3,94.0
Cádiz,2016,4,2016-T4,91.0
Cádiz,2017,1,2017-T1,80.0
Cádiz,2017,2,2017-T2,96.0
Cádiz,2017,3,2017-T3,79.0
Cádiz,2017,4,2017-T4,163.0
Cádiz,2018,1,2018-T1,115.0
Cádiz,2018,2,2018-T2,139.0
Cádiz,2018,3,2018-T3,163.0
Cádiz,2018,4,2018-T4,163.0
Cádiz,2019,1,2019-T1,145.0
Cádiz,2019,2,2019-T2,108.0
Cádiz,2019,3,2019-T3,108.0
Cádiz,2019,4,2019-T4,112.0
Cádiz,2020,1,2020-T1,81.0
Cádiz,2020,2,2020-T2,44.0
Cádiz,2020,3,2020-T3,65.0
Cádiz,2020,4,2020-T4,212.0
Cádiz,2021,1,2021-T1,139.0
Cádiz,2021,2,2021-T2,215.0
Cádiz,2021,3,2021-T3,183.0
Cádiz,2021,4,2021-T4,190.0
Cádiz,2022,1,2022-T1,222.0
Cádiz,2022,2,2022-T2,150.0
Cádiz,2022,3,2022-T3,91.0
Cádiz,2022,4,2022-T4,112.0
Cádiz,2023,1,2023-T1,104.0
Cádiz,2023,2,2023-T2,136.0
Cádiz,2023,3,2023-T3,91.0
Cádiz,2023,4,2023-T4,185.0
Cádiz,2024,1,2024-T1,147.0
Cádiz,2024,2,2024-T2,121.0
Cádiz,2024,3,2024-T3,119.0
Cádiz,2024,4,2024-T4,142.0
Cádiz,2025,1,2025-T1,161.0
Cádiz,2025,2,2025-T2,162.0
Cádiz,2025,3,2025-T3,112.0
Cádiz,2025,4,2025-T4,152.0
Cádiz,2026,1,2026-T1,136.0
Córdoba,2004,1,2004-T1,113.0
Córdoba,2004,2,2004-T2,127.0
Córdoba,2004,3,2004-T3,131.0
Córdoba,2004,4,2004-T4,180.0
Córdoba,2005,1,2005-T1,191.0
Córdoba,2005,2,2005-T2,294.0
Córdoba,2005,3,2005-T3,255.0
Córdoba,2005,4,2005-T4,241.0
Córdoba,2006,1,2006-T1,440.0
Córdoba,2006,2,2006-T2,283.0
Córdoba,2006,3,2006-T3,355.0
Córdoba,2006,4,2006-T4,441.0
Córdoba,2007,1,2007-T1,263.0
Córdoba,2007,2,2007-T2,239.0
Córdoba,2007,3,2007-T3,228.0
Córdoba,2007,4,2007-T4,245.0
Córdoba,2008,1,2008-T1,222.0
Córdoba,2008,2,2008-T2,215.0
Córdoba,2008,3,2008-T3,209.0
Córdoba,2008,4,2008-T4,224.0
Córdoba,2009,1,2009-T1,154.0
Córdoba,2009,2,2009-T2,168.0
Córdoba,2009,3,2009-T3,153.0
Córdoba,2009,4,2009-T4,223.0
Córdoba,2010,1,2010-T1,183.0
Córdoba,2010,2,2010-T2,256.0
Córdoba,2010,3,2010-T3,97.0
Córdoba,2010,4,2010-T4,162.0
Córdoba,2011,1,2011-T1,125.0
Córdoba,2011,2,2011-T2,108.0
Córdoba,2011,3,2011-T3,125.0
Córdoba,2011,4,2011-T4,113.0
Córdoba,2012,1,2012-T1,66.0
Córdoba,2012,2,2012-T2,130.0
Córdoba,2012,3,2012-T3,118.0
Córdoba,2012,4,2012-T4,131.0
Córdoba,2013,1,2013-T1,54.0
Córdoba,2013,2,2013-T2,126.0
Córdoba,2013,3,2013-T3,81.0
Córdoba,2013,4,2013-T4,75.0
Córdoba,2014,1,2014-T1,52.0
Córdoba,2014,2,2014-T2,75.0
Córdoba,2014,3,2014-T3,51.0
Córdoba,2014,4,2014-T4,69.0
Córdoba,2015,1,2015-T1,71.0
Córdoba,2015,2,2015-T2,62.0
Córdoba,2015,3,2015-T3,135.0
Córdoba,2015,4,2015-T4,88.0
Córdoba,2016,1,2016-T1,107.0
Córdoba,2016,2,2016-T2,95.0
Córdoba,2016,3,2016-T3,85.0
Córdoba,2016,4,2016-T4,69.0
Córdoba,2017,1,2017-T1,96.0
Córdoba,2017,2,2017-T2,79.0
Córdoba,2017,3,2017-T3,89.0
Córdoba,2017,4,2017-T4,106.0
