provincia,anio,trimestre,periodo,numero_transacciones
Teruel,2010,3,2010-T3,26.0
Teruel,2010,4,2010-T4,15.0
Teruel,2011,1,2011-T1,29.0
Teruel,2011,2,2011-T2,20.0
Teruel,2011,3,2011-T3,13.0
Teruel,2011,4,2011-T4,14.0
Teruel,2012,1,2012-T1,21.0
Teruel,2012,2,2012-T2,9.0
Teruel,2012,3,2012-T3,12.0
Teruel,2012,4,2012-T4,25.0
Teruel,2013,1,2013-T1,13.0
Teruel,2013,2,2013-T2,19.0
Teruel,2013,3,2013-T3,24.0
Teruel,2013,4,2013-T4,20.0
Teruel,2014,1,2014-T1,16.0
Teruel,2014,2,2014-T2,13.0
Teruel,2014,3,2014-T3,27.0
Teruel,2014,4,2014-T4,18.0
Teruel,2015,1,2015-T1,4.0
Teruel,2015,2,2015-T2,14.0
Teruel,2015,3,2015-T3,18.0
Teruel,2015,4,2015-T4,13.0
Teruel,2016,1,2016-T1,20.0
Teruel,2016,2,2016-T2,19.0
Teruel,2016,3,2016-T3,3.0
Teruel,2016,4,2016-T4,5.0
Teruel,2017,1,2017-T1,11.0
Teruel,2017,2,2017-T2,11.0
Teruel,2017,3,2017-T3,9.0
Teruel,2017,4,2017-T4,21.0
Teruel,2018,1,2018-T1,20.0
Teruel,2018,2,2018-T2,22.0
Teruel,2018,3,2018-T3,14.0
Teruel,2018,4,2018-T4,18.0
Teruel,2019,1,2019-T1,20.0
Teruel,2019,2,2019-T2,17.0
Teruel,2019,3,2019-T3,13.0
Teruel,2019,4,2019-T4,12.0
Teruel,2020,1,2020-T1,5.0
Teruel,2020,2,2020-T2,8.0
Teruel,2020,3,2020-T3,13.0
Teruel,2020,4,2020-T4,41.0
Teruel,2021,1,2021-T1,16.0
Teruel,2021,2,2021-T2,18.0
Teruel,2021,3,2021-T3,20.0
Teruel,2021,4,2021-T4,20.0
Teruel,2022,1,2022-T1,25.0
Teruel,2022,2,2022-T2,25.0
Teruel,2022,3,2022-T3,38.0
Teruel,2022,4,2022-T4,21.0
Teruel,2023,1,2023-T1,22.0
Teruel,2023,2,2023-T2,18.0
Teruel,2023,3,2023-T3,11.0
Teruel,2023,4,2023-T4,7.0
Teruel,2024,1,2024-T1,10.0
Teruel,2024,2,2024-T2,14.0
Teruel,2024,3,2024-T3,10.0
Teruel,2024,4,2024-T4,10.0
Teruel,2025,1,2025-T1,21.0
Teruel,2025,2,2025-T2,18.0
Teruel,2025,3,2025-T3,33.0
Teruel,2025,4,2025-T4,38.0
Teruel,2026,1,2026-T1,40.0
Toledo,2004,1,2004-T1,1078.0
Toledo,2004,2,2004-T2,929.0
Toledo,2004,3,2004-T3,709.0
Toledo,2004,4,2004-T4,826.0
Toledo,2005,1,2005-T1,1123.0
Toledo,2005,2,2005-T2,768.0
Toledo,2005,3,2005-T3,453.0
Toledo,2005,4,2005-T4,589.0
Toledo,2006,1,2006-T1,510.0
Toledo,2006,2,2006-T2,781.0
Toledo,2006,3,2006-T3,495.0
Toledo,2006,4,2006-T4,717.0
Toledo,2007,1,2007-T1,1035.0
Toledo,2007,2,2007-T2,883.0
Toledo,2007,3,2007-T3,922.0
Toledo,2007,4,2007-T4,639.0
Toledo,2008,1,2008-T1,1002.0
Toledo,2008,2,2008-T2,642.0
Toledo,2008,3,2008-T3,396.0
Toledo,2008,4,2008-T4,451.0
Toledo,2009,1,2009-T1,359.0
Toledo,2009,2,2009-T2,326.0
Toledo,2009,3,2009-T3,318.0
Toledo,2009,4,2009-T4,431.0
Toledo,2010,1,2010-T1,248.0
Toledo,2010,2,2010-T2,458.0
Toledo,2010,3,2010-T3,228.0
Toledo,2010,4,2010-T4,315.0
Toledo,2011,1,2011-T1,289.0
Toledo,2011,2,2011-T2,280.0
Toledo,2011,3,2011-T3,187.0
Toledo,2011,4,2011-T4,392.0
Toledo,2012,1,2012-T1,325.0
Toledo,2012,2,2012-T2,131.0
Toledo,2012,3,2012-T3,311.0
Toledo,2012,4,2012-T4,151.0
Toledo,2013,1,2013-T1,151.0
Toledo,2013,2,2013-T2,170.0
Toledo,2013,3,2013-T3,221.0
Toledo,2013,4,2013-T4,138.0
Toledo,2014,1,2014-T1,206.0
Toledo,2014,2,2014-T2,149.0
Toledo,2014,3,2014-T3,130.0
Toledo,2014,4,2014-T4,189.0
Toledo,2015,1,2015-T1,329.0
Toledo,2015,2,2015-T2,291.0
Toledo,2015,3,2015-T3,217.0
Toledo,2015,4,2015-T4,186.0
Toledo,2016,1,2016-T1,144.0
Toledo,2016,2,2016-T2,171.0
Toledo,2016,3,2016-T3,187.0
Toledo,2016,4,2016-T4,203.0
Toledo,2017,1,2017-T1,182.0
Toledo,2017,2,2017-T2,561.0
Toledo,2017,3,2017-T3,195.0
Toledo,2017,4,2017-T4,229.0
Toledo,2018,1,2018-T1,182.0
Toledo,2018,2,2018-T2,299.0
Toledo,2018,3,2018-T3,327.0
Toledo,2018,4,2018-T4,448.0
Toledo,2019,1,2019-T1,295.0
Toledo,2019,2,2019-T2,244.0
Toledo,2019,3,2019-T3,291.0
Toledo,2019,4,2019-T4,284.0
Toledo,2020,1,2020-T1,141.0
Toledo,2020,2,2020-T2,146.0
Toledo,2020,3,2020-T3,438.0
Toledo,2020,4,2020-T4,417.0
Toledo,2021,1,2021-T1,498.0
Toledo,2021,2,2021-T2,703.0
Toledo,2021,3,2021-T3,604.0
Toledo,2021,4,2021-T4,584.0
Toledo,2022,1,2022-T1,486.0
Toledo,2022,2,2022-T2,497.0
Toledo,2022,3,2022-T3,411.0
Toledo,2022,4,2022-T4,362.0
Toledo,2023,1,2023-T1,810.0
Toledo,2023,2,2023-T2,502.0
Toledo,2023,3,2023-T3,262.0
Toledo,2023,4,2023-T4,438.0
Toledo,2024,1,2024-T1,388.0
Toledo,2024,2,2024-T2,350.0
Toledo,2024,3,2024-T3,451.0
Toledo,2024,4,2024-T4,335.0
Toledo,2025,1,2025-T1,366.0
Toledo,2025,2,2025-T2,692.0
Toledo,2025,3,2025-T3,481.0
Toledo,2025,4,2025-T4,533.0
Toledo,2026,1,2026-T1,540.0
Valencia/València,2004,1,2004-T1,1191.0
Valencia/València,2004,2,2004-T2,1220.0
Valencia/València,2004,3,2004-T3,881.0
Valencia/València,2004,4,2004-T4,1178.0
Valencia/València,2005,1,2005-T1,964.0
Valencia/València,2005,2,2005-T2,1173.0
Valencia/València,2005,3,2005-T3,937.0
Valencia/València,2005,4,2005-T4,670.0
Valencia/València,2006,1,2006-T1,744.0
Valencia/València,2006,2,2006-T2,561.0
Valencia/València,2006,3,2006-T3,512.0
Valencia/València,2006,4,2006-T4,555.0
Valencia/València,2007,1,2007-T1,353.0
Valencia/València,2007,2,2007-T2,601.0
Valencia/València,2007,3,2007-T3,381.0
Valencia/València,2007,4,2007-T4,376.0
Valencia/València,2008,1,2008-T1,250.0
Valencia/València,2008,2,2008-T2,251.0
Valencia/València,2008,3,2008-T3,183.0
Valencia/València,2008,4,2008-T4,219.0
Valencia/València,2009,1,2009-T1,107.0
Valencia/València,2009,2,2009-T2,167.0
Valencia/València,2009,3,2009-T3,204.0
Valencia/València,2009,4,2009-T4,162.0
Valencia/València,2010,1,2010-T1,162.0
Valencia/València,2010,2,2010-T2,182.0
Valencia/València,2010,3,2010-T3,133.0
Valencia/València,2010,4,2010-T4,142.0
Valencia/València,2011,1,2011-T1,123.0
Valencia/València,2011,2,2011-T2,155.0
Valencia/València,2011,3,2011-T3,115.0
Valencia/València,2011,4,2011-T4,115.0
Valencia/València,2012,1,2012-T1,118.0
Valencia/València,2012,2,2012-T2,116.0
Valencia/València,2012,3,2012-T3,147.0
Valencia/València,2012,4,2012-T4,91.0
Valencia/València,2013,1,2013-T1,71.0
Valencia/València,2013,2,2013-T2,104.0
Valencia/València,2013,3,2013-T3,102.0
Valencia/València,2013,4,2013-T4,128.0
Valencia/València,2014,1,2014-T1,104.0
Valencia/València,2014,2,2014-T2,110.0
Valencia/València,2014,3,2014-T3,139.0
Valencia/València,2014,4,2014-T4,123.0
Valencia/València,2015,1,2015-T1,110.0
Valencia/València,2015,2,2015-T2,145.0
Valencia/València,2015,3,2015-T3,118.0
Valencia/València,2015,4,2015-T4,145.0
Valencia/València,2016,1,2016-T1,120.0
Valencia/València,2016,2,2016-T2,160.0
Valencia/València,2016,3,2016-T3,187.0
Valencia/València,2016,4,2016-T4,182.0
Valencia/València,2017,1,2017-T1,163.0
Valencia/València,2017,2,2017-T2,225.0
Valencia/València,2017,3,2017-T3,166.0
Valencia/València,2017,4,2017-T4,204.0
Valencia/València,2018,1,2018-T1,197.0
Valencia/València,2018,2,2018-T2,245.0
Valencia/València,2018,3,2018-T3,347.0
Valencia/València,2018,4,2018-T4,287.0
Valencia/València,2019,1,2019-T1,234.0
Valencia/València,2019,2,2019-T2,126.0
Valencia/València,2019,3,2019-T3,262.0
Valencia/València,2019,4,2019-T4,267.0
Valencia/València,2020,1,2020-T1,148.0
Valencia/València,2020,2,2020-T2,112.0
Valencia/València,2020,3,2020-T3,174.0
Valencia/València,2020,4,2020-T4,314.0
Valencia/València,2021,1,2021-T1,275.0
Valencia/València,2021,2,2021-T2,338.0
Valencia/València,2021,3,2021-T3,244.0
Valencia/València,2021,4,2021-T4,320.0
Valencia/València,2022,1,2022-T1,314.0
Valencia/València,2022,2,2022-T2,300.0
Valencia/València,2022,3,2022-T3,202.0
Valencia/València,2022,4,2022-T4,289.0
Valencia/València,2023,1,2023-T1,265.0
Valencia/València,2023,2,2023-T2,235.0
Valencia/València,2023,3,2023-T3,183.0
Valencia/València,2023,4,2023-T4,257.0
Valencia/València,2024,1,2024-T1,253.0
Valencia/València,2024,2,2024-T2,246.0
Valencia/València,2024,3,2024-T3,237.0
Valencia/València,2024,4,2024-T4,213.0
Valencia/València,2025,1,2025-T1,344.0
Valencia/València,2025,2,2025-T2,480.0
Valencia/València,2025,3,2025-T3,405.0
Valencia/València,2025,4,2025-T4,492.0
Valencia/València,2026,1,2026-T1,389.0
Valladolid,2004,1,2004-T1,112.0
Valladolid,2004,2,2004-T2,194.0
Valladolid,2004,3,2004-T3,189.0
Valladolid,2004,4,2004-T4,90.0
Valladolid,2005,1,2005-T1,58.0
Valladolid,2005,2,2005-T2,144.0
Valladolid,2005,3,2005-T3,103.0
Valladolid,2005,4,2005-T4,83.0
Valladolid,2006,1,2006-T1,112.0
Valladolid,2006,2,2006-T2,91.0
Valladolid,2006,3,2006-T3,105.0
Valladolid,2006,4,2006-T4,138.0
Valladolid,2007,1,2007-T1,101.0
Valladolid,2007,2,2007-T2,215.0
Valladolid,2007,3,2007-T3,111.0
Valladolid,2007,4,2007-T4,96.0
Valladolid,2008,1,2008-T1,71.0
Valladolid,2008,2,2008-T2,58.0
Valladolid,2008,3,2008-T3,51.0
Valladolid,2008,4,2008-T4,59.0
Valladolid,2009,1,2009-T1,86.0
Valladolid,2009,2,2009-T2,51.0
Valladolid,2009,3,2009-T3,65.0
Valladolid,2009,4,2009-T4,49.0
Valladolid,2010,1,2010-T1,1026.0
Valladolid,2010,2,2010-T2,54.0
Valladolid,2010,3,2010-T3,40.0
Valladolid,2010,4,2010-T4,43.0
Valladolid,2011,1,2011-T1,40.0
Valladolid,2011,2,2011-T2,46.0
Valladolid,2011,3,2011-T3,22.0
Valladolid,2011,4,2011-T4,68.0
Valladolid,2012,1,2012-T1,33.0
Valladolid,2012,2,2012-T2,30.0
Valladolid,2012,3,2012-T3,34.0
Valladolid,2012,4,2012-T4,97.0
Valladolid,2013,1,2013-T1,18.0
Valladolid,2013,2,2013-T2,34.0
Valladolid,2013,3,2013-T3,30.0
Valladolid,2013,4,2013-T4,34.0
Valladolid,2014,1,2014-T1,33.0
Valladolid,2014,2,2014-T2,36.0
Valladolid,2014,3,2014-T3,68.0
Valladolid,2014,4,2014-T4,36.0
Valladolid,2015,1,2015-T1,52.0
Valladolid,2015,2,2015-T2,56.0
Valladolid,2015,3,2015-T3,58.0
Valladolid,2015,4,2015-T4,53.0
Valladolid,2016,1,2016-T1,90.0
Valladolid,2016,2,2016-T2,46.0
Valladolid,2016,3,2016-T3,35.0
Valladolid,2016,4,2016-T4,37.0
Valladolid,2017,1,2017-T1,31.0
Valladolid,2017,2,2017-T2,66.0
Valladolid,2017,3,2017-T3,58.0
Valladolid,2017,4,2017-T4,97.0
Valladolid,2018,1,2018-T1,62.0
Valladolid,2018,2,2018-T2,73.0
Valladolid,2018,3,2018-T3,35.0
Valladolid,2018,4,2018-T4,58.0
Valladolid,2019,1,2019-T1,29.0
Valladolid,2019,2,2019-T2,32.0
Valladolid,2019,3,2019-T3,50.0
Valladolid,2019,4,2019-T4,111.0
Valladolid,2020,1,2020-T1,37.0
Valladolid,2020,2,2020-T2,22.0
Valladolid,2020,3,2020-T3,55.0
Valladolid,2020,4,2020-T4,112.0
Valladolid,2021,1,2021-T1,90.0
Valladolid,2021,2,2021-T2,106.0
Valladolid,2021,3,2021-T3,118.0
Valladolid,2021,4,2021-T4,124.0
Valladolid,2022,1,2022-T1,124.0
Valladolid,2022,2,2022-T2,72.0
Valladolid,2022,3,2022-T3,111.0
Valladolid,2022,4,2022-T4,67.0
Valladolid,2023,1,2023-T1,40.0
Valladolid,2023,2,2023-T2,58.0
Valladolid,2023,3,2023-T3,26.0
Valladolid,2023,4,2023-T4,50.0
Valladolid,2024,1,2024-T1,52.0
Valladolid,2024,2,2024-T2,31.0
Valladolid,2024,3,2024-T3,139.0
Valladolid,2024,4,2024-T4,35.0
Valladolid,2025,1,2025-T1,278.0
Valladolid,2025,2,2025-T2,99.0
Valladolid,2025,3,2025-T3,65.0
Valladolid,2025,4,2025-T4,88.0
Valladolid,2026,1,2026-T1,63.0
Vizcaya,2004,1,2004-T1,127.0
Vizcaya,2004,2,2004-T2,130.0
Vizcaya,2004,3,2004-T3,139.0
Vizcaya,2004,4,2004-T4,216.0
Vizcaya,2005,1,2005-T1,215.0
Vizcaya,2005,2,2005-T2,184.0
Vizcaya,2005,3,2005-T3,158.0
Vizcaya,2005,4,2005-T4,114.0
Vizcaya,2006,1,2006-T1,74.0
Vizcaya,2006,2,2006-T2,116.0
Vizcaya,2006,3,2006-T3,105.0
Vizcaya,2006,4,2006-T4,192.0
Vizcaya,2007,1,2007-T1,163.0
Vizcaya,2007,2,2007-T2,120.0
Vizcaya,2007,3,2007-T3,121.0
Vizcaya,2007,4,2007-T4,124.0
Vizcaya,2008,1,2008-T1,71.0
Vizcaya,2008,2,2008-T2,81.0
Vizcaya,2008,3,2008-T3,45.0
Vizcaya,2008,4,2008-T4,64.0
Vizcaya,2009,1,2009-T1,61.0
Vizcaya,2009,2,2009-T2,46.0
Vizcaya,2009,3,2009-T3,46.0
Vizcaya,2009,4,2009-T4,40.0
Vizcaya,2010,1,2010-T1,44.0
Vizcaya,2010,2,2010-T2,47.0
Vizcaya,2010,3,2010-T3,44.0
Vizcaya,2010,4,2010-T4,32.0
Vizcaya,2011,1,2011-T1,56.0
Vizcaya,2011,2,2011-T2,24.0
Vizcaya,2011,3,2011-T3,17.0
Vizcaya,2011,4,2011-T4,20.0
Vizcaya,2012,1,2012-T1,23.0
Vizcaya,2012,2,2012-T2,19.0
Vizcaya,2012,3,2012-T3,15.0
Vizcaya,2012,4,2012-T4,29.0
Vizcaya,2013,1,2013-T1,18.0
Vizcaya,2013,2,2013-T2,46.0
Vizcaya,2013,3,2013-T3,17.0
Vizcaya,2013,4,2013-T4,39.0
Vizcaya,2014,1,2014-T1,10.0
Vizcaya,2014,2,2014-T2,30.0
Vizcaya,2014,3,2014-T3,28.0
Vizcaya,2014,4,2014-T4,77.0
Vizcaya,2015,1,2015-T1,27.0
Vizcaya,2015,2,2015-T2,29.0
Vizcaya,2015,3,2015-T3,17.0
Vizcaya,2015,4,2015-T4,38.0
Vizcaya,2016,1,2016-T1,24.0
Vizcaya,2016,2,2016-T2,36.0
Vizcaya,2016,3,2016-T3,22.0
Vizcaya,2016,4,2016-T4,30.0
Vizcaya,2017,1,2017-T1,43.0
Vizcaya,2017,2,2017-T2,46.0
Vizcaya,2017,3,2017-T3,31.0
Vizcaya,2017,4,2017-T4,44.0
Vizcaya,2018,1,2018-T1,29.0
Vizcaya,2018,2,2018-T2,32.0
Vizcaya,2018,3,2018-T3,35.0
Vizcaya,2018,4,2018-T4,51.0
Vizcaya,2019,1,2019-T1,23.0
Vizcaya,2019,2,2019-T2,15.0
Vizcaya,2019,3,2019-T3,14.0
Vizcaya,2019,4,2019-T4,35.0
Vizcaya,2020,1,2020-T1,14.0
Vizcaya,2020,2,2020-T2,15.0
Vizcaya,2020,3,2020-T3,14.0
Vizcaya,2020,4,2020-T4,74.0
Vizcaya,2021,1,2021-T1,31.0
Vizcaya,2021,2,2021-T2,40.0
Vizcaya,2021,3,2021-T3,42.0
Vizcaya,2021,4,2021-T4,31.0
Vizcaya,2022,1,2022-T1,68.0
Vizcaya,2022,2,2022-T2,38.0
Vizcaya,2022,3,2022-T3,31.0
Vizcaya,2022,4,2022-T4,26.0
Vizcaya,2023,1,2023-T1,34.0
Vizcaya,2023,2,2023-T2,38.0
Vizcaya,2023,3,2023-T3,16.0
Vizcaya,2023,4,2023-T4,58.0
Vizcaya,2024,1,2024-T1,26.0
Vizcaya,2024,2,2024-T2,32.0
Vizcaya,2024,3,2024-T3,19.0
Vizcaya,2024,4,2024-T4,19.0
Vizcaya,2025,1,2025-T1,33.0
Vizcaya,2025,2,2025-T2,27.0
Vizcaya,2025,3,2025-T3,43.0
Vizcaya,2025,4,2025-T4,25.0
Vizcaya,2026,1,2026-T1,22.0
Zamora,2004,1,2004-T1,83.0
Zamora,2004,2,2004-T2,86.0
Zamora,2004,3,2004-T3,83.0
Zamora,2004,4,2004-T4,105.0
Zamora,2005,1,2005-T1,81.0
Zamora,2005,2,2005-T2,113.0
Zamora,2005,3,2005-T3,74.0
Zamora,2005,4,2005-T4,67.0
Zamora,2006,1,2006-T1,76.0
Zamora,2006,2,2006-T2,81.0
Zamora,2006,3,2006-T3,73.0
Zamora,2006,4,2006-T4,64.0
Zamora,2007,1,2007-T1,61.0
Zamora,2007,2,2007-T2,57.0
Zamora,2007,3,2007-T3,32.0
Zamora,2007,4,2007-T4,60.0
Zamora,2008,1,2008-T1,44.0
Zamora,2008,2,2008-T2,41.0
Zamora,2008,3,2008-T3,35.0
Zamora,2008,4,2008-T4,38.0
Zamora,2009,1,2009-T1,20.0
Zamora,2009,2,2009-T2,27.0
Zamora,2009,3,2009-T3,51.0
Zamora,2009,4,2009-T4,29.0
Zamora,2010,1,2010-T1,35.0
Zamora,2010,2,2010-T2,32.0
Zamora,2010,3,2010-T3,44.0
Zamora,2010,4,2010-T4,42.0
Zamora,2011,1,2011-T1,16.0
Zamora,2011,2,2011-T2,31.0
Zamora,2011,3,2011-T3,33.0
Zamora,2011,4,2011-T4,26.0
Zamora,2012,1,2012-T1,18.0
Zamora,2012,2,2012-T2,53.0
Zamora,2012,3,2012-T3,28.0
Zamora,2012,4,2012-T4,16.0
Zamora,2013,1,2013-T1,16.0
Zamora,2013,2,2013-T2,22.0
Zamora,2013,3,2013-T3,26.0
Zamora,2013,4,2013-T4,30.0
Zamora,2014,1,2014-T1,13.0
Zamora,2014,2,2014-T2,37.0
Zamora,2014,3,2014-T3,22.0
Zamora,2014,4,2014-T4,43.0
Zamora,2015,1,2015-T1,10.0
Zamora,2015,2,2015-T2,26.0
Zamora,2015,3,2015-T3,20.0
Zamora,2015,4,2015-T4,20.0
Zamora,2016,1,2016-T1,8.0
Zamora,2016,2,2016-T2,26.0
Zamora,2016,3,2016-T3,29.0
Zamora,2016,4,2016-T4,23.0
Zamora,2017,1,2017-T1,17.0
Zamora,2017,2,2017-T2,15.0
Zamora,2017,3,2017-T3,38.0
Zamora,2017,4,2017-T4,28.0
Zamora,2018,1,2018-T1,19.0
Zamora,2018,2,2018-T2,12.0
Zamora,2018,3,2018-T3,27.0
Zamora,2018,4,2018-T4,22.0
Zamora,2019,1,2019-T1,13.0
Zamora,2019,2,2019-T2,16.0
Zamora,2019,3,2019-T3,22.0
Zamora,2019,4,2019-T4,33.0
Zamora,2020,1,2020-T1,6.0
Zamora,2020,2,2020-T2,7.0
Zamora,2020,3,2020-T3,81.0
Zamora,2020,4,2020-T4,31.0
Zamora,2021,1,2021-T1,53.0
Zamora,2021,2,2021-T2,55.0
Zamora,2021,3,2021-T3,45.0
Zamora,2021,4,2021-T4,25.0
Zamora,2022,1,2022-T1,18.0
Zamora,2022,2,2022-T2,21.0
Zamora,2022,3,2022-T3,26.0
Zamora,2022,4,2022-T4,14.0
Zamora,2023,1,2023-T1,16.0
Zamora,2023,2,2023-T2,18.0
Zamora,2023,3,2023-T3,14.0
Zamora,2023,4,2023-T4,19.0
Zamora,2024,1,2024-T1,16.0
Zamora,2024,2,2024-T2,17.0
Zamora,2024,3,2024-T3,31.0
Zamora,2024,4,2024-T4,23.0
Zamora,2025,1,2025-T1,27.0
Zamora,2025,2,2025-T2,26.0
Zamora,2025,3,2025-T3,40.0
Zamora,2025,4,2025-T4,48.0
Zamora,2026,1,2026-T1,20.0
Zaragoza,2004,1,2004-T1,212.0
Zaragoza,2004,2,2004-T2,315.0
Zaragoza,2004,3,2004-T3,223.0
Zaragoza,2004,4,2004-T4,308.0
Zaragoza,2005,1,2005-T1,297.0
Zaragoza,2005,2,2005-T2,371.0
Zaragoza,2005,3,2005-T3,358.0
Zaragoza,2005,4,2005-T4,269.0
Zaragoza,2006,1,2006-T1,262.0
Zaragoza,2006,2,2006-T2,193.0
Zaragoza,2006,3,2006-T3,180.0
Zaragoza,2006,4,2006-T4,269.0
Zaragoza,2007,1,2007-T1,230.0
Zaragoza,2007,2,2007-T2,202.0
Zaragoza,2007,3,2007-T3,246.0
Zaragoza,2007,4,2007-T4,141.0
Zaragoza,2008,1,2008-T1,122.0
Zaragoza,2008,2,2008-T2,111.0
Zaragoza,2008,3,2008-T3,112.0
Zaragoza,2008,4,2008-T4,120.0
Zaragoza,2009,1,2009-T1,197.0
Zaragoza,2009,2,2009-T2,58.0
Zaragoza,2009,3,2009-T3,68.0
Zaragoza,2009,4,2009-T4,58.0
Zaragoza,2010,1,2010-T1,46.0
Zaragoza,2010,2,2010-T2,90.0
Zaragoza,2010,3,2010-T3,62.0
Zaragoza,2010,4,2010-T4,72.0
Zaragoza,2011,1,2011-T1,44.0
Zaragoza,2011,2,2011-T2,68.0
Zaragoza,2011,3,2011-T3,31.0
Zaragoza,2011,4,2011-T4,54.0
Zaragoza,2012,1,2012-T1,26.0
Zaragoza,2012,2,2012-T2,24.0
Zaragoza,2012,3,2012-T3,49.0
Zaragoza,2012,4,2012-T4,43.0
Zaragoza,2013,1,2013-T1,37.0
Zaragoza,2013,2,2013-T2,36.0
Zaragoza,2013,3,2013-T3,20.0
Zaragoza,2013,4,2013-T4,31.0
Zaragoza,2014,1,2014-T1,30.0
Zaragoza,2014,2,2014-T2,55.0
Zaragoza,2014,3,2014-T3,56.0
Zaragoza,2014,4,2014-T4,42.0
Zaragoza,2015,1,2015-T1,26.0
Zaragoza,2015,2,2015-T2,32.0
Zaragoza,2015,3,2015-T3,34.0
Zaragoza,2015,4,2015-T4,51.0
Zaragoza,2016,1,2016-T1,27.0
Zaragoza,2016,2,2016-T2,52.0
Zaragoza,2016,3,2016-T3,37.0
Zaragoza,2016,4,2016-T4,72.0
Zaragoza,2017,1,2017-T1,36.0
Zaragoza,2017,2,2017-T2,40.0
Zaragoza,2017,3,2017-T3,36.0
Zaragoza,2017,4,2017-T4,70.0
Zaragoza,2018,1,2018-T1,41.0
Zaragoza,2018,2,2018-T2,47.0
Zaragoza,2018,3,2018-T3,61.0
Zaragoza,2018,4,2018-T4,52.0
Zaragoza,2019,1,2019-T1,40.0
Zaragoza,2019,2,2019-T2,51.0
Zaragoza,2019,3,2019-T3,50.0
Zaragoza,2019,4,2019-T4,46.0
Zaragoza,2020,1,2020-T1,34.0
Zaragoza,2020,2,2020-T2,28.0
Zaragoza,2020,3,2020-T3,39.0
Zaragoza,2020,4,2020-T4,70.0
Zaragoza,2021,1,2021-T1,98.0
Zaragoza,2021,2,2021-T2,91.0
Zaragoza,2021,3,2021-T3,82.0
Zaragoza,2021,4,2021-T4,104.0
Zaragoza,2022,1,2022-T1,48.0
Zaragoza,2022,2,2022-T2,63.0
Zaragoza,2022,3,2022-T3,81.0
Zaragoza,2022,4,2022-T4,76.0
Zaragoza,2023,1,2023-T1,82.0
Zaragoza,2023,2,2023-T2,96.0
Zaragoza,2023,3,2023-T3,66.0
Zaragoza,2023,4,2023-T4,69.0
Zaragoza,2024,1,2024-T1,233.0
Zaragoza,2024,2,2024-T2,79.0
Zaragoza,2024,3,2024-T3,80.0
Zaragoza,2024,4,2024-T4,272.0
Zaragoza,2025,1,2025-T1,94.0
Zaragoza,2025,2,2025-T2,75.0
Zaragoza,2025,3,2025-T3,103.0
Zaragoza,2025,4,2025-T4,180.0
Zaragoza,2026,1,2026-T1,115.0
Álava,2004,1,2004-T1,131.0
Álava,2004,2,2004-T2,183.0
Álava,2004,3,2004-T3,112.0
Álava,2004,4,2004-T4,215.0
Álava,2005,1,2005-T1,98.0
Álava,2005,2,2005-T2,136.0
Álava,2005,3,2005-T3,127.0
Álava,2005,4,2005-T4,95.0
Álava,2006,1,2006-T1,89.0
Álava,2006,2,2006-T2,82.0
Álava,2006,3,2006-T3,63.0
Álava,2006,4,2006-T4,57.0
Álava,2007,1,2007-T1,88.0
Álava,2007,2,2007-T2,72.0
Álava,2007,3,2007-T3,57.0
Álava,2007,4,2007-T4,29.0
Álava,2008,1,2008-T1,32.0
Álava,2008,2,2008-T2,30.0
Álava,2008,3,2008-T3,20.0
Álava,2008,4,2008-T4,26.0
Álava,2009,1,2009-T1,18.0
Álava,2009,2,2009-T2,45.0
Álava,2009,3,2009-T3,22.0
Álava,2009,4,2009-T4,30.0
Álava,2010,1,2010-T1,17.0
Álava,2010,2,2010-T2,19.0
Álava,2010,3,2010-T3,14.0
Álava,2010,4,2010-T4,35.0
Álava,2011,1,2011-T1,9.0
Álava,2011,2,2011-T2,17.0
Álava,2011,3,2011-T3,15.0
Álava,2011,4,2011-T4,23.0
Álava,2012,1,2012-T1,9.0
Álava,2012,2,2012-T2,38.0
Álava,2012,3,2012-T3,15.0
Álava,2012,4,2012-T4,4.0
Álava,2013,1,2013-T1,4.0
Álava,2013,2,2013-T2,10.0
Álava,2013,3,2013-T3,18.0
Álava,2013,4,2013-T4,28.0
Álava,2014,1,2014-T1,8.0
Álava,2014,2,2014-T2,11.0
Álava,2014,3,2014-T3,9.0
Álava,2014,4,2014-T4,7.0
Álava,2015,1,2015-T1,21.0
Álava,2015,2,2015-T2,13.0
Álava,2015,3,2015-T3,37.0
Álava,2015,4,2015-T4,23.0
Álava,2016,1,2016-T1,22.0
Álava,2016,2,2016-T2,9.0
Álava,2016,3,2016-T3,9.0
Álava,2016,4,2016-T4,8.0
Álava,2017,1,2017-T1,12.0
Álava,2017,2,2017-T2,15.0
Álava,2017,3,2017-T3,12.0
Álava,2017,4,2017-T4,15.0
Álava,2018,1,2018-T1,19.0
Álava,2018,2,2018-T2,25.0
Álava,2018,3,2018-T3,16.0
Álava,2018,4,2018-T4,12.0
Álava,2019,1,2019-T1,26.0
Álava,2019,2,2019-T2,18.0
Álava,2019,3,2019-T3,11.0
Álava,2019,4,2019-T4,25.0
Álava,2020,1,2020-T1,17.0
Álava,2020,2,2020-T2,13.0
Álava,2020,3,2020-T3,16.0
Álava,2020,4,2020-T4,39.0
Álava,2021,1,2021-T1,36.0
Álava,2021,2,2021-T2,50.0
Álava,2021,3,2021-T3,35.0
Álava,2021,4,2021-T4,35.0
Álava,2022,1,2022-T1,29.0
