periodo;codigo_provincia;provincia;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;indice_precios_consumo_base_2015;pct_35_64;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas
2019T1;13;Ciudad Real;17373,0;18903,0;15278,0;102,58;39,51;4,45;929;16,47;77660,07;228
2019T2;13;Ciudad Real;17373,0;18903,0;15278,0;104,44;39,51;4,45;823;12,88;80537,78;306
2019T3;13;Ciudad Real;17373,0;18903,0;15278,0;102,96;39,51;4,45;939;21,62;75270,48;213
2019T4;13;Ciudad Real;17373,0;18903,0;15278,0;104,96;39,51;4,45;789;10,52;77613,31;228
2020T1;13;Ciudad Real;17715,0;19076,0;15843,0;103,27;39,7;2,27;890;11,91;76632,12;207
2020T2;13;Ciudad Real;17715,0;19076,0;15843,0;103,1;39,7;2,27;440;18,18;74605,19;198
2020T3;13;Ciudad Real;17715,0;19076,0;15843,0;102,19;39,7;2,27;784;15,18;79135,07;270
2020T4;13;Ciudad Real;17715,0;19076,0;15843,0;103,76;39,7;2,27;1047;15,47;87753,18;260
2021T1;13;Ciudad Real;18557,0;20142,0;16443,0;103,84;40,04;1,78;1001;17,78;75827,48;311
2021T2;13;Ciudad Real;18557,0;20142,0;16443,0;106,59;40,04;1,78;1108;13,36;77606,22;333
2021T3;13;Ciudad Real;18557,0;20142,0;16443,0;106,52;40,04;1,78;1113;14,11;82139,08;279
2021T4;13;Ciudad Real;18557,0;20142,0;16443,0;110,79;40,04;1,78;1059;12,56;83614,04;169
2022T1;13;Ciudad Real;19438,0;21155,0;17214,0;113,48;40,07;8,99;1261;14,43;83556,66;149
2022T2;13;Ciudad Real;19438,0;21155,0;17214,0;118,52;40,07;8,99;1357;10,83;79693,55;187
2022T3;13;Ciudad Real;19438,0;21155,0;17214,0;119,79;40,07;8,99;1363;14,6;82011,33;158
2022T4;13;Ciudad Real;19438,0;21155,0;17214,0;119,34;40,07;8,99;1236;10,11;78503,99;222
2023T1;13;Ciudad Real;20613,0;22399,0;18322,0;119,73;40,08;6,99;1360;13,16;87036,67;227
2023T2;13;Ciudad Real;20613,0;22399,0;18322,0;121,31;40,08;6,99;1188;13,47;76499,13;225
2023T3;13;Ciudad Real;20613,0;22399,0;18322,0;122,38;40,08;6,99;1147;15,43;79802,1;186
2023T4;13;Ciudad Real;20613,0;22399,0;18322,0;123,23;40,08;6,99;1174;12,01;85597,1;167
2024T1;13;Ciudad Real;21511,0;23413,0;19095,0;123,87;40,08;8,59;1454;18,09;72760,87;210
2024T2;13;Ciudad Real;21511,0;23413,0;19095,0;125,88;40,08;8,59;1387;16,65;78304,66;279
2024T3;13;Ciudad Real;21511,0;23413,0;19095,0;124,65;40,08;8,59;1691;17,92;80287,42;404
2024T4;13;Ciudad Real;21511,0;23413,0;19095,0;125,7;40,08;8,59;1714;18,49;79059,22;295
2015T1;14;Córdoba;13423,0;14966,0;11536,0;98,96;39,17;-0,06;1098;26,68;77747,94;173
2015T2;14;Córdoba;13423,0;14966,0;11536,0;101,03;39,17;-0,06;1163;19,43;80020,02;313
2015T3;14;Córdoba;13423,0;14966,0;11536,0;99,61;39,17;-0,06;1106;17,72;78859,24;263
2015T4;14;Córdoba;13423,0;14966,0;11536,0;100,4;39,17;-0,06;1078;15,4;84277,89;300
2016T1;14;Córdoba;13683,0;15181,0;11845,0;98,03;39,66;0,98;1225;14,78;89015,43;246
2016T2;14;Córdoba;13683,0;15181,0;11845,0;99,99;39,66;0,98;1322;15,58;83486,91;278
2016T3;14;Córdoba;13683,0;15181,0;11845,0;99,37;39,66;0,98;1168;13,7;89200,0;409
2016T4;14;Córdoba;13683,0;15181,0;11845,0;101,34;39,66;0,98;1081;12,77;85272,29;391
2017T1;14;Córdoba;14008,0;15598,0;12072,0;101,12;39,9;1,05;1393;13,71;70441,13;488
2017T2;14;Córdoba;14008,0;15598,0;12072,0;102,03;39,9;1,05;1465;13,79;85064,69;447
2017T3;14;Córdoba;14008,0;15598,0;12072,0;101,02;39,9;1,05;1380;14,57;95756,03;373
2017T4;14;Córdoba;14008,0;15598,0;12072,0;102,9;39,9;1,05;1398;13,09;83792,03;403
2018T1;14;Córdoba;14602,0;16244,0;12617,0;101,7;40,07;1,04;1493;13,26;97786,81;398
2018T2;14;Córdoba;14602,0;16244,0;12617,0;103,73;40,07;1,04;1791;16,08;94166,67;350
2018T3;14;Córdoba;14602,0;16244,0;12617,0;103,17;40,07;1,04;1752;17,58;89679,16;531
2018T4;14;Córdoba;14602,0;16244,0;12617,0;104,48;40,07;1,04;1492;11,66;84698,95;854
2019T1;14;Córdoba;15477,0;17163,0;13440,0;102,77;40,12;3,6;1621;12,96;93272,52;242
2019T2;14;Córdoba;15477,0;17163,0;13440,0;104,44;40,12;3,6;1741;15,51;99151,11;540
2019T3;14;Córdoba;15477,0;17163,0;13440,0;103,16;40,12;3,6;1602;18,41;92474,05;396
2019T4;14;Córdoba;15477,0;17163,0;13440,0;104,61;40,12;3,6;1666;21,25;95960,91;345
2020T1;14;Córdoba;15547,0;17041,0;13725,0;103,35;40,24;1,17;1610;14,78;95396,69;534
2020T2;14;Córdoba;15547,0;17041,0;13725,0;103,8;40,24;1,17;1068;12,73;109884,24;152
2020T3;14;Córdoba;15547,0;17041,0;13725,0;102,71;40,24;1,17;1347;17,0;109236,43;641
2020T4;14;Córdoba;15547,0;17041,0;13725,0;104,01;40,24;1,17;1573;24,86;101160,47;444
2021T1;14;Córdoba;16670,0;18312,0;14698,0;103,92;40,28;1,55;1739;20,64;102438,8;440
2021T2;14;Córdoba;16670,0;18312,0;14698,0;106,78;40,28;1,55;2049;18,74;103357,73;630
2021T3;14;Córdoba;16670,0;18312,0;14698,0;106,8;40,28;1,55;2015;18,71;101603,48;996
2021T4;14;Córdoba;16670,0;18312,0;14698,0;111,13;40,28;1,55;1875;17,17;98717,66;587
2022T1;14;Córdoba;17580,0;19340,0;15506,0;113,21;40,23;4,73;2206;16,18;95445,9;423
2022T2;14;Córdoba;17580,0;19340,0;15506,0;117,38;40,23;4,73;2134;17,48;98330,8;462
2022T3;14;Córdoba;17580,0;19340,0;15506,0;118,16;40,23;4,73;2060;12,57;105334,54;494
2022T4;14;Córdoba;17580,0;19340,0;15506,0;118,36;40,23;4,73;2062;13,82;99918,62;728
2023T1;14;Córdoba;18668,0;20521,0;16501,0;118,69;40,23;3,99;2066;15,63;105426,1;358
2023T2;14;Córdoba;18668,0;20521,0;16501,0;120,67;40,23;3,99;2395;20,84;104176,99;410
2023T3;14;Córdoba;18668,0;20521,0;16501,0;121,61;40,23;3,99;1954;20,06;106136,99;348
2023T4;14;Córdoba;18668,0;20521,0;16501,0;122,82;40,23;3,99;1653;12,7;114841,46;405
2024T1;14;Córdoba;19488,0;21460,0;17208,0;123,05;40,23;3,91;2262;29,31;107567,63;603
2024T2;14;Córdoba;19488,0;21460,0;17208,0;125,16;40,23;3,91;2393;21,06;118306,31;650
2024T3;14;Córdoba;19488,0;21460,0;17208,0;124,32;40,23;3,91;2449;17,93;100256,39;567
2024T4;14;Córdoba;19488,0;21460,0;17208,0;125,2;40,23;3,91;2364;16,24;117221,3;532
2015T1;15;Coruña, A;18972,0;21264,0;16380,0;98,95;41,21;0,05;1443;48,09;103796,91;348
2015T2;15;Coruña, A;18972,0;21264,0;16380,0;100,71;41,21;0,05;1305;43,3;90045,83;304
2015T3;15;Coruña, A;18972,0;21264,0;16380,0;99,86;41,21;0,05;1298;44,07;95543,17;267
2015T4;15;Coruña, A;18972,0;21264,0;16380,0;100,49;41,21;0,05;1337;37,62;99217,43;268
2016T1;15;Coruña, A;19360,0;21749,0;16694,0;98,01;41,36;1,86;1506;31,14;93046,51;354
2016T2;15;Coruña, A;19360,0;21749,0;16694,0;99,56;41,36;1,86;1752;32,19;96398,05;379
2016T3;15;Coruña, A;19360,0;21749,0;16694,0;99,48;41,36;1,86;1422;26,51;96395,44;443
2016T4;15;Coruña, A;19360,0;21749,0;16694,0;101,48;41,36;1,86;1342;30,25;98739,87;498
2017T1;15;Coruña, A;19539,0;21824,0;16984,0;101,07;41,45;3,79;1543;23,98;100757,65;350
2017T2;15;Coruña, A;19539,0;21824,0;16984,0;101,79;41,45;3,79;1599;22,01;96067,43;748
2017T3;15;Coruña, A;19539,0;21824,0;16984,0;101,3;41,45;3,79;1589;23,41;99275,16;484
2017T4;15;Coruña, A;19539,0;21824,0;16984,0;103,01;41,45;3,79;1633;21,0;103278,83;400
2018T1;15;Coruña, A;20385,0;22794,0;17728,0;101,95;41,31;5,34;1683;20,74;94557,87;473
2018T2;15;Coruña, A;20385,0;22794,0;17728,0;103,64;41,31;5,34;1883;19,97;99779,71;660
2018T3;15;Coruña, A;20385,0;22794,0;17728,0;103,51;41,31;5,34;1877;18,97;101305,15;385
2018T4;15;Coruña, A;20385,0;22794,0;17728,0;104,6;41,31;5,34;1809;19,57;107426,54;497
2019T1;15;Coruña, A;21208,0;23635,0;18559,0;102,98;41,16;6,01;2087;21,18;99972,54;567
2019T2;15;Coruña, A;21208,0;23635,0;18559,0;104,47;41,16;6,01;2186;19,85;103278,54;484
2019T3;15;Coruña, A;21208,0;23635,0;18559,0;103,69;41,16;6,01;1862;21,05;99113,71;592
2019T4;15;Coruña, A;21208,0;23635,0;18559,0;104,85;41,16;6,01;1925;20,21;102411,05;744
2020T1;15;Coruña, A;21172,0;23400,0;18744,0;103,48;40,93;2,65;1895;21,53;101512,6;569
2020T2;15;Coruña, A;21172,0;23400,0;18744,0;103,77;40,93;2,65;1258;19,48;100398,62;471
2020T3;15;Coruña, A;21172,0;23400,0;18744,0;103,32;40,93;2,65;1617;20,96;107627,5;427
2020T4;15;Coruña, A;21172,0;23400,0;18744,0;104,32;40,93;2,65;2248;24,42;113303,73;376
2021T1;15;Coruña, A;22000,0;24240,0;19585,0;104,43;40,73;3,97;2270;28,33;114037,62;229
2021T2;15;Coruña, A;22000,0;24240,0;19585,0;106,75;40,73;3,97;2127;23,79;108717,5;317
2021T3;15;Coruña, A;22000,0;24240,0;19585,0;107,19;40,73;3,97;2486;23,33;109452,08;485
2021T4;15;Coruña, A;22000,0;24240,0;19585,0;110,44;40,73;3,97;2437;24,25;112198,16;468
2022T1;15;Coruña, A;23456,0;25930,0;20823,0;112,84;40,41;10,23;2593;23,1;116771,91;268
2022T2;15;Coruña, A;23456,0;25930,0;20823,0;116,65;40,41;10,23;2535;19,65;116921,74;194
2022T3;15;Coruña, A;23456,0;25930,0;20823,0;117,85;40,41;10,23;2767;20,64;114865,09;395
2022T4;15;Coruña, A;23456,0;25930,0;20823,0;117,85;40,41;10,23;2479;22,83;118640,66;783
2023T1;15;Coruña, A;24840,0;27407,0;22126,0;118,44;40,22;8,98;2388;21,94;119550,0;744
2023T2;15;Coruña, A;24840,0;27407,0;22126,0;120,11;40,22;8,98;2258;21,17;123134,0;662
2023T3;15;Coruña, A;24840,0;27407,0;22126,0;121,3;40,22;8,98;2336;23,84;117662,6;460
2023T4;15;Coruña, A;24840,0;27407,0;22126,0;121,96;40,22;8,98;2188;24,18;110685,16;449
2024T1;15;Coruña, A;25959,0;28559,0;23233,0;122,53;40,22;11,6;2568;21,38;115299,72;535
2024T2;15;Coruña, A;25959,0;28559,0;23233,0;124,64;40,22;11,6;2305;23,47;120404,69;1066
2024T3;15;Coruña, A;25959,0;28559,0;23233,0;124,16;40,22;11,6;3016;26,66;126486,16;705
2024T4;15;Coruña, A;25959,0;28559,0;23233,0;124,76;40,22;11,6;3172;25,54;125020,07;934
2015T1;16;Cuenca;14766,0;15699,0;13555,0;98,87;37,16;-0,2;238;12,18;74524,39;87
2015T2;16;Cuenca;14766,0;15699,0;13555,0;100,99;37,16;-0,2;227;8,81;72411,39;86
2015T3;16;Cuenca;14766,0;15699,0;13555,0;99,61;37,16;-0,2;254;9,06;70893,85;89
2015T4;16;Cuenca;14766,0;15699,0;13555,0;100,54;37,16;-0,2;210;2,86;70487,8;87
2016T1;16;Cuenca;14886,0;15872,0;13616,0;97,87;37,55;0,81;262;10,31;78852,63;113
2016T2;16;Cuenca;14886,0;15872,0;13616,0;99,73;37,55;0,81;292;8,22;65895,24;116
2016T3;16;Cuenca;14886,0;15872,0;13616,0;99,18;37,55;0,81;226;3,98;82503,07;87
2016T4;16;Cuenca;14886,0;15872,0;13616,0;101,33;37,55;0,81;245;4,08;77593,02;95
2017T1;16;Cuenca;15383,0;16458,0;14016,0;100,88;37,78;2,34;299;7,36;76668,27;82
2017T2;16;Cuenca;15383,0;16458,0;14016,0;101,5;37,78;2,34;356;5,06;73726,87;89
2017T3;16;Cuenca;15383,0;16458,0;14016,0;100,73;37,78;2,34;416;5,05;81262,91;96
2017T4;16;Cuenca;15383,0;16458,0;14016,0;102,86;37,78;2,34;340;11,18;77166,67;91
2018T1;16;Cuenca;15982,0;17108,0;14569,0;101,78;37,9;5,44;369;4,88;75800,0;91
2018T2;16;Cuenca;15982,0;17108,0;14569,0;103,71;37,9;5,44;326;6,14;72202,97;134
2018T3;16;Cuenca;15982,0;17108,0;14569,0;103,41;37,9;5,44;380;19,47;77737,56;101
2018T4;16;Cuenca;15982,0;17108,0;14569,0;104,77;37,9;5,44;320;9,38;80269,43;104
2019T1;16;Cuenca;16803,0;17994,0;15322,0;102,74;38,03;8,59;420;7,38;74596,64;96
2019T2;16;Cuenca;16803,0;17994,0;15322,0;104,69;38,03;8,59;343;10,79;72211,71;128
2019T3;16;Cuenca;16803,0;17994,0;15322,0;103,83;38,03;8,59;367;5,18;77796,02;87
2019T4;16;Cuenca;16803,0;17994,0;15322,0;105,6;38,03;8,59;379;6,07;72472,64;101
2020T1;16;Cuenca;17194,0;18202,0;15948,0;103,9;38,15;3,56;407;6,63;73922,51;74
2020T2;16;Cuenca;17194,0;18202,0;15948,0;103,49;38,15;3,56;177;6,78;78933,82;93
2020T3;16;Cuenca;17194,0;18202,0;15948,0;102,99;38,15;3,56;365;6,03;71427,18;110
2020T4;16;Cuenca;17194,0;18202,0;15948,0;104,34;38,15;3,56;411;4,14;77584,75;141
2021T1;16;Cuenca;17893,0;19072,0;16463,0;104,41;38,61;5,22;431;8,35;82497,91;145
2021T2;16;Cuenca;17893,0;19072,0;16463,0;106,93;38,61;5,22;429;9,56;74042,4;155
2021T3;16;Cuenca;17893,0;19072,0;16463,0;107,15;38,61;5,22;520;6,92;83079,04;192
2021T4;16;Cuenca;17893,0;19072,0;16463,0;111,47;38,61;5,22;477;7,76;80297,4;243
2022T1;16;Cuenca;18728,0;19941,0;17283,0;114,07;38,56;15,68;576;10,76;81409,52;154
2022T2;16;Cuenca;18728,0;19941,0;17283,0;119,01;38,56;15,68;515;5,05;78217,25;291
2022T3;16;Cuenca;18728,0;19941,0;17283,0;120,14;38,56;15,68;482;6,22;81975,35;119
2022T4;16;Cuenca;18728,0;19941,0;17283,0;120,09;38,56;15,68;445;2,25;87705,61;147
2023T1;16;Cuenca;19700,0;21015,0;18141,0;120,38;38,62;12,76;507;6,31;80398,44;243
2023T2;16;Cuenca;19700,0;21015,0;18141,0;121,71;38,62;12,76;463;4,54;78762,11;103
2023T3;16;Cuenca;19700,0;21015,0;18141,0;122,99;38,62;12,76;456;4,82;76758,47;150
2023T4;16;Cuenca;19700,0;21015,0;18141,0;123,63;38,62;12,76;472;6,14;76853,98;96
2024T1;16;Cuenca;20472,0;21824,0;18871,0;124,19;38,62;12,74;429;3,26;87670,33;302
2024T2;16;Cuenca;20472,0;21824,0;18871,0;125,7;38,62;12,74;524;3,05;91547,1;250
2024T3;16;Cuenca;20472,0;21824,0;18871,0;125,11;38,62;12,74;549;11,48;110938,39;107
2024T4;16;Cuenca;20472,0;21824,0;18871,0;125,96;38,62;12,74;731;23,26;103134,62;116
2015T1;17;Girona;17913,0;19646,0;15943,0;98,9;41,04;0,53;1982;18,97;105787,23;403
2015T2;17;Girona;17913,0;19646,0;15943,0;100,72;41,04;0,53;1782;15,43;106319,22;341
2015T3;17;Girona;17913,0;19646,0;15943,0;100,03;41,04;0,53;1960;14,95;108301,35;338
2015T4;17;Girona;17913,0;19646,0;15943,0;100,35;41,04;0,53;1888;13,61;109557,41;404
2016T1;17;Girona;18154,0;19926,0;16140,0;98,3;41,25;2,6;2310;11,69;110185,49;420
2016T2;17;Girona;18154,0;19926,0;16140,0;99,83;41,25;2,6;2216;14,08;108751,17;502
2016T3;17;Girona;18154,0;19926,0;16140,0;99,91;41,25;2,6;2383;14,35;115867,84;395
2016T4;17;Girona;18154,0;19926,0;16140,0;101,52;41,25;2,6;2092;15,49;121212,93;496
2017T1;17;Girona;18539,0;20371,0;16458,0;101,51;41,33;3,85;2650;15,02;125898,17;485
2017T2;17;Girona;18539,0;20371,0;16458,0;102,19;41,33;3,85;2676;14,8;119770,86;564
2017T3;17;Girona;18539,0;20371,0;16458,0;102,07;41,33;3,85;2700;16,59;120637,41;240
2017T4;17;Girona;18539,0;20371,0;16458,0;103,42;41,33;3,85;2327;14,44;120958,51;81
2018T1;17;Girona;19173,0;21045,0;17059,0;102,84;41,21;8,89;2770;18,12;122216,44;130
2018T2;17;Girona;19173,0;21045,0;17059,0;104,45;41,21;8,89;2604;17,67;126769,76;108
2018T3;17;Girona;19173,0;21045,0;17059,0;104,63;41,21;8,89;2721;16,13;122595,11;274
2018T4;17;Girona;19173,0;21045,0;17059,0;105,4;41,21;8,89;2666;14,78;127058,86;668
2019T1;17;Girona;19839,0;21711,0;17726,0;103,88;41,14;11,56;2877;14,6;131328,11;609
2019T2;17;Girona;19839,0;21711,0;17726,0;105,41;41,14;11,56;2811;14,83;126239,81;609
2019T3;17;Girona;19839,0;21711,0;17726,0;104,98;41,14;11,56;2704;15,61;110153,95;641
2019T4;17;Girona;19839,0;21711,0;17726,0;105,9;41,14;11,56;2514;17,06;128948,46;464
2020T1;17;Girona;19614,0;21384,0;17601,0;104,64;40,99;4,89;2783;14,84;130015,1;582
2020T2;17;Girona;19614,0;21384,0;17601,0;104,02;40,99;4,89;1550;16,0;133161,89;418
2020T3;17;Girona;19614,0;21384,0;17601,0;103,84;40,99;4,89;2296;15,37;144790,05;374
2020T4;17;Girona;19614,0;21384,0;17601,0;104,38;40,99;4,89;2609;16,94;142417,49;651
2021T1;17;Girona;20691,0;22527,0;18619,0;104,95;41,05;3,39;2948;15,98;140471,94;811
2021T2;17;Girona;20691,0;22527,0;18619,0;107,05;41,05;3,39;2760;16,05;133265,89;737
2021T3;17;Girona;20691,0;22527,0;18619,0;107,62;41,05;3,39;3484;16,62;149277,03;810
2021T4;17;Girona;20691,0;22527,0;18619,0;110,98;41,05;3,39;3340;17,6;139430,95;741
2022T1;17;Girona;21836,0;23726,0;19717,0;113,75;40,9;21,82;3586;18,27;145498,79;730
2022T2;17;Girona;21836,0;23726,0;19717,0;117,56;40,9;21,82;3676;16,73;147125,16;666
2022T3;17;Girona;21836,0;23726,0;19717,0;119,24;40,9;21,82;4105;16,05;143042,88;514
2022T4;17;Girona;21836,0;23726,0;19717,0;118,6;40,9;21,82;3638;16,19;156153,37;659
2023T1;17;Girona;22947,0;24831,0;20839,0;119,38;40,67;14,55;3866;16,32;152784,04;805
2023T2;17;Girona;22947,0;24831,0;20839,0;120,73;40,67;14,55;3621;16,07;138461,86;697
2023T3;17;Girona;22947,0;24831,0;20839,0;122,08;40,67;14,55;3183;16,46;141529,06;986
2023T4;17;Girona;22947,0;24831,0;20839,0;122,24;40,67;14,55;3037;17,71;144439,45;721
2024T1;17;Girona;24017,0;25911,0;21898,0;122,86;40,67;11,27;3443;18,04;151572,41;1033
2024T2;17;Girona;24017,0;25911,0;21898,0;124,67;40,67;11,27;3122;23,38;141094,76;687
2024T3;17;Girona;24017,0;25911,0;21898,0;124,51;40,67;11,27;3578;22,75;150292,26;843
2024T4;17;Girona;24017,0;25911,0;21898,0;125,1;40,67;11,27;3462;20,74;155590,82;640
2015T1;18;Granada;14794,0;16153,0;13192,0;98,89;40,23;-0,68;1768;35,75;82651,6;307
2015T2;18;Granada;14794,0;16153,0;13192,0;100,96;40,23;-0,68;1675;25,55;78468,44;270
2015T3;18;Granada;14794,0;16153,0;13192,0;99,74;40,23;-0,68;1832;25,55;83790,8;414
2015T4;18;Granada;14794,0;16153,0;13192,0;100,4;40,23;-0,68;1654;24,43;80377,22;343
2016T1;18;Granada;15008,0;16346,0;13441,0;98,17;40,66;0,76;1897;19,5;83609,84;280
2016T2;18;Granada;15008,0;16346,0;13441,0;100,04;40,66;0,76;1967;20,08;83086,51;366
2016T3;18;Granada;15008,0;16346,0;13441,0;99,52;40,66;0,76;1912;18,46;86387,69;258
2016T4;18;Granada;15008,0;16346,0;13441,0;101,24;40,66;0,76;1669;17,08;82792,75;342
2017T1;18;Granada;15195,0;16569,0;13596,0;100,51;40,95;2,22;2183;17,45;91760,15;618
2017T2;18;Granada;15195,0;16569,0;13596,0;101,69;40,95;2,22;2387;19,23;87744,25;581
2017T3;18;Granada;15195,0;16569,0;13596,0;100,99;40,95;2,22;2330;18,11;86653,15;367
2017T4;18;Granada;15195,0;16569,0;13596,0;102,9;40,95;2,22;2271;19,64;85829,22;347
2018T1;18;Granada;15714,0;17113,0;14094,0;101,75;41,11;4,25;2580;20,89;94435,97;330
2018T2;18;Granada;15714,0;17113,0;14094,0;103,81;41,11;4,25;2643;15,06;88123,85;407
2018T3;18;Granada;15714,0;17113,0;14094,0;103,51;41,11;4,25;2667;17,44;94365,35;492
2018T4;18;Granada;15714,0;17113,0;14094,0;104,72;41,11;4,25;2380;18,53;93311,39;363
2019T1;18;Granada;16585,0;17991,0;14947,0;102,85;41,22;6,56;2727;17,16;96545,7;405
2019T2;18;Granada;16585,0;17991,0;14947,0;104,59;41,22;6,56;2750;21,49;88584,8;430
2019T3;18;Granada;16585,0;17991,0;14947,0;103,58;41,22;6,56;2545;20,2;94616,71;610
2019T4;18;Granada;16585,0;17991,0;14947,0;104,88;41,22;6,56;2375;20,34;92965,85;723
2020T1;18;Granada;16610,0;17850,0;15156,0;103,32;41,28;5,06;2598;19,17;96975,93;333
2020T2;18;Granada;16610,0;17850,0;15156,0;103,88;41,28;5,06;1462;19,02;90728,47;487
2020T3;18;Granada;16610,0;17850,0;15156,0;103,31;41,28;5,06;2444;21,6;99182,37;407
2020T4;18;Granada;16610,0;17850,0;15156,0;104,31;41,28;5,06;2413;18,36;100098,46;1015
2021T1;18;Granada;17671,0;19048,0;16084,0;103,94;41,41;2,67;2770;22,35;96387,01;305
2021T2;18;Granada;17671,0;19048,0;16084,0;106,46;41,41;2,67;2915;19,25;102252,99;562
2021T3;18;Granada;17671,0;19048,0;16084,0;106,55;41,41;2,67;3270;18,78;103626,05;380
2021T4;18;Granada;17671,0;19048,0;16084,0;110,14;41,41;2,67;3087;23,45;103796,3;628
2022T1;18;Granada;18658,0;20161,0;16952,0;112,05;41,33;9,15;3454;24,9;103683,34;348
2022T2;18;Granada;18658,0;20161,0;16952,0;116,27;41,33;9,15;3340;18,77;106283,68;451
2022T3;18;Granada;18658,0;20161,0;16952,0;117,47;41,33;9,15;3787;19,99;107893,31;327
2022T4;18;Granada;18658,0;20161,0;16952,0;118,03;41,33;9,15;3265;22,6;113292,04;973
2023T1;18;Granada;19687,0;21309,0;17862,0;118,23;41,16;7,27;3373;23,27;100772,28;741
2023T2;18;Granada;19687,0;21309,0;17862,0;120,22;41,16;7,27;3271;20,12;108163,67;395
2023T3;18;Granada;19687,0;21309,0;17862,0;121,01;41,16;7,27;3007;18,76;106540,45;531
2023T4;18;Granada;19687,0;21309,0;17862,0;122,0;41,16;7,27;2685;19,74;106466,39;624
2024T1;18;Granada;20584,0;22274,0;18688,0;122,32;41,16;7,94;3033;21,99;107687,04;510
2024T2;18;Granada;20584,0;22274,0;18688,0;124,37;41,16;7,94;3340;24,82;108500,0;477
2024T3;18;Granada;20584,0;22274,0;18688,0;123,5;41,16;7,94;3684;23,32;113993,5;546
2024T4;18;Granada;20584,0;22274,0;18688,0;124,83;41,16;7,94;3402;21,72;117075,35;781
2015T1;19;Guadalajara;19742,0;22262,0;16555,0;99,12;41,55;-0,69;642;35,51;79847,18;111
2015T2;19;Guadalajara;19742,0;22262,0;16555,0;100,72;41,55;-0,69;556;35,97;82470,59;75
2015T3;19;Guadalajara;19742,0;22262,0;16555,0;99,86;41,55;-0,69;573;27,05;87107,95;105
2015T4;19;Guadalajara;19742,0;22262,0;16555,0;100,3;41,55;-0,69;513;25,93;88135,14;72
2016T1;19;Guadalajara;19683,0;22266,0;16467,0;98,43;42,12;1,96;665;29,47;88736,62;265
2016T2;19;Guadalajara;19683,0;22266,0;16467,0;99,81;42,12;1,96;657;25,72;93839,66;333
2016T3;19;Guadalajara;19683,0;22266,0;16467,0;99,62;42,12;1,96;552;21,56;91225,56;85
2016T4;19;Guadalajara;19683,0;22266,0;16467,0;101,15;42,12;1,96;528;18,18;89188,14;82
2017T1;19;Guadalajara;19854,0;22528,0;16581,0;101,09;42,52;3,23;657;20,85;89574,07;225
2017T2;19;Guadalajara;19854,0;22528,0;16581,0;101,77;42,52;3,23;759;21,74;97224,76;174
2017T3;19;Guadalajara;19854,0;22528,0;16581,0;101,33;42,52;3,23;709;16,36;100159,45;116
2017T4;19;Guadalajara;19854,0;22528,0;16581,0;102,86;42,52;3,23;780;23,33;93911,5;147
2018T1;19;Guadalajara;20523,0;23249,0;17238,0;102,19;42,67;8,18;722;18,28;107589,02;336
2018T2;19;Guadalajara;20523,0;23249,0;17238,0;103,52;42,67;8,18;899;20,8;100817,14;204
2018T3;19;Guadalajara;20523,0;23249,0;17238,0;103,39;42,67;8,18;927;28,26;112730,39;438
2018T4;19;Guadalajara;20523,0;23249,0;17238,0;104,32;42,67;8,18;825;27,52;98537,11;274
2019T1;19;Guadalajara;21128,0;23852,0;17877,0;103,07;42,8;8,81;931;36,84;103428,76;182
2019T2;19;Guadalajara;21128,0;23852,0;17877,0;104,39;42,8;8,81;862;24,71;99323,94;447
2019T3;19;Guadalajara;21128,0;23852,0;17877,0;103,58;42,8;8,81;750;26,53;106516,61;135
2019T4;19;Guadalajara;21128,0;23852,0;17877,0;104,52;42,8;8,81;867;25,61;109108,72;192
2020T1;19;Guadalajara;21102,0;23639,0;18054,0;103,45;42,8;3,73;1063;36,41;108811,83;532
2020T2;19;Guadalajara;21102,0;23639,0;18054,0;103,34;42,8;3,73;485;33,2;111828,44;95
2020T3;19;Guadalajara;21102,0;23639,0;18054,0;102,8;42,8;3,73;784;22,58;108224,65;100
2020T4;19;Guadalajara;21102,0;23639,0;18054,0;103,22;42,8;3,73;926;28,4;108494,23;124
2021T1;19;Guadalajara;21904,0;24597,0;18719,0;103,87;43,12;3,63;1109;31,02;109811,72;250
2021T2;19;Guadalajara;21904,0;24597,0;18719,0;106,09;43,12;3,63;927;21,79;115829,02;425
2021T3;19;Guadalajara;21904,0;24597,0;18719,0;106,83;43,12;3,63;1164;22,08;116566,24;330
2021T4;19;Guadalajara;21904,0;24597,0;18719,0;110,45;43,12;3,63;1223;28,7;118101,24;303
2022T1;19;Guadalajara;23045,0;25863,0;19770,0;113,41;43,11;18,33;1263;27,95;121069,61;416
2022T2;19;Guadalajara;23045,0;25863,0;19770,0;117,62;43,11;18,33;1030;18,74;122506,59;229
2022T3;19;Guadalajara;23045,0;25863,0;19770,0;119,21;43,11;18,33;1104;17,93;119060,83;468
2022T4;19;Guadalajara;23045,0;25863,0;19770,0;119,34;43,11;18,33;974;25,46;121720,07;312
2023T1;19;Guadalajara;24116,0;26978,0;20808,0;120,31;43,07;14,08;922;18,0;120123,71;496
