provincia,anio,trimestre,periodo,precio_suelo_m2
Lleida,2015,3,2015-T3,119.87
Lleida,2015,4,2015-T4,108.46
Lleida,2016,1,2016-T1,114.31
Lleida,2016,2,2016-T2,80.4
Lleida,2016,3,2016-T3,98.24
Lleida,2016,4,2016-T4,113.75
Lleida,2017,1,2017-T1,117.43
Lleida,2017,2,2017-T2,97.78
Lleida,2017,3,2017-T3,96.96
Lleida,2017,4,2017-T4,100.93
Lleida,2018,1,2018-T1,78.57
Lleida,2018,2,2018-T2,95.97
Lleida,2018,3,2018-T3,72.29
Lleida,2018,4,2018-T4,79.39
Lleida,2019,1,2019-T1,108.53
Lleida,2019,2,2019-T2,101.67
Lleida,2019,3,2019-T3,99.99
Lleida,2019,4,2019-T4,103.39
Lleida,2020,1,2020-T1,98.12
Lleida,2020,2,2020-T2,80.85
Lleida,2020,3,2020-T3,117.83
Lleida,2020,4,2020-T4,111.67
Lleida,2021,1,2021-T1,114.98
Lleida,2021,2,2021-T2,122.31
Lleida,2021,3,2021-T3,126.9
Lleida,2021,4,2021-T4,114.33
Lleida,2022,1,2022-T1,109.09
Lleida,2022,2,2022-T2,122.56
Lleida,2022,3,2022-T3,105.71
Lleida,2022,4,2022-T4,116.35
Lleida,2023,1,2023-T1,116.2
Lleida,2023,2,2023-T2,115.55
Lleida,2023,3,2023-T3,121.87
Lleida,2023,4,2023-T4,117.31
Lleida,2024,1,2024-T1,103.46
Lleida,2024,2,2024-T2,119.29
Lleida,2024,3,2024-T3,118.39
Lleida,2024,4,2024-T4,195.83
Lleida,2025,1,2025-T1,132.47
Lleida,2025,2,2025-T2,129.67
Lleida,2025,3,2025-T3,130.97
Lleida,2025,4,2025-T4,160.71
Lleida,2026,1,2026-T1,133.95
Lugo,2004,1,2004-T1,153.7
Lugo,2004,2,2004-T2,161.06
Lugo,2004,3,2004-T3,183.19
Lugo,2004,4,2004-T4,205.9
Lugo,2005,1,2005-T1,179.27
Lugo,2005,2,2005-T2,189.78
Lugo,2005,3,2005-T3,186.45
Lugo,2005,4,2005-T4,170.6
Lugo,2006,1,2006-T1,168.59
Lugo,2006,2,2006-T2,131.82
Lugo,2006,3,2006-T3,148.59
Lugo,2006,4,2006-T4,131.81
Lugo,2007,1,2007-T1,172.47
Lugo,2007,2,2007-T2,156.82
Lugo,2007,3,2007-T3,199.42
Lugo,2007,4,2007-T4,165.06
Lugo,2008,1,2008-T1,142.39
Lugo,2008,2,2008-T2,135.53
Lugo,2008,3,2008-T3,146.67
Lugo,2008,4,2008-T4,183.58
Lugo,2009,1,2009-T1,130.1
Lugo,2009,2,2009-T2,117.8
Lugo,2009,3,2009-T3,86.95
Lugo,2009,4,2009-T4,107.32
Lugo,2010,1,2010-T1,124.86
Lugo,2010,2,2010-T2,76.83
Lugo,2010,3,2010-T3,52.2
Lugo,2010,4,2010-T4,130.73
Lugo,2011,1,2011-T1,94.57
Lugo,2011,2,2011-T2,85.32
Lugo,2011,4,2011-T4,130.63
Lugo,2012,1,2012-T1,101.58
Lugo,2012,2,2012-T2,101.55
Lugo,2012,3,2012-T3,88.33
Lugo,2012,4,2012-T4,82.07
Lugo,2013,1,2013-T1,31.86
Lugo,2013,2,2013-T2,49.69
Lugo,2013,3,2013-T3,33.1
Lugo,2013,4,2013-T4,34.01
Lugo,2014,1,2014-T1,61.28
Lugo,2014,2,2014-T2,46.82
Lugo,2014,3,2014-T3,98.83
Lugo,2014,4,2014-T4,45.82
Lugo,2015,1,2015-T1,35.22
Lugo,2015,2,2015-T2,50.06
Lugo,2015,3,2015-T3,48.44
Lugo,2015,4,2015-T4,39.76
Lugo,2016,2,2016-T2,53.52
Lugo,2016,3,2016-T3,57.99
Lugo,2016,4,2016-T4,43.93
Lugo,2017,1,2017-T1,54.93
Lugo,2017,2,2017-T2,79.7
Lugo,2017,3,2017-T3,63.72
Lugo,2017,4,2017-T4,20.95
Lugo,2018,1,2018-T1,32.87
Lugo,2018,2,2018-T2,60.88
Lugo,2018,3,2018-T3,58.85
Lugo,2018,4,2018-T4,66.61
Lugo,2019,1,2019-T1,79.66
Lugo,2019,2,2019-T2,74.37
Lugo,2019,3,2019-T3,96.48
Lugo,2019,4,2019-T4,37.15
Lugo,2020,1,2020-T1,79.11
Lugo,2020,2,2020-T2,18.15
Lugo,2020,3,2020-T3,25.8
Lugo,2020,4,2020-T4,65.63
Lugo,2021,1,2021-T1,54.23
Lugo,2021,2,2021-T2,175.12
Lugo,2021,3,2021-T3,95.57
Lugo,2021,4,2021-T4,79.1
Lugo,2022,1,2022-T1,39.48
Lugo,2022,2,2022-T2,73.2
Lugo,2022,3,2022-T3,64.98
Lugo,2022,4,2022-T4,64.42
Lugo,2023,1,2023-T1,91.81
Lugo,2023,2,2023-T2,80.38
Lugo,2023,3,2023-T3,53.68
Lugo,2023,4,2023-T4,59.7
Lugo,2024,1,2024-T1,45.68
Lugo,2024,2,2024-T2,92.27
Lugo,2024,3,2024-T3,32.48
Lugo,2024,4,2024-T4,30.16
Lugo,2025,1,2025-T1,51.47
Lugo,2025,2,2025-T2,77.62
Lugo,2025,3,2025-T3,57.6
Lugo,2025,4,2025-T4,66.04
Lugo,2026,1,2026-T1,95.39
Málaga,2004,1,2004-T1,179.91
Málaga,2004,2,2004-T2,198.87
Málaga,2004,3,2004-T3,226.03
Málaga,2004,4,2004-T4,213.73
Málaga,2005,1,2005-T1,226.3
Málaga,2005,2,2005-T2,205.75
Málaga,2005,3,2005-T3,216.3
Málaga,2005,4,2005-T4,278.45
Málaga,2006,1,2006-T1,249.12
Málaga,2006,2,2006-T2,252.02
Málaga,2006,3,2006-T3,311.49
Málaga,2006,4,2006-T4,275.04
Málaga,2007,1,2007-T1,302.36
Málaga,2007,2,2007-T2,302.36
Málaga,2007,3,2007-T3,324.67
Málaga,2007,4,2007-T4,283.09
Málaga,2008,1,2008-T1,308.15
Málaga,2008,2,2008-T2,355.97
Málaga,2008,3,2008-T3,281.06
Málaga,2008,4,2008-T4,271.06
Málaga,2009,1,2009-T1,287.6
Málaga,2009,2,2009-T2,354.4
Málaga,2009,3,2009-T3,374.15
Málaga,2009,4,2009-T4,256.66
Málaga,2010,1,2010-T1,293.99
Málaga,2010,2,2010-T2,318.67
Málaga,2010,3,2010-T3,330.37
Málaga,2010,4,2010-T4,266.97
Málaga,2011,1,2011-T1,293.52
Málaga,2011,2,2011-T2,250.65
Málaga,2011,3,2011-T3,268.44
Málaga,2011,4,2011-T4,201.42
Málaga,2012,1,2012-T1,238.52
Málaga,2012,2,2012-T2,225.85
Málaga,2012,3,2012-T3,206.61
Málaga,2012,4,2012-T4,262.99
Málaga,2013,1,2013-T1,121.1
Málaga,2013,2,2013-T2,218.23
Málaga,2013,3,2013-T3,237.62
Málaga,2013,4,2013-T4,184.66
Málaga,2014,1,2014-T1,172.53
Málaga,2014,2,2014-T2,209.31
Málaga,2014,3,2014-T3,233.81
Málaga,2014,4,2014-T4,193.36
Málaga,2015,1,2015-T1,205.57
Málaga,2015,2,2015-T2,233.2
Málaga,2015,3,2015-T3,235.74
Málaga,2015,4,2015-T4,228.06
Málaga,2016,1,2016-T1,230.13
Málaga,2016,2,2016-T2,227.59
Málaga,2016,3,2016-T3,223.41
Málaga,2016,4,2016-T4,223.4
Málaga,2017,1,2017-T1,228.54
Málaga,2017,2,2017-T2,259.18
Málaga,2017,3,2017-T3,232.04
Málaga,2017,4,2017-T4,203.92
Málaga,2018,1,2018-T1,235.09
Málaga,2018,2,2018-T2,248.54
Málaga,2018,3,2018-T3,231.27
Málaga,2018,4,2018-T4,238.03
Málaga,2019,1,2019-T1,249.11
Málaga,2019,2,2019-T2,269.6
Málaga,2019,3,2019-T3,263.85
Málaga,2019,4,2019-T4,241.98
Málaga,2020,1,2020-T1,238.44
Málaga,2020,2,2020-T2,234.08
Málaga,2020,3,2020-T3,241.18
Málaga,2020,4,2020-T4,248.49
Málaga,2021,1,2021-T1,195.18
Málaga,2021,2,2021-T2,255.34
Málaga,2021,3,2021-T3,221.4
Málaga,2021,4,2021-T4,249.45
Málaga,2022,1,2022-T1,261.66
Málaga,2022,2,2022-T2,276.64
Málaga,2022,3,2022-T3,277.2
Málaga,2022,4,2022-T4,278.41
Málaga,2023,1,2023-T1,251.44
Málaga,2023,2,2023-T2,247.82
Málaga,2023,3,2023-T3,359.98
Málaga,2023,4,2023-T4,259.39
Málaga,2024,1,2024-T1,334.15
Málaga,2024,2,2024-T2,260.86
Málaga,2024,3,2024-T3,293.8
Málaga,2024,4,2024-T4,342.56
Málaga,2025,1,2025-T1,324.47
Málaga,2025,2,2025-T2,351.04
Málaga,2025,3,2025-T3,323.83
Málaga,2025,4,2025-T4,296.21
Málaga,2026,1,2026-T1,344.23
Ourense,2004,1,2004-T1,110.84
Ourense,2004,2,2004-T2,121.07
Ourense,2004,3,2004-T3,70.41
Ourense,2004,4,2004-T4,140.5
Ourense,2005,1,2005-T1,120.53
Ourense,2005,2,2005-T2,146.07
Ourense,2005,3,2005-T3,136.86
Ourense,2005,4,2005-T4,97.61
Ourense,2006,1,2006-T1,132.88
Ourense,2006,2,2006-T2,134.01
Ourense,2006,3,2006-T3,127.2
Ourense,2006,4,2006-T4,140.63
Ourense,2007,1,2007-T1,141.62
Ourense,2007,2,2007-T2,154.53
Ourense,2007,3,2007-T3,212.24
Ourense,2007,4,2007-T4,153.82
Ourense,2008,1,2008-T1,246.82
Ourense,2008,2,2008-T2,195.6
Ourense,2008,3,2008-T3,199.56
Ourense,2008,4,2008-T4,176.38
Ourense,2009,1,2009-T1,196.1
Ourense,2009,2,2009-T2,204.0
Ourense,2009,3,2009-T3,209.59
Ourense,2009,4,2009-T4,204.21
Ourense,2010,1,2010-T1,86.91
Ourense,2010,2,2010-T2,115.35
Ourense,2010,3,2010-T3,132.05
Ourense,2010,4,2010-T4,124.56
Ourense,2011,1,2011-T1,83.0
Ourense,2011,2,2011-T2,52.91
Ourense,2012,1,2012-T1,129.04
Ourense,2012,2,2012-T2,27.45
Ourense,2012,3,2012-T3,27.52
Ourense,2012,4,2012-T4,57.71
Ourense,2013,2,2013-T2,67.0
Ourense,2013,3,2013-T3,21.95
Ourense,2013,4,2013-T4,68.44
Ourense,2014,1,2014-T1,36.36
Ourense,2014,2,2014-T2,65.5
Ourense,2014,3,2014-T3,76.17
Ourense,2014,4,2014-T4,60.27
Ourense,2015,1,2015-T1,39.41
Ourense,2015,2,2015-T2,43.92
Ourense,2015,3,2015-T3,83.91
Ourense,2015,4,2015-T4,79.44
Ourense,2016,1,2016-T1,67.84
Ourense,2016,2,2016-T2,51.28
Ourense,2016,3,2016-T3,83.58
Ourense,2016,4,2016-T4,75.82
Ourense,2017,1,2017-T1,39.98
Ourense,2017,2,2017-T2,90.93
Ourense,2017,3,2017-T3,61.8
Ourense,2017,4,2017-T4,64.31
Ourense,2018,1,2018-T1,52.47
Ourense,2018,2,2018-T2,72.49
Ourense,2018,3,2018-T3,72.51
Ourense,2018,4,2018-T4,60.85
Ourense,2019,1,2019-T1,30.3
Ourense,2019,2,2019-T2,21.66
Ourense,2019,3,2019-T3,63.13
Ourense,2019,4,2019-T4,55.08
Ourense,2020,1,2020-T1,42.26
Ourense,2020,2,2020-T2,44.16
Ourense,2020,3,2020-T3,39.26
Ourense,2020,4,2020-T4,24.45
Ourense,2021,1,2021-T1,64.94
Ourense,2021,2,2021-T2,42.34
Ourense,2021,3,2021-T3,53.82
Ourense,2021,4,2021-T4,48.33
Ourense,2022,1,2022-T1,72.97
Ourense,2022,2,2022-T2,64.11
Ourense,2022,3,2022-T3,26.27
Ourense,2022,4,2022-T4,29.01
Ourense,2023,1,2023-T1,74.76
Ourense,2023,2,2023-T2,53.35
Ourense,2023,3,2023-T3,44.39
Ourense,2023,4,2023-T4,53.63
Ourense,2024,1,2024-T1,39.65
Ourense,2024,3,2024-T3,25.69
Ourense,2024,4,2024-T4,35.56
Ourense,2025,1,2025-T1,59.61
Ourense,2025,2,2025-T2,46.53
Ourense,2025,3,2025-T3,83.33
Ourense,2025,4,2025-T4,48.37
Ourense,2026,1,2026-T1,72.43
Palencia,2004,1,2004-T1,63.71
Palencia,2004,2,2004-T2,68.45
Palencia,2004,3,2004-T3,65.61
Palencia,2004,4,2004-T4,110.77
Palencia,2005,1,2005-T1,111.12
Palencia,2005,2,2005-T2,92.93
Palencia,2005,3,2005-T3,108.91
Palencia,2005,4,2005-T4,116.79
Palencia,2006,1,2006-T1,124.92
Palencia,2006,2,2006-T2,74.77
Palencia,2006,3,2006-T3,73.45
Palencia,2006,4,2006-T4,117.66
Palencia,2007,1,2007-T1,110.03
Palencia,2007,2,2007-T2,96.85
Palencia,2007,3,2007-T3,110.31
Palencia,2007,4,2007-T4,109.46
Palencia,2008,1,2008-T1,108.8
Palencia,2008,2,2008-T2,119.53
Palencia,2008,3,2008-T3,98.92
Palencia,2008,4,2008-T4,117.92
Palencia,2009,1,2009-T1,92.3
Palencia,2009,2,2009-T2,123.9
Palencia,2009,3,2009-T3,99.32
Palencia,2009,4,2009-T4,55.63
Palencia,2010,1,2010-T1,119.74
Palencia,2010,2,2010-T2,61.26
Palencia,2010,3,2010-T3,63.09
Palencia,2010,4,2010-T4,55.01
Palencia,2011,1,2011-T1,99.75
Palencia,2011,2,2011-T2,78.12
Palencia,2011,3,2011-T3,69.46
Palencia,2011,4,2011-T4,65.04
Palencia,2012,1,2012-T1,41.33
Palencia,2012,2,2012-T2,73.14
Palencia,2012,3,2012-T3,37.72
Palencia,2012,4,2012-T4,62.09
Palencia,2013,1,2013-T1,73.88
Palencia,2013,2,2013-T2,76.44
Palencia,2013,3,2013-T3,48.04
Palencia,2013,4,2013-T4,69.02
Palencia,2014,1,2014-T1,52.26
Palencia,2014,2,2014-T2,49.46
Palencia,2014,3,2014-T3,30.11
Palencia,2014,4,2014-T4,49.06
Palencia,2015,1,2015-T1,55.98
Palencia,2015,2,2015-T2,34.09
Palencia,2015,3,2015-T3,38.24
Palencia,2015,4,2015-T4,56.18
Palencia,2016,1,2016-T1,52.24
Palencia,2016,2,2016-T2,37.74
Palencia,2016,3,2016-T3,69.43
Palencia,2016,4,2016-T4,22.78
Palencia,2017,1,2017-T1,47.65
Palencia,2017,2,2017-T2,75.17
Palencia,2017,3,2017-T3,45.09
Palencia,2017,4,2017-T4,57.4
Palencia,2018,1,2018-T1,54.34
Palencia,2018,2,2018-T2,50.62
Palencia,2018,3,2018-T3,59.79
Palencia,2018,4,2018-T4,50.1
Palencia,2019,1,2019-T1,57.55
Palencia,2019,2,2019-T2,68.33
Palencia,2019,3,2019-T3,71.71
Palencia,2019,4,2019-T4,89.39
Palencia,2020,1,2020-T1,42.55
Palencia,2020,2,2020-T2,45.11
Palencia,2020,3,2020-T3,47.32
Palencia,2020,4,2020-T4,50.94
Palencia,2021,1,2021-T1,73.85
Palencia,2021,2,2021-T2,62.54
Palencia,2021,3,2021-T3,38.78
Palencia,2021,4,2021-T4,59.97
Palencia,2022,1,2022-T1,54.4
Palencia,2022,2,2022-T2,66.98
Palencia,2022,3,2022-T3,47.94
Palencia,2022,4,2022-T4,67.12
Palencia,2023,1,2023-T1,55.34
Palencia,2023,2,2023-T2,37.51
Palencia,2023,3,2023-T3,39.67
Palencia,2023,4,2023-T4,61.14
Palencia,2024,1,2024-T1,59.5
Palencia,2024,2,2024-T2,49.6
Palencia,2024,3,2024-T3,40.43
Palencia,2024,4,2024-T4,50.84
Palencia,2025,1,2025-T1,76.59
Palencia,2025,2,2025-T2,52.92
Palencia,2025,3,2025-T3,67.96
Palencia,2025,4,2025-T4,63.45
Palencia,2026,1,2026-T1,52.32
Palmas (Las),2004,1,2004-T1,318.44
Palmas (Las),2004,2,2004-T2,318.66
Palmas (Las),2004,3,2004-T3,329.38
Palmas (Las),2004,4,2004-T4,327.25
Palmas (Las),2005,1,2005-T1,352.37
Palmas (Las),2005,2,2005-T2,341.39
Palmas (Las),2005,3,2005-T3,354.34
Palmas (Las),2005,4,2005-T4,408.61
Palmas (Las),2006,1,2006-T1,400.69
Palmas (Las),2006,2,2006-T2,377.85
Palmas (Las),2006,3,2006-T3,390.29
Palmas (Las),2006,4,2006-T4,443.88
Palmas (Las),2007,1,2007-T1,469.96
Palmas (Las),2007,2,2007-T2,372.23
Palmas (Las),2007,3,2007-T3,399.87
Palmas (Las),2007,4,2007-T4,446.95
Palmas (Las),2008,1,2008-T1,432.45
Palmas (Las),2008,2,2008-T2,416.08
Palmas (Las),2008,3,2008-T3,397.41
Palmas (Las),2008,4,2008-T4,467.81
Palmas (Las),2009,1,2009-T1,423.4
Palmas (Las),2009,2,2009-T2,408.2
Palmas (Las),2009,3,2009-T3,394.46
Palmas (Las),2009,4,2009-T4,307.21
Palmas (Las),2010,1,2010-T1,308.56
Palmas (Las),2010,2,2010-T2,300.04
Palmas (Las),2010,3,2010-T3,246.45
Palmas (Las),2010,4,2010-T4,219.0
Palmas (Las),2011,1,2011-T1,253.24
Palmas (Las),2011,2,2011-T2,259.61
Palmas (Las),2011,3,2011-T3,242.04
Palmas (Las),2011,4,2011-T4,286.94
Palmas (Las),2012,1,2012-T1,319.65
Palmas (Las),2012,2,2012-T2,267.76
Palmas (Las),2012,3,2012-T3,228.68
Palmas (Las),2012,4,2012-T4,240.65
Palmas (Las),2013,1,2013-T1,230.37
Palmas (Las),2013,2,2013-T2,239.12
Palmas (Las),2013,3,2013-T3,248.25
Palmas (Las),2013,4,2013-T4,208.13
Palmas (Las),2014,1,2014-T1,175.07
Palmas (Las),2014,2,2014-T2,202.42
Palmas (Las),2014,3,2014-T3,228.25
Palmas (Las),2014,4,2014-T4,137.24
Palmas (Las),2015,1,2015-T1,201.17
Palmas (Las),2015,2,2015-T2,164.43
Palmas (Las),2015,3,2015-T3,173.98
Palmas (Las),2015,4,2015-T4,228.86
Palmas (Las),2016,1,2016-T1,239.62
Palmas (Las),2016,2,2016-T2,199.58
Palmas (Las),2016,3,2016-T3,104.06
Palmas (Las),2016,4,2016-T4,184.36
Palmas (Las),2017,1,2017-T1,213.23
Palmas (Las),2017,2,2017-T2,213.56
Palmas (Las),2017,3,2017-T3,216.55
Palmas (Las),2017,4,2017-T4,238.87
Palmas (Las),2018,1,2018-T1,213.28
Palmas (Las),2018,2,2018-T2,235.23
Palmas (Las),2018,3,2018-T3,225.63
Palmas (Las),2018,4,2018-T4,201.44
Palmas (Las),2019,1,2019-T1,222.8
Palmas (Las),2019,2,2019-T2,227.55
Palmas (Las),2019,3,2019-T3,260.83
Palmas (Las),2019,4,2019-T4,244.82
Palmas (Las),2020,1,2020-T1,251.1
Palmas (Las),2020,2,2020-T2,186.47
Palmas (Las),2020,3,2020-T3,210.4
Palmas (Las),2020,4,2020-T4,256.71
Palmas (Las),2021,1,2021-T1,194.15
Palmas (Las),2021,2,2021-T2,221.52
Palmas (Las),2021,3,2021-T3,195.24
Palmas (Las),2021,4,2021-T4,224.98
Palmas (Las),2022,1,2022-T1,253.48
Palmas (Las),2022,2,2022-T2,244.32
Palmas (Las),2022,3,2022-T3,220.43
Palmas (Las),2022,4,2022-T4,288.42
Palmas (Las),2023,1,2023-T1,254.29
Palmas (Las),2023,2,2023-T2,269.96
Palmas (Las),2023,3,2023-T3,256.82
Palmas (Las),2023,4,2023-T4,267.09
Palmas (Las),2024,1,2024-T1,238.77
Palmas (Las),2024,2,2024-T2,254.8
Palmas (Las),2024,3,2024-T3,252.83
Palmas (Las),2024,4,2024-T4,292.94
Palmas (Las),2025,1,2025-T1,331.47
Palmas (Las),2025,2,2025-T2,293.1
Palmas (Las),2025,3,2025-T3,242.08
Palmas (Las),2025,4,2025-T4,250.94
Palmas (Las),2026,1,2026-T1,327.3
Pontevedra,2004,1,2004-T1,223.63
Pontevedra,2004,2,2004-T2,283.04
Pontevedra,2004,3,2004-T3,289.73
Pontevedra,2004,4,2004-T4,327.18
Pontevedra,2005,1,2005-T1,354.52
Pontevedra,2005,2,2005-T2,320.36
Pontevedra,2005,3,2005-T3,346.36
Pontevedra,2005,4,2005-T4,325.56
Pontevedra,2006,1,2006-T1,313.98
Pontevedra,2006,2,2006-T2,337.18
Pontevedra,2006,3,2006-T3,332.49
Pontevedra,2006,4,2006-T4,289.84
Pontevedra,2007,1,2007-T1,300.6
Pontevedra,2007,2,2007-T2,310.58
Pontevedra,2007,3,2007-T3,297.02
Pontevedra,2007,4,2007-T4,311.62
Pontevedra,2008,1,2008-T1,264.92
Pontevedra,2008,2,2008-T2,254.33
Pontevedra,2008,3,2008-T3,278.31
Pontevedra,2008,4,2008-T4,301.56
Pontevedra,2009,1,2009-T1,255.4
Pontevedra,2009,2,2009-T2,252.4
Pontevedra,2009,3,2009-T3,291.75
Pontevedra,2009,4,2009-T4,293.78
Pontevedra,2010,1,2010-T1,272.93
Pontevedra,2010,2,2010-T2,218.12
Pontevedra,2010,3,2010-T3,167.08
Pontevedra,2010,4,2010-T4,243.16
Pontevedra,2011,1,2011-T1,120.43
Pontevedra,2011,2,2011-T2,207.72
Pontevedra,2011,3,2011-T3,156.31
Pontevedra,2011,4,2011-T4,182.1
Pontevedra,2012,1,2012-T1,128.21
Pontevedra,2012,2,2012-T2,79.49
Pontevedra,2012,3,2012-T3,132.22
Pontevedra,2012,4,2012-T4,128.86
Pontevedra,2013,1,2013-T1,90.17
Pontevedra,2013,2,2013-T2,138.66
Pontevedra,2013,3,2013-T3,139.85
Pontevedra,2013,4,2013-T4,100.83
Pontevedra,2014,1,2014-T1,103.22
Pontevedra,2014,2,2014-T2,102.92
Pontevedra,2014,3,2014-T3,109.9
Pontevedra,2014,4,2014-T4,117.65
Pontevedra,2015,1,2015-T1,118.85
Pontevedra,2015,2,2015-T2,104.21
Pontevedra,2015,3,2015-T3,121.49
Pontevedra,2015,4,2015-T4,115.84
Pontevedra,2016,1,2016-T1,84.42
Pontevedra,2016,2,2016-T2,117.87
Pontevedra,2016,3,2016-T3,88.0
Pontevedra,2016,4,2016-T4,65.23
Pontevedra,2017,1,2017-T1,87.62
Pontevedra,2017,2,2017-T2,116.02
Pontevedra,2017,3,2017-T3,99.95
Pontevedra,2017,4,2017-T4,95.18
Pontevedra,2018,1,2018-T1,109.16
Pontevedra,2018,2,2018-T2,130.02
Pontevedra,2018,3,2018-T3,104.95
Pontevedra,2018,4,2018-T4,125.44
Pontevedra,2019,1,2019-T1,111.84
Pontevedra,2019,2,2019-T2,123.92
Pontevedra,2019,3,2019-T3,117.54
Pontevedra,2019,4,2019-T4,107.91
Pontevedra,2020,1,2020-T1,132.96
Pontevedra,2020,2,2020-T2,130.07
Pontevedra,2020,3,2020-T3,76.89
Pontevedra,2020,4,2020-T4,130.55
Pontevedra,2021,1,2021-T1,85.2
Pontevedra,2021,2,2021-T2,102.31
Pontevedra,2021,3,2021-T3,69.04
Pontevedra,2021,4,2021-T4,106.91
Pontevedra,2022,1,2022-T1,161.38
Pontevedra,2022,2,2022-T2,107.01
Pontevedra,2022,3,2022-T3,119.65
Pontevedra,2022,4,2022-T4,118.16
Pontevedra,2023,1,2023-T1,125.67
Pontevedra,2023,2,2023-T2,134.87
Pontevedra,2023,3,2023-T3,301.75
Pontevedra,2023,4,2023-T4,139.22
Pontevedra,2024,1,2024-T1,89.37
Pontevedra,2024,2,2024-T2,123.21
Pontevedra,2024,3,2024-T3,107.33
Pontevedra,2024,4,2024-T4,260.18
Pontevedra,2025,1,2025-T1,136.47
Pontevedra,2025,2,2025-T2,155.65
Pontevedra,2025,3,2025-T3,172.1
Pontevedra,2025,4,2025-T4,136.41
Pontevedra,2026,1,2026-T1,163.72
Salamanca,2004,1,2004-T1,148.16
Salamanca,2004,2,2004-T2,173.55
Salamanca,2004,3,2004-T3,148.03
Salamanca,2004,4,2004-T4,179.51
Salamanca,2005,1,2005-T1,173.71
Salamanca,2005,2,2005-T2,115.23
Salamanca,2005,3,2005-T3,107.96
Salamanca,2005,4,2005-T4,183.56
Salamanca,2006,1,2006-T1,127.21
Salamanca,2006,2,2006-T2,120.95
Salamanca,2006,3,2006-T3,133.48
Salamanca,2006,4,2006-T4,125.15
Salamanca,2007,1,2007-T1,135.56
Salamanca,2007,2,2007-T2,169.24
Salamanca,2007,3,2007-T3,142.84
Salamanca,2007,4,2007-T4,117.51
Salamanca,2008,1,2008-T1,136.26
Salamanca,2008,2,2008-T2,175.31
Salamanca,2008,3,2008-T3,123.98
Salamanca,2008,4,2008-T4,116.02
Salamanca,2009,1,2009-T1,133.8
Salamanca,2009,2,2009-T2,145.1
Salamanca,2009,3,2009-T3,94.81
Salamanca,2009,4,2009-T4,153.72
Salamanca,2010,1,2010-T1,185.86
Salamanca,2010,2,2010-T2,157.52
Salamanca,2010,3,2010-T3,120.47
Salamanca,2010,4,2010-T4,138.38
Salamanca,2011,1,2011-T1,110.22
Salamanca,2011,2,2011-T2,129.68
Salamanca,2011,3,2011-T3,111.01
Salamanca,2011,4,2011-T4,119.56
Salamanca,2012,1,2012-T1,91.98
Salamanca,2012,2,2012-T2,76.98
Salamanca,2012,3,2012-T3,88.12
Salamanca,2012,4,2012-T4,72.56
Salamanca,2013,1,2013-T1,66.08
Salamanca,2013,2,2013-T2,86.91
Salamanca,2013,3,2013-T3,76.12
Salamanca,2013,4,2013-T4,68.26
Salamanca,2014,1,2014-T1,85.58
Salamanca,2014,2,2014-T2,79.29
Salamanca,2014,3,2014-T3,53.62
Salamanca,2014,4,2014-T4,53.57
Salamanca,2015,1,2015-T1,66.6
Salamanca,2015,2,2015-T2,64.22
Salamanca,2015,3,2015-T3,48.84
Salamanca,2015,4,2015-T4,75.32
Salamanca,2016,1,2016-T1,54.64
Salamanca,2016,2,2016-T2,70.08
Salamanca,2016,3,2016-T3,48.19
Salamanca,2016,4,2016-T4,59.01
Salamanca,2017,1,2017-T1,58.37
Salamanca,2017,2,2017-T2,63.89
Salamanca,2017,3,2017-T3,65.65
Salamanca,2017,4,2017-T4,52.98
Salamanca,2018,1,2018-T1,63.03
Salamanca,2018,2,2018-T2,62.06
Salamanca,2018,3,2018-T3,71.4
Salamanca,2018,4,2018-T4,52.33
Salamanca,2019,1,2019-T1,64.24
Salamanca,2019,2,2019-T2,80.83
Salamanca,2019,3,2019-T3,76.82
Salamanca,2019,4,2019-T4,71.52
Salamanca,2020,1,2020-T1,77.03
Salamanca,2020,2,2020-T2,93.37
Salamanca,2020,3,2020-T3,51.39
Salamanca,2020,4,2020-T4,50.8
Salamanca,2021,1,2021-T1,52.21
Salamanca,2021,2,2021-T2,65.04
Salamanca,2021,3,2021-T3,64.55
Salamanca,2021,4,2021-T4,79.07
Salamanca,2022,1,2022-T1,73.31
Salamanca,2022,2,2022-T2,74.07
Salamanca,2022,3,2022-T3,80.16
Salamanca,2022,4,2022-T4,100.67
Salamanca,2023,1,2023-T1,64.4
Salamanca,2023,2,2023-T2,79.42
Salamanca,2023,3,2023-T3,83.4
Salamanca,2023,4,2023-T4,87.91
Salamanca,2024,1,2024-T1,108.71
Salamanca,2024,2,2024-T2,82.08
Salamanca,2024,3,2024-T3,108.73
Salamanca,2024,4,2024-T4,109.54
Salamanca,2025,1,2025-T1,57.15
Salamanca,2025,2,2025-T2,90.93
Salamanca,2025,3,2025-T3,81.41
Salamanca,2025,4,2025-T4,39.97
Salamanca,2026,1,2026-T1,33.65
Santa Cruz de Tenerife,2004,1,2004-T1,189.66
Santa Cruz de Tenerife,2004,2,2004-T2,180.24
Santa Cruz de Tenerife,2004,3,2004-T3,220.14
Santa Cruz de Tenerife,2004,4,2004-T4,220.5
Santa Cruz de Tenerife,2005,1,2005-T1,265.42
Santa Cruz de Tenerife,2005,2,2005-T2,265.01
Santa Cruz de Tenerife,2005,3,2005-T3,278.23
Santa Cruz de Tenerife,2005,4,2005-T4,239.99
